Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Digital ID	Upload ID	Full Text	Type	Date Digital	Hardware	Software	Directory	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 3																											chc0218000083	chc02180000830003001		"SEND ON PARENTS; WE HAVE JOBS FOR THEM!"  "Send on all the parents of our unaccompanied children who reach the U.S. in this new refugee program," is the message received by Catholic Relief Services, Cuban Refugee Center, Miami,  from Roy J. McDonald, Colfax, Wash.  An owner of nursing homes in Colfax and other areas, and president this last year of the  American Nursing Home Association, Mr. McDonald in 1962 was a prime mover in a project that  brought to Colfax 60 Cuban children who had been sent by their parents to this country to  avoid communist indoctrination.  In cooperatin with Rev. Cornelius Stefani, Hungarian refugee  who became priest of the Colfax parish, Mr. McDonald built up a concern for Cubans and, with  Father Stefani, made two trips to Miami to arrange for the children, and some 30 adult refugees, to go to Colfax.  An old academy building was restored to serve as a boarding school.  Now from Colfax comes the further heartening message that parents of the Cuban children there will be welcome  and jobs will be awaiting them, there or elsewhere. Mr. McDonald last year in Miami Beach was presented a Refugee Center citation for his helpfulness to the Cuban Refugee Program and to Catholic Relief Services.  McDonald  "FEW AMERICANS WOULD HAVE IT OTHERWISEn  MIAMI HERALD Editorial (Excerpts)  "Offering sanctuary to victims of persecution in other  lands is traditional in the U.S.  The open door has been  busy since Fidel Castro and his communist handlers sneaked  into power in Cuba nearly seven years ago.  Now we are  about to receive thousands more fugitives from a captive  island 90 miles from our shores.  Few Americans would have  it otherwise, despite the burdens and dangers involved,  which are considerable...The new wave of exiles should be  moved swiftly to other cities to lighten the impact on  Miami's economy..."  DIRECTOR THOMAS  "TEST MUST BE MET AS GOOD AMERICANS"  MIAMI NEWS Editorial (Excerpts)  "Miami Mayor Robert King High says he has assurances from Washington that the newcomers will  be rapidly relocated in other cities around the  nation...More than a third of the Cuban refugees  now in the U.S. live in Dade County (Miami)...  While many Cubans here have jobs it is doubtful  if work can be found for many more in this area  ...The program is apt to be a test of patience  and charity for South Floridians, but it is a  test that must be met as good Americans."  IN VIET NAM  John F. Thomas, Director of the Cuban Refugee Program, is in Viet Nam on short-term assignment in the interests of the refugee situation in that country.  His orders for that responsibility came just before the Castro  announcement that Cubans were free to leave their homeland for the U.S.  His staff members in Washington and  Miami are carrying on for him in the new Cuban development.  REFUGEES WITH RELATIVES IN CUBA CAN BE HELPED TO FILL OUT THIS FORM AND MAIL TO THE CENTER  The following letter, signed by Errol T. Ballanfonte, Field Representative in charge of the Cuban Refugee  Center, explains the identification form concerning Cuban refugee relatives in Cuba.  It was sent with copies  of the form to refugees throughout the U.S. who in registering at the Center recorded relatives in Cuba.  "The recent decision by President Johnson to give refuge to Cubans who are permitted to come into the  United States included the statement:  '...our first concern will be with those Cubans who have been separated from children, parents and husbands and wives now in this country.'  CUBAN REFUGEE EMERGENCY CENTER  Family Information Card  Date  IMPORTANT:  The purpose of this card is to identify members of the immediate family still in  Cuba,of those Cuban exiles presently living in the U.S.  NAME  /  /  :ss  First Last  First  Second Last  Street  City  State  File number as it appears on  the blue card  CF No.          If not registered at Center  give alien number  A -  Immediate Family in Cuba  Full Names  Relationship  Place and   .  .  Date of Birth ^ *&gt;  Last Known Address in Cuba  CREC #109 (10/7/65)  (") If unknown, give approximate age  "This makes it highly  desirable that we have  available in our files  information regarding the  members of their immediate  family still in Cuba, of  those Cuban exiles presently living in the United  States.  Accordingly, we  are asking that you complete the information on  the enclosed form and  return it immediately to  Cuban Refugee Center, 600  Biscayne Boulevard, Miami,  Fla. 33101."  Refugees who are registered at the Cuban Refugee  Center and who have not  received this form may use  the form here shown (copying it in enlarged form,  if they choose) and send  it to the Center.  Friends  of Cubans may want to help  them complete the form. 							107041052 Bytes	5295	6737	2833167750	RGB	8	600	chc02180000830003001.tif		2013-06-11	2013-06-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/145	145	146.jp2	/chc0218/image/146.jp2
Page 4																											chc0218000083	chc02180000830004001		THE GOLDEN DOOR  A MIAMI NEWS Column, By Jack Roberts  October 7, 1965  "Give me your tired, your poor,  Your huddled masses yearning to breathe free,  The wrectched refuse of your teeming shore.  Send these, the homeless, tempest-tossed to me:  I lift my lamp beside the golden door."  These beautiful words by Emma Lazarus adorn the Statue of Liberty in New York harbor. They  express an attitude, a national concern is a better way to put it, for the oppressed people of  the world.  If you have any doubts about letting more Cuban refugees into our homeland, say these words  over to yourself.  When Fidel Castro made his offer to let refugees out of Cuba last week, the "catch" seemed  obvious.  Castro, I figured, would send the sick, the lame, the blind.  He'd send the political malcontents, the poor, the people apt to cost his shaky government money.  Mixed in with these would be  a few spies.  Okay.  What if he does? The record of the Cuban refugee in this country — particularly Miami — is so good  that it would be unthinkable to exclude a new wave of refugees just to cause Castro problems.  Some 180,000 refugees have registered here since Castro took over.  Of that number, at least 92,000 have  been resettled in other parts of the country.  Counting our Cuban colony here prior to Castro, we have today  perhaps 90,000 Cubans living in the Miami area.  THINK A BIT  Think about these people for a minute.  Have you ever seen one begging? Have you ever seen one who wasn't  willing to work?  Perhaps you have.  But I'll guarantee you that you won't see many who fit the shiftless beggar definition.  They'll work.  They'll save.  And they'll take care of their own family members.  It took New York several generations to absorb and care for the waves of Irish, Italian and Jewish immigrants.  Miami took care of its Cubans in the space of a few years.  Or did the Cubans take a little help and take care  of themselves?  In any event, the absorption of the Cubans here has been a miracle.  The people at the Cuban Refugee Center tell me that some 2,000 refugees were pouring in here each week before  Castro cut off plane service between here and Havana in October '62.  The initial refugees were political refugees in the truest sense.  Then came the landowners, the businessmen,  the elite of Cuban commerce.  After that came the professional men, the doctors, the lawyers, the architects.  AN OPPORTUNITY  By '63, however, the working people of Cuba were pouring in.  These were people who couldn't make a living  under communism.  America was more an economic opportunity than a political asylum for these people.  If and when the new wave of refugees is allowed to start, we'll probably be drawing from this working class  category.  For most of them, Miami will be just a stopping off place. A refugee can't get government assistance today  unless the refugee agrees to resettlement. And Cubans have learned gradually that they can get better jobs by  leaving Florida. As a matter of fact, a rather large number of Miami's Cuban colony has resettled voluntarily  to get better jobs and be close to family members.  Castro may think he's the sly one unloading unwanted people on this country.  But he really isn't so sly.  So far, I think we've gotten the cream of the crop in Cuba.  These are people who have made a contribution to  this country and their children will do so in the future.  We'll do well to lift our lamp beside the golden door.  CUBANS CAN HELP CUBANS, WITH COMMUNITY SUPPORT  Cubans helping Cubans has resulted successfully in Los Angeles, and other places.  Now is the time for refugees already  resettled everywhere to come to the aid of the refugees still  to come -- regarding jobs, housing and other needs.  Americans  can help inform your Cuban groups about the community's planning, and gain their assistance.  CUBANS HELPING CUBANS can be  effective, with all-community support!  THE CUBAN REFUGEE PROGRAM IS MORE THAN EVER A NATIONAL  RESPONSIBILITY IN VIEW OF THE PRESIDENT'S OCT. 3 WORDS:  'ALL STATES CAN JOIN FLORIDA IN THE HAND OF HELPFULNESS'  THE SCORE  (Week Ending October 8)  Registrations    139  Since Jan. 1961...179,386  Resettlements     140  Since Jan. 1961... 92,423  By Agencies  since  January 1961:  Registered Resettled  NCWC      121,300 55,307  IRC 38,819 19,189  CWS 15,726 15,754  HIAS 3,541 2,173  SEPTEMBER SMALL  BOAT ARRIVALS  Men 33  Women 14  Children     21  Total 68  In 5 Boats  Totals  since  June  1961:  Persons   8,305  Boats 868 							106638296 Bytes	5247	6773	346984093	RGB	8	600	chc02180000830004001.tif		2013-06-11	2013-06-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/146	146	147.jp2	/chc0218/image/147.jp2
Resettlement re-cap: a periodic report from the Cuban Refugee Center, October 1965		United States. Department of Health, Education, and Welfare; United States. Welfare Administration; United States. Cuban Refugee Program				Refugees -- Cuba; Refugees -- United States; Government publications -- United States -- Periodicals	Periodicals; newsletters		1965-10	1960-1970	Miami (Florida)	4 pages	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 37; Folder No. 46				axr				chc0218000083																			2013-06-14	2013-06-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/147	147	148.cpd	/chc0218/supp/147/index.pdf
Page 1																											chc0218000080	chc02180000800001001		CUBA'S  CHILDREN  IN  EXILE  II11Í::P'--'   111    ■■  1  J  1               •  1                ¿f\              &gt;■*"   "" *-•  '■. :-:j:jx£:£x:                        ":j x^x:]  Í§Í|III1111:|  ~-:'  :   -v                                                    r::;.-:-:- 							90587844 Bytes	4811	6275	3341789684	RGB	8	600	chc02180000800001001.tif		2013-06-18	2013-06-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/148	148	149.jp2	/chc0218/image/149.jp2
Page 2																											chc0218000080	chc02180000800002001		FOREWORD  IN NOVEMBER 1960, a Cuban mother  brought her two children to Key West. She  feared that they would be sent to Russia because she and her husband were actively opposed to the Castro regime. She asked the  judge of the juvenile court to find homes for  them. The judge assumed jurisdiction and  placed her children in foster care. The mother  returned to Cuba to be with her husband and  to continue her work in the counterrevolutionary movement.  This incident marked the beginning of a  rapid influx of Cuban children, many of  whom would be unaccompanied by their parents and with no relatives here to care for  them. The children came from all classes of  Cuban society, although the majority were  from well-to-do, middle-class families. Most  of them were in their early teens, and nearly  two-thirds were boys.  Voluntary agencies did what they could  to provide care and shelter for these children,  but it soon became apparent that they could  not carry on without the help of the Federal  Government.  In January 1961, President John F.  Kennedy asked the Secretary of Health, Education, and Welfare, Abraham Ribicoff, to  plan and administer a Federal program to  deal with the needs of Cuban refugees while  in the United States and to expedite their  return to their homeland when conditions  made it possible.  The Cuban Refugee Program—the most  comprehensive program ever devised in this  country to meet the needs of incoming  refugees—was the first to entail the distribution of Federal financial assistance for maintenance outside of a refugee center. Provisions for the unaccompanied children were  made part of the overall plan.  The Children's Bureau, through delegation, was made responsible for child welfare  services, including the care and protection of  these unaccompanied Cuban children. The  Florida State Department of Public Welfare  acted as agent for the U.S. Department of  Health, Education, and Welfare in planning  for these children and in the use of Federal  funds for their care. The Florida State Department of Public Welfare, in turn, contracted with HIAS and the Miami voluntary  children's agencies—the Catholic Welfare  Bureau of the Diocese of Miami, the Children's Service Bureau, and the Jewish Family  and Children's Service—for arranging for  the placement of the children.  By April 30, 1967, the Federal Government had been responsible for the foster care  of over 8,300 children.  Practical problems that would have discouraged those less convinced of the importance of what they were doing beset the agencies and organizations at ev^ry turn. But they  persisted—and difficulties were finally overcome. It is this story that is told in CUBA'S  CHILDREN IN EXILE: The Story of the  Unaccompanied Cuban Refugee Children's  Program.  ^&gt; oVaaaxva-^   (J »     \-**tXi.  •C**^Asi  KATHERINE B. OETTINGER  Chief, Children's Bureau  SOCIAL and REHABILITATION SERVICE  A~-        ^     ^ Lcnr^^.  JOHN F. THOMAS  Director, Cuban Refugee Program  SOCIAL and REHABILITATION SERVICE 							91005820 Bytes	4847	6257	164620937	RGB	8	600	chc02180000800002001.tif		2013-06-18	2013-06-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/149	149	150.jp2	/chc0218/image/150.jp2
Page 3																											chc0218000080	chc02180000800003001		CUBA'S  CHILDREN  IN  EXILE  D  D  the story of the  Unaccompanied Cuban Refugee  Children's Program  U.S. DEPARTMENT OF HEALTH, EDUCATION, AND WELFARE  SOCIAL and REHABILITATION SERVICE • Children's Bureau • 1967 							93383332 Bytes	4911	6337	4034135011	RGB	8	600	chc02180000800003001.tif		2013-06-18	2013-06-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/150	150	151.jp2	/chc0218/image/151.jp2
Page 4																											chc0218000080	chc02180000800004001		CUBA'S CHILDREN IN EXILE  D  D  the story of the  Unaccompanied Cuban Refugee  Children's Program  EARLY IN 1960, many Cuban parents began  to fear the influence of communism on their  children and to make arrangements to send  their children to relatives and friends in the  United States. As the year wore on, more and  more children were sent to the United States,  some with little or no guarantee that the relatives or friends would care for them. Homeless teenage boys were noticed in Miami.  The dramatic case of the two children  brought to the Key West Juvenile Court was  symptomatic of the problem that was to  mushroom into immense proportions within  a very short time.  Early arrivals  Most of the unaccompanied Cuban children who arrived in this country during 1960  were Catholic. As their numbers increased,  the Bishop of the Catholic Diocese of Miami  became concerned about these children and  charged Father (later Monsignor) Bryan 0.  Walsh, Executive Director of the Catholic  Welfare Bureau, Miami, with responsibility  for them. The Catholic Welfare Bureau was a  small, licensed child caring and adoption  agency, then caring for about 80 children.  Father Walsh brought the problem to the  Welfare Planning Council of Dade County,  Florida. The Welfare Planning Council  called a meeting of local public and voluntary  agencies in the fall of 1960, and a Cuban  Refugee Committee was established to work  with Mr. Tracy Voorhees, Special Represen  tative of President Dwight D. Eisenhower.  Among the resolutions adopted by the Welfare Planning Council was one recommending that the Federal Government participate  in developing a plan for the care of unaccompanied Cuban refugee children.  When Mr. James Baker, Principal of the  Ruston Academy, an American school in  Havana, and several members of the American Chamber of Commerce in Havana heard  about Father Walsh's interest in unaccompanied children from Cuba, they asked his  aid for some Cuban parents who wanted to  send their children to the United States but  who had no one to look after them here.  Father Walsh agreed to help, and plans were  worked out for the children.  The basic idea was that these children  would come to the United States on student  visas. Because of many delays, only 25 of  these student visas had been issued when  diplomatic relations between the United  States and Cuba were broken on January 3,  1961. However, children who had tourist  visas began arriving in Miami on December  26, 1960, with the request that they be cared  for by the Catholic Welfare Bureau.  When diplomatic relations were broken,  the number of children in Havana for whom  Mr. Baker and his staff were seeking care  from the Catholic Welfare Bureau had grown  to 510. Mr. Baker returned to the United  States on January 4, and he and Father  Walsh began direct discussions with the U.S.  Department of State and the Immigration  1 							93535888 Bytes	4915	6342	371843078	RGB	8	600	chc02180000800004001.tif		2013-06-18	2013-06-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/151	151	152.jp2	/chc0218/image/152.jp2
Page 5																											chc0218000080	chc02180000800005001		and Naturalization Service about the possibility of bringing in these children without  visas. Within a few days, permission was  given to bring in 225 children on waivers of  the student visas with the understanding  that more waivers would be granted if  needed. By the time the Federal Government  took over the program, visa waivers were being granted in blocks of 500.  Jewish and Protestant children in Cuba  were also being helped through arrangements  made for their care by the appropriate voluntary child welfare agencies. The public child  welfare agencies in Miami were asked to help  but lacked funds to participate.  By February 1, 1961, 174 children had  come to the United States. Fifty-three of  these children were being cared for by relatives and friends, 119 by the Catholic Welfare Bureau, and 2 by the Jewish Family and  Children's Service. In addition, the Catholic  Welfare Bureau was caring for 15 children  who had arrived earlier and had been living  alone in Miami.  At this point, the Catholic Welfare  Bureau was caring for as many children as it  could. Most of them were boys over 14. They  were placed in existing institutions, in a new  institution able to house 26 boys, and in a  facility   borrowed   from  the   Dade   County  Welfare Department. A group of 40 children  brought en masse from a Cuban institution  were sent to a religious order in New Jersey.  A few were sent to a Philadelphia agency.  Father Walsh was then confronted with  the problem of caring for 500 children between the ages of 5 and 18 who were expected  to arrive in Miami within 3 weeks. Fortunately, he was able to work out plans with  directors of six Catholic charities in various  parts of the country to provide care in institutions for these Cuban children. Although  foster care in large institutions was undesirable for many children, the necessity of finding beds became an overriding consideration.  The Federal program begins  While planning was going on at the national level for the overall Cuban Refugee  Program, the Children's Bureau was working  with the Florida State Department of Public  Welfare to assess the problem of unaccompanied Cuban refugee children and to determine a workable plan.  On February 3, 1961, President Kennedy  directed the Secretary of Health, Education,  and Welfare, Abraham Ribicoff, to "provide  financial aid for the care and protection of  £  . CG 9S3B3   .  							91130816 Bytes	4832	6285	1740581434	RGB	8	600	chc02180000800005001.tif		2013-06-18	2013-06-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/152	152	153.jp2	/chc0218/image/153.jp2
Page 6																											chc0218000080	chc02180000800006001		unaccompanied children—the most defenseless and troubled group among the refugee  population."  The Children's Bureau was assigned  responsibility to "negotiate and subsequently  supervise a contract or agreement with the  State of Florida to provide through voluntary  or public agencies a program for the care of  unaccompanied Cuban children."  The Florida State Department of Public  Welfare on February 21, 1961, signed an  agreement to develop an emergency program  to provide temporary aid for Cuban refugees,  including care and protection of unaccompanied children. The agreement provided for  the use of Federal funds in carrying out the  plan.  The Florida State Department of Public  Welfare, acting as an agent of the U.S. Department of Health, Education, and Welfare,  awarded contracts effective March 1, 1961,  to three voluntary agencies in Miami and an  international agency headquartered in New  York City to provide foster care for unaccompanied Cuban refugee children. These agencies were:  The Catholic Welfare Bureau, Inc.  Miami, Florida  The Children's Service Bureau of Dade County,  Inc.  Miami, Florida  The Jewish Family and Children's Service, Inc.  Miami, Florida  The United HIAS Service  New York, New York  The Florida State Department of Public  Welfare contract with the voluntary agencies  provided for reimbursement with Federal  funds for the cost of providing foster care  for these Cuban refugee children. Reimbursement rates of $6.50 per day for each child in  group care and $5.50 per day for each child in  foster family care were established to cover  the agencies' direct care costs and administrative expenses.  Direct care costs were for food, shelter,  ..  ciNWff«ENCy CENTER  clothing,. and other essentials. In addition,  the voluntary agencies were reimbursed for  actual transportation costs and expenditures  incidental to travel incurred in relocating  children outside the Miami area and for the  actual cost of special services, such as psychiatric treatment or for serious illnesses requiring extensive treatment.  The Catholic Welfare Bureau and the  Children's Service Bureau, responsible respectively for Catholic and Protestant Cuban  children, not only received and placed children in Miami but also found child caring  agencies elsewhere to take Cuban children.  HIAS arranged for the out-of-Miami placements of Jewish Cuban children, and the  Jewish Family and Children's Service provided for those who were to be placed in  Miami. The voluntary agencies were responsible for the care of unaccompanied Cuban  children from the time they stepped off the  plane in Miami until foster care was no  longer needed.  The Florida State Department of Public  Welfare instigated and maintained up-to-date 							94679324 Bytes	4961	6360	1495237887	RGB	8	600	chc02180000800006001.tif		2013-06-18	2013-06-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/153	153	154.jp2	/chc0218/image/154.jp2
Page 7																											chc0218000080	chc02180000800007001		official registration of each child accepted by  the contracting agencies. Information included the whereabouts of each child and the  type of care provided until final discharge  from the program.  An unaccompanied Cuban refugee child  was defined in the contract as "a child in the  Miami impact area at the time service is  initiated, whose parent or relative cannot  provide care and supervision for him, who is  in need of foster care, and who meets the  definition of a refugee as defined by the Federal Government."  Child care facilities in States other than  Florida were needed. Since the Federal Government had assumed responsibility for the  care and protection of these Cuban children,  the usual guarantees against public dependency covered in State regulations regarding  the importation of children were not necessary. It was essential for the protection of  the children, however, that the agencies receiving them would provide an acceptable  quality of care. Therefore, only agencies  licensed or approved by the appropriate State  agency were used.  Legal custody and guardianship  Questions concerning the legal custody  and guardianship of Cuban children arose  early in the unaccompanied children's program. Because the separation from parents  was expected to be of very short duration  and because none of the children were expected to be placed for adoption, custody and  guardianship continued to reside with the  parents in Cuba.  Cuban missile crisis  The children continued to pour into the  United States until all commercial flights  from Cuba to the United States were suspended by the Castro government following  President Kennedy's public statement on  missiles in Cuba. This was in October 1962.  The peak of the Unaccompanied Cuban Refugee Children's Program was reached that  month: 4,100 children were receiving foster  care. Only a few children were able to leave  Cuba after commercial flights were suspended.  The result of this situation was that the  only commercial routes to the United States  left open were through Mexico and Spain.  Cuban refugees who escaped to these countries had to wait to be admitted to the United  States on visas. Because they arrived in  Mexico and Spain without funds and were  not allowed to seek employment while waiting  for action on their visas, many suffered severe  social and economic hardships.  In 1964, the Cuban Refugee Program,  in cooperation with the U.S. Departments of  State and Justice, devised a system that  brought Cuban parents of unaccompanied  children to the United States from Spain and  Mexico on a priority basis. As these parents  arrived, the main objective of the Cuban Refugee Program and the resettlement agencies  was to send the parents to the children rather  than to have the children return to Miami  for reunion.  Escape by sea  On September 28, 1965, Premier Castro  unexpectedly announced that any Cuban with  relatives in the United States who wished to  leave Cuba could do so after October 10.  When President Lyndon B. Johnson signed  the new immigration bill at the Statue of  Liberty on October 3, 1965, he stated that  "those who seek refuge here in America  will find it."  In early October, the Cuban government  designated Camarioca on the northern coast  of Matanzas province as an embarkation port  from which boats from the United States  could pick up refugees. Great loss of life was  averted through the tremendous effort of the  U.S. Coast Guard, which set up a line of  picket-ships covering the entire approach and  departure of the hundreds of unseaworthy  boats making the mad dash in rough seas to  and from Camarioca. Premier Castro closed  the port when the United States suggested an  orderly airlift.  4 							93065484 Bytes	4898	6332	522694577	RGB	8	600	chc02180000800007001.tif		2013-06-18	2013-06-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/154	154	155.jp2	/chc0218/image/155.jp2
Page 8																											chc0218000080	chc02180000800008001		Many stories of heroism came out of the  small boat operation. One 16-year-old boy  made this trip from Miami to Cuba and returned with his mother and younger brother.  He proudly brought them to the Florida State  Department of Public Welfare office to meet  his former social worker who had placed him  in a foster home until arrangements were  made for him to live with an uncle. Other  equally valiant efforts of teenagers to rescue  their families ended in tragedy. About this  time, a group of Cuban boys tried to swim  from Cuban soil to safety at Guantanamo.  Eighteen made it and were flown to the  United States; the unsuccessful were ma-  chinegunned in the water.  As a result of negotiations carried on by  the Swiss Embassy in Havana, a Memorandum of Understanding between Cuba and the  United States was released by the White  House on November 6, 1965. It provided for  first priority for "immediate relatives," who  were defined as "parents of unmarried children under the age of 21, spouses, unmarried  children under the age of 21, and brothers  and sisters under the age of 21."  The United States chartered three boats  and brought 4,598 refugees to this country  during November 13-22 in "Operation Sea-  lift."  Airlift  The official airlift began on December 1,  1965, from Varadero Airport near Havana to  Miami's International Airport. During the  first month, a few parents of children living  in the United States arrived. There were complaints that priorities were not being observed. During the next months, the parents  of unaccompanied children began arriving in  greater numbers.  By April 30,1967, 62,861 Cuban refugees  had arrived by the airlift. Among these were  2,141 cases of one or both parents of 2,436  unaccompanied children under 21 years of  age. Of these children, 1,498 (from 1,203  families) were receiving either foster care  or financial assistance. The number of children in foster care under the Federal pro  gram was reduced from 1,448 children on  December 31, 1965, to 375 on April 30, 1967.  The number of minors receiving public assistance in Miami "guardian" homes was reduced from 894 to 419.  Planning for the unaccompanied child's  reunion with his parents began as soon as the  parents arrived in the United States. The  Cuban Refugee Program and the resettlement agencies developed detailed procedures  for family reunions, and these agencies continued their policy of trying to resettle the  family in the town where the child was already living.  There are moving examples of such reunions. A 17-year-old boy in foster care in  Miami had a part-time job after school. He  carefully saved his money. When his mother,  father, and little sister arrived from Cuba, 							93335920 Bytes	4906	6340	2678182632	RGB	8	600	chc02180000800008001.tif		2013-06-18	2013-06-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/155	155	156.jp2	/chc0218/image/156.jp2
Page 9																											chc0218000080	chc02180000800009001		they found waiting for them an apartment  which the boy had rented and completely  furnished. He even had linens and cooking  utensils. An 18-year-old girl was in her last  year of high school when her parents arrived.  Because her father was incurably ill and unable to work, she got a part-time job with the  neighborhood youth corps to supplement her  parents' assistance from the Cuban Refugee  Program. When she finished high school, she  went to work full-time and became the sole  support of her mother and father. The Cuban  children were excellent ambassadors. A town  in Washington was so impressed by the 35  children being cared for in that city that it  wired it would take all the parents of those  children.  When a minor unaccompanied child  arrived in Miami with the expectation of  joining a parent or relative elsewhere in the  country, the Florida State Department of  Public Welfare made the necessary clearances  with public welfare departments in other  States to assure that the child was expected  and would be cared for. After a night in a  foster home in Miami, the unaccompanied  child was taken to the airport by a caseworker, turned over to a stewardess, and was  off to join his parents whom he may not have  seen for several years.  Numbers of Cuban children cared for  In addition to the four voluntary agencies and the Florida State Department of  Public Welfare, at least 137 children's agencies participated in the Unaccompanied  Cuban Refugee Children's Program. These  agencies were located in 110 cities in 40  States, the District of Columbia, and Puerto  Rico.  As of April 30, 1967, Federal funds had  provided foster care for 8,331 unaccompanied  Cuban refugee children through services of  the following:  percent-  number     age of  agency served        total  Catholic Welfare Bureau. _ 7,041 __ 84.5  Children's Service Bureau _     365 __    4.4  Jewish Family and Children's Service      117 __    1.4  United HIAS Service        28 __    0.3  Florida State Department  of Public Welfare      780 __    9.4  Of the 117 children registered by the Jewish  Family and Children's Service, 91 were later  transferred to United HIAS Service for care.  The total cost of the program from the  beginning through April 30, 1967, was as follows:  Amount paid for foster care_ $27,108,131.75  In foster family  homes ___ $ 9,248,479.68  In institutions or group  homes ___ $17,859,652.07  Amount paid for special services and transportation of  children $ 1,423,357.33  Total expenditures $28,531,489.08 							92205272 Bytes	4865	6316	3997301409	RGB	8	600	chc02180000800009001.tif		2013-06-18	2013-06-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/156	156	157.jp2	/chc0218/image/157.jp2
Page 10																											chc0218000080	chc02180000800010001		I)  Accurate figures are not available on the  total number of unaccompanied Cuban refugee children who have come to the United  States. Estimates range from 13,000 to 15,-  000 children. Some of them were never in  agency care; a large, but unknown, number  who lived in the homes of relatives or friends  received financial assistance from the overall  Cuban Refugee Program.  There are Cuban children still in foster  care even though their parents have come to  the United States. Some of these parents have  separated from each other; some have obtained divorces. There are also the children  who did not wish to rejoin their parents after  such a long absence from them. And there  are still over 300 children in the United  States whose parents, from all indications,  may never leave Cuba.  Unaccompanied children are still arriving on the airlift. The Castro government will  not let any youth of military age (15-26  years) leave. Because some parents feel the  airlift will not enable their 14-year-old sons  to leave Cuba in time, they resort to moving  the children on commercial flights through  Spain. There are now about 150 children in  Spain for whom the voluntary agencies are  working to have them admitted to the United  States on visas.  For all of these children, the need for  care may stretch over a long period of time.  The Cuban children  The feeling of closeness that the Cuban  children seemed to have for their families  served them in good stead during their stay  in foster care. Though many miles separated  them from their parents, they still remained  a part of a closely knit family. The absent  parents, in most instances, kept close to their  children by phone and mail. In some cases,  parents continued their supervision of their  children from afar. At times, foster parents  found the children's dependence on their own  parents' guidance trying, particularly when  parents countermanded what the foster  parents were trying to accomplish with the  children.  Fortunately,  such incidents  were  few—and most of them worked out satisfactorily.  Relatively few of the children exhibited  signs of emotional stress. Most of them took  foster care in their stride. Workers anticipated all kinds of problems. For the most  part, they just did not happen.  There were, of course, some minor difficulties with the children. Many of these were  due to cultural differences. Diet was one of  the most common points of conflict arising  from the Cuban child's apparent dislike of  everything except meat, black beans, and  sugar. The foster parents' expecting them to  eat vegetables was the cause of many complaints to parents. One mother in Cuba wrote  anxiously to an institution for an explanation of her daughter's charge: "here they  feed us only spinaches." On the other hand, 							92360220 Bytes	4877	6311	695178866	RGB	8	600	chc02180000800010001.tif		2013-06-18	2013-06-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/157	157	158.jp2	/chc0218/image/158.jp2
