Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	Full Text	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Report of the Annual Convention of Florida Federation of Woman's Club, November 22-30, 1916 (page 14)			Stewart, Berithea E.						1916-11	1910-1920	Miami (Florida)	1 document, 20 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590124114			57950068 Bytes	3453	5592	419499146	RGB	8	600	asm04000001590124114.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4525	4525	4526.jp2	/asm0400/image/4526.jp2
Report of the Annual Convention of Florida Federation of Woman's Club, November 22-30, 1916 (page 15)			Stewart, Berithea E.						1916-11	1910-1920	Miami (Florida)	1 document, 20 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590124115			57950068 Bytes	3453	5592	419499146	RGB	8	600	asm04000001590124115.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4526	4526	4527.jp2	/asm0400/image/4527.jp2
Report of the Annual Convention of Florida Federation of Woman's Club, November 22-30, 1916 (page 16)			Stewart, Berithea E.						1916-11	1910-1920	Miami (Florida)	1 document, 20 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590124116			57950068 Bytes	3453	5592	419499146	RGB	8	600	asm04000001590124116.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4527	4527	4528.jp2	/asm0400/image/4528.jp2
Report of the Annual Convention of Florida Federation of Woman's Club, November 22-30, 1916 (page 17)			Stewart, Berithea E.						1916-11	1910-1920	Miami (Florida)	1 document, 20 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590124117			57950068 Bytes	3453	5592	419499146	RGB	8	600	asm04000001590124117.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4528	4528	4529.jp2	/asm0400/image/4529.jp2
Report of the Annual Convention of Florida Federation of Woman's Club, November 22-30, 1916 (page 18)			Stewart, Berithea E.						1916-11	1910-1920	Miami (Florida)	1 document, 20 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590124118			57950068 Bytes	3453	5592	419499146	RGB	8	600	asm04000001590124118.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4529	4529	4530.jp2	/asm0400/image/4530.jp2
Report of the Annual Convention of Florida Federation of Woman's Club, November 22-30, 1916 (page 19)			Stewart, Berithea E.						1916-11	1910-1920	Miami (Florida)	1 document, 20 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590124119			57950068 Bytes	3453	5592	419499146	RGB	8	600	asm04000001590124119.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4530	4530	4531.jp2	/asm0400/image/4531.jp2
Report of the Annual Convention of Florida Federation of Woman's Club, November 22-30, 1916 (page 20)			Stewart, Berithea E.						1916-11	1910-1920	Miami (Florida)	1 document, 20 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590124120			57950068 Bytes	3453	5592	419499146	RGB	8	600	asm04000001590124120.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4531	4531	4532.jp2	/asm0400/image/4532.jp2
Yearbook of the Housekeeper's Club of Cocoanut Grove, Florida, 1915-1916 (front cover)					Booklet, "Year book of the Housekeeper's Club of Cocoanut Grove, Florida, 1915-1916"		Booklets		1915-1916	1910-1920	Coconut Grove (Florida)	1 booklet, 10 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590125101			30101472 Bytes	2919	3435	718082207	RGB	8	600	asm04000001590125101.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4532	4532	4533.jp2	/asm0400/image/4533.jp2
Yearbook of the Housekeeper's Club of Cocoanut Grove, Florida, 1915-1916 (inside front cover)							Booklets		1915-1916	1910-1920	Coconut Grove (Florida)	1 booklet, 10 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590125102			27599052 Bytes	2688	3420	3728976236	RGB	8	600	asm04000001590125102.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4533	4533	4534.jp2	/asm0400/image/4534.jp2
Yearbook of the Housekeeper's Club of Cocoanut Grove, Florida, 1915-1916 (page 1)							Booklets		1915-1916	1910-1920	Coconut Grove (Florida)	1 booklet, 10 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590125103			28145496 Bytes	2704	3467	3360356710	RGB	8	600	asm04000001590125103.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4534	4534	4535.jp2	/asm0400/image/4535.jp2
Yearbook of the Housekeeper's Club of Cocoanut Grove, Florida, 1915-1916 (page 2)							Booklets		1915-1916	1910-1920	Coconut Grove (Florida)	1 booklet, 10 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590125104			28287748 Bytes	2713	3473	1126953475	RGB	8	600	asm04000001590125104.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4535	4535	4536.jp2	/asm0400/image/4536.jp2
Yearbook of the Housekeeper's Club of Cocoanut Grove, Florida, 1915-1916 (page 3)							Booklets		1915-1916	1910-1920	Coconut Grove (Florida)	1 booklet, 10 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590125105			28104552 Bytes	2711	3453	814300961	RGB	8	600	asm04000001590125105.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4536	4536	4537.jp2	/asm0400/image/4537.jp2
Yearbook of the Housekeeper's Club of Cocoanut Grove, Florida, 1915-1916 (page 4)							Booklets		1915-1916	1910-1920	Coconut Grove (Florida)	1 booklet, 10 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590125106			27916200 Bytes	2682	3467	3217193551	RGB	8	600	asm04000001590125106.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4537	4537	4538.jp2	/asm0400/image/4538.jp2
Yearbook of the Housekeeper's Club of Cocoanut Grove, Florida, 1915-1916 (page 5)							Booklets		1915-1916	1910-1920	Coconut Grove (Florida)	1 booklet, 10 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590125107			27755204 Bytes	2670	3462	1817744986	RGB	8	600	asm04000001590125107.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4538	4538	4539.jp2	/asm0400/image/4539.jp2
Yearbook of the Housekeeper's Club of Cocoanut Grove, Florida, 1915-1916 (page 6)							Booklets		1915-1916	1910-1920	Coconut Grove (Florida)	1 booklet, 10 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590125108			27783364 Bytes	2687	3444	3744287056	RGB	8	600	asm04000001590125108.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4539	4539	4540.jp2	/asm0400/image/4540.jp2
Yearbook of the Housekeeper's Club of Cocoanut Grove, Florida, 1915-1916 (page 7)							Booklets		1915-1916	1910-1920	Coconut Grove (Florida)	1 booklet, 10 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590125109			27973868 Bytes	2682	3474	1170944639	RGB	8	600	asm04000001590125109.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4540	4540	4541.jp2	/asm0400/image/4541.jp2
Yearbook of the Housekeeper's Club of Cocoanut Grove, Florida, 1915-1916 (page 8)							Booklets		1915-1916	1910-1920	Coconut Grove (Florida)	1 booklet, 10 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590125110			28204840 Bytes	2700	3479	4231289555	RGB	8	600	asm04000001590125110.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4541	4541	4542.jp2	/asm0400/image/4542.jp2
Yearbook of the Housekeeper's Club of Cocoanut Grove, Florida, 1915-1916 (page 9)							Booklets		1915-1916	1910-1920	Coconut Grove (Florida)	1 booklet, 10 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590125111			28104724 Bytes	2700	3467	1515226919	RGB	8	600	asm04000001590125111.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4542	4542	4543.jp2	/asm0400/image/4543.jp2
Yearbook of the Housekeeper's Club of Cocoanut Grove, Florida, 1915-1916 (page 10)							Booklets		1915-1916	1910-1920	Coconut Grove (Florida)	1 booklet, 10 pages	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590125112			30759116 Bytes	2981	3437	608584919	RGB	8	600	asm04000001590125112.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4543	4543	4544.jp2	/asm0400/image/4544.jp2
Afternoon Oriental, April 14, 1916			Havens, Kate; Aplington, Kate		Written on front: "Afternoon Oriental"; "Friday, April 14, 1916"; "K.A."; Written behind picture: "Presenting compliments and respectful homage: entreating the favor of your honorable presence at humble and insignificant luncheon at Hotel Halcyon, Friday, April 14, hour of 3.30.  Apologizing for the much trouble, would ask you to most kindly bring with you to before-(Morrish, Hindu, Chinese, or Japanese) which some you will tell about him for the great delight of other honorable guests.  With salaam profound, Kate Havens Kate Aplington"		Invitations		1916-04-14	1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590126101			21479592 Bytes	3269	2188	3279405968	RGB	8	600	asm04000001590126101.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4544	4544	4545.jp2	/asm0400/image/4545.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (front cover)					Booklet, "Year book of the Housekeeper's Club of Cocoanut Grove, Florida, 1916-1917"		Booklets		1916-1917	1910-1920	Coconut Grove (Florida)	1 booklet	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127101			28740580 Bytes	2579	3712	2391634852	RGB	8	600	asm04000001590127101.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4545	4545	4546.jp2	/asm0400/image/4546.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (title page)							Booklets		1916-1917	1910-1920	Coconut Grove (Florida)		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127102			28842704 Bytes	2547	3772	484324777	RGB	8	600	asm04000001590127102.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4546	4546	4547.jp2	/asm0400/image/4547.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (title page verso)							Booklets		1916-1917	1910-1920	Coconut Grove (Florida)		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127103			28515088 Bytes	2554	3719	1749607359	RGB	8	600	asm04000001590127103.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4547	4547	4548.jp2	/asm0400/image/4548.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (page 1)							Booklets		1916-1917	1910-1920	Coconut Grove (Florida)		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127104			28430324 Bytes	2529	3744	3354363834	RGB	8	600	asm04000001590127104.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4548	4548	4549.jp2	/asm0400/image/4549.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (page 2)							Booklets		1916-1917	1910-1920	Coconut Grove (Florida)		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127105			28114840 Bytes	2514	3725	1629890207	RGB	8	600	asm04000001590127105.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4549	4549	4550.jp2	/asm0400/image/4550.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (page 3)							Booklets		1916-1917	1910-1920	Coconut Grove (Florida)		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127106			29019180 Bytes	2566	3767	892090438	RGB	8	600	asm04000001590127106.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4550	4550	4551.jp2	/asm0400/image/4551.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (page 4)							Booklets		1916-1917	1910-1920	Coconut Grove (Florida)		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127107			28632768 Bytes	2520	3784	763773995	RGB	8	600	asm04000001590127107.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4551	4551	4552.jp2	/asm0400/image/4552.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (page 5)							Booklets		1916-1917	1910-1920	Coconut Grove (Florida)		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127108			28652200 Bytes	2551	3741	2391141609	RGB	8	600	asm04000001590127108.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4552	4552	4553.jp2	/asm0400/image/4553.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (page 6)							Booklets		1916-1917	1910-1920	Coconut Grove (Florida)		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127109			28369124 Bytes	2538	3723	57844098	RGB	8	600	asm04000001590127109.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4553	4553	4554.jp2	/asm0400/image/4554.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (page 7)							Booklets		1916-1917	1910-1920	Coconut Grove (Florida)		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127110			28636600 Bytes	2549	3742	2108557526	RGB	8	600	asm04000001590127110.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4554	4554	4555.jp2	/asm0400/image/4555.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (page 8)							Booklets		1916-1917	1910-1920	Coconut Grove (Florida)		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127111			28595396 Bytes	2556	3726	618069693	RGB	8	600	asm04000001590127111.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4555	4555	4556.jp2	/asm0400/image/4556.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (page 9)							Booklets		1916-1917	1910-1920	Coconut Grove (Florida)		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127112			29125180 Bytes	2563	3785	255795125	RGB	8	600	asm04000001590127112.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4556	4556	4557.jp2	/asm0400/image/4557.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (page 10)							Booklets		1916-1917	1910-1920	Coconut Grove (Florida)		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127113			29047080 Bytes	2579	3751	2803190067	RGB	8	600	asm04000001590127113.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4557	4557	4558.jp2	/asm0400/image/4558.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (page 11)							Booklets		1916-1917	1910-1920	Coconut Grove (Florida)		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127114			28553892 Bytes	2526	3765	3238760762	RGB	8	600	asm04000001590127114.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4558	4558	4559.jp2	/asm0400/image/4559.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (page 12)							Booklets		1916-1917	1910-1920	Coconut Grove (Florida)		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127115			28747392 Bytes	2574	3720	411124076	RGB	8	600	asm04000001590127115.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4559	4559	4560.jp2	/asm0400/image/4560.jp2
Yearbook of the Housekeepers' Club of Coconut Grove, Florida, 1916-1917 (back cover)							Booklets		1916-1917	1910-1920	Coconut Grove (Florida)		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590127116			29304884 Bytes	2619	3727	983524465	RGB	8	600	asm04000001590127116.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4560	4560	4561.jp2	/asm0400/image/4561.jp2
Exploration in Southern Florida in 1915 (front cover)			Small, J. K.		Printed on front: "Reprinted, without change of paging, from the Journal of the New York Botanical Garden 17 : 37-45. March, 1916"		Booklets		1915	1910-1920	Florida	1 booklet	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590128101			66777624 Bytes	3870	5750	2847741221	RGB	8	600	asm04000001590128101.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4561	4561	4562.jp2	/asm0400/image/4562.jp2
Exploration in Southern Florida in 1915 (plate CLXVI)			Small, J. K.		Printed under photo: "Perpendicular side of large lim-sink or erosion-hole in a pineland hammock"		Booklets		1915	1910-1920	Florida		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590128102			64512316 Bytes	3734	5757	935875561	RGB	8	600	asm04000001590128102.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4562	4562	4563.jp2	/asm0400/image/4563.jp2
Exploration in Southern Florida in 1915 (page 37)			Small, J. K.				Booklets		1915	1910-1920	Florida		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590128103			68417812 Bytes	3920	5816	2616220190	RGB	8	600	asm04000001590128103.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4563	4563	4564.jp2	/asm0400/image/4564.jp2
Exploration in Southern Florida in 1915 (page 38)			Small, J. K.				Booklets		1915	1910-1920	Florida		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590128104			65030220 Bytes	3797	5707	2443184360	RGB	8	600	asm04000001590128104.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4564	4564	4565.jp2	/asm0400/image/4565.jp2
Exploration in Southern Florida in 1915 (page 39)			Small, J. K.				Booklets		1915	1910-1920	Florida		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590128105			68368220 Bytes	3940	5782	1242435813	RGB	8	600	asm04000001590128105.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4565	4565	4566.jp2	/asm0400/image/4566.jp2
Exploration in Southern Florida in 1915 (page 40)			Small, J. K.				Booklets		1915	1910-1920	Florida		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590128106			68743772 Bytes	3977	5760	2035141948	RGB	8	600	asm04000001590128106.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4566	4566	4567.jp2	/asm0400/image/4567.jp2
Exploration in Southern Florida in 1915 (plate CLXVII)			Small, J. K.		Printed under photo: "Pineland with saw-palmetto, shrubs, and herbs in foreground."; "Large shrub of Tetrazygia bicolor in flower in the pinelands."		Booklets		1915	1910-1920	Florida		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590128107			66059196 Bytes	3805	5785	2504702079	RGB	8	600	asm04000001590128107.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4567	4567	4568.jp2	/asm0400/image/4568.jp2
Exploration in Southern Florida in 1915 (page 41)			Small, J. K.				Booklets		1915	1910-1920	Florida		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590128108			69446188 Bytes	3998	5788	3814118692	RGB	8	600	asm04000001590128108.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4568	4568	4569.jp2	/asm0400/image/4569.jp2
Exploration in Southern Florida in 1915 (page 42)			Small, J. K.				Booklets		1915	1910-1920	Florida		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590128109			67806380 Bytes	3928	5752	1325743388	RGB	8	600	asm04000001590128109.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4569	4569	4570.jp2	/asm0400/image/4570.jp2
Exploration in Southern Florida in 1915 (plate CLXVIII)			Small, J. K.		Printed under photo: "Pinelands as they appear on some of the lower Florida Keys, Big Pine, and Little Pine Keys, and on No Name Key where the above photograph was taken."		Booklets		1915	1910-1920	Florida		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590128110			61726112 Bytes	3582	5742	3129200000	RGB	8	600	asm04000001590128110.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4570	4570	4571.jp2	/asm0400/image/4571.jp2
Exploration in Southern Florida in 1915 (page 43)			Small, J. K.				Booklets		1915	1910-1920	Florida		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590128111			61997316 Bytes	3597	5743	2330417127	RGB	8	600	asm04000001590128111.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4571	4571	4572.jp2	/asm0400/image/4572.jp2
Exploration in Southern Florida in 1915 (page 44)			Small, J. K.				Booklets		1915	1910-1920	Florida		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590128112			66031352 Bytes	3838	5733	197432384	RGB	8	600	asm04000001590128112.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4572	4572	4573.jp2	/asm0400/image/4573.jp2
Exploration in Southern Florida in 1915 (back cover)			Small, J. K.				Booklets		1915	1910-1920	Florida		eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400					jrn					asm0400000159						asm04000001590128113			65056384 Bytes	3847	5635	3404609942	RGB	8	600	asm04000001590128113.tif		2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4573	4573	4574.jp2	/asm0400/image/4574.jp2
Club scrapbook, 1916-1917		Wade, A.B., Mrs.	Paddock, George Arthur, Mrs.; Gifford, John, Mrs.; Theed, E. A., Mrs.		Club scrapbook 1916-1917 contains a scrapbook and accompanying materials found from the scrapbook	Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Clubs -- Management	Scrapbooks		1916-1917	1910-1920	Coconut Grove (Miami, Florida)	1 scrapbook	eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400	Series II. Scrapbooks, Guestbooks and Clippings (arranged chronologically)	Box No. 57; Folder Title: Scrapbooks: Royal Palm State Park, 1916-1917 and accompanying materials			jrn			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0400000159	Text; Image						image/tiff											2013-02-06	2013-02-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4574	4574	4575.cpd	/asm0400/image/4575.cpd
Front cover					Written on front: "1917-1918, 1919-1920"; "1920-1921 Housekeepers Club"					1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570001001			83910982 Bytes	4689	5963	3000573830	RGB	8	600	asm04000001570001001.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4575	4575	4576.jp2	/asm0400/image/4576.jp2
Contents					Written on front: "Contents 1917-1918"					1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570002001			86968250 Bytes	4856	5968	282163393	RGB	8	600	asm04000001570002001.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4576	4576	4577.jp2	/asm0400/image/4577.jp2
