Title	Translated Title	CTDA Link	Creator	Photographer	Costume Designer	Set Designer	Poster Designer	Production Title	Play Title	Note	Genre	Subject	Publisher	Date	Theater Venue	Theater Company	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Summary	Copyright	Object ID	Digital ID	Type	Date Digital	Format	Hardware	Software	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Scene from the production, "A Vicente le llegó un pariente"	Scene from the production, "Vicente was visited by a family member"			Torres, Asela				Vicente recibió un pariente		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1980			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006620001001	Image		image/tiff			22561096 Bytes	3360	2236	4029087492	RGB	8	2400	chc52770006620001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/114	114	106.jp2	/chc5277/image/106.jp2
Scene from the production, "Mi marido, no"	Scene from the production, "Not my husband"			Torres, Asela				Mi marido no		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1979			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006340001001	Image		image/tiff			22791360 Bytes	3364	2256	3750400775	RGB	8	2400	chc52770006340001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/115	115	95.jp2	/chc5277/image/95.jp2
Scene from the production, "¡Qué negocio tiene Ambrosio!"	Scene from the production, "What a business Ambrosio has!"			Torres, Asela				¡Qué negocio tiene Ambrosio!		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1980			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006370001001	Image		image/tiff			22914216 Bytes	3363	2269	1102409866	RGB	8	2400	chc52770006370001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/116	116	81.jp2	/chc5277/image/81.jp2
Exterior view, Teatro América				Torres, Asela						This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Theaters; Performing arts -- Florida -- Miami		1977			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006520001001	Image		image/tiff			22886556 Bytes	3387	2250	37639079	RGB	8	2400	chc52770006520001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/117	117	131.jp2	/chc5277/image/131.jp2
Scene from the production, "Cabaret"				Torres, Asela				Cabaret		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1976			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006420001001	Image		image/tiff			22167956 Bytes	3204	2304	12777950	RGB	8	2400	chc52770006420001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/118	118	78.jp2	/chc5277/image/78.jp2
Interior view, Teatro América				Torres, Asela						This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Theaters; Performing arts -- Florida -- Miami		1977			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006480001001	Image		image/tiff			21984988 Bytes	3215	2277	3973626390	RGB	8	2400	chc52770006480001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/119	119	104.jp2	/chc5277/image/104.jp2
Mario Ernesto Sánchez imprinting his hand at Teatro Repertorio Español				Torres, Asela						This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Sánchez, Mario Ernesto; Theaters; Performing arts -- Florida -- Miami		1976			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006740001001	Image		image/tiff			22844888 Bytes	3393	2242	2205381773	RGB	8	2400	chc52770006740001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/120	120	127.jp2	/chc5277/image/127.jp2
Nati Mistral				Torres, Asela						This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Mistral, Nati; Actors; Theatrical productions; Performing arts -- Florida -- Miami		1978			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006550001001	Image		image/tiff			22830996 Bytes	2252	3376	3164551922	RGB	8	2400	chc52770006550001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/121	121	133.jp2	/chc5277/image/133.jp2
Scene from the production, "A Vicente le llegó un pariente"	Scene from the production, "Vicente was visited by a family member"			Torres, Asela				Vicente recibió un pariente		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1980			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006610001001	Image		image/tiff			22205868 Bytes	3352	2206	907432294	RGB	8	2400	chc52770006610001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/122	122	84.jp2	/chc5277/image/84.jp2
Scene from the production, "Cabaret"				Torres, Asela				Cabaret		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1976			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006430001001	Image		image/tiff			22621056 Bytes	2280	3304	326222761	RGB	8	2400	chc52770006430001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/123	123	111.jp2	/chc5277/image/111.jp2
Exterior view, Teatro América				Torres, Asela						This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Theaters; Performing arts -- Florida -- Miami		1977			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006500001001	Image		image/tiff			22888768 Bytes	3383	2253	3472493306	RGB	8	2400	chc52770006500001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/124	124	115.jp2	/chc5277/image/115.jp2
Exterior view, Teatro América				Torres, Asela						This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Theaters; Performing arts -- Florida -- Miami		1977			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006510001001	Image		image/tiff			23122940 Bytes	3386	2274	570541846	RGB	8	2400	chc52770006510001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/125	125	90.jp2	/chc5277/image/90.jp2
Scene from the production, "El sonido de la música"	Scene from the production, "Sound of Music"			Torres, Asela				El sonido de la música		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami					1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection		CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006260001001	Image		image/tiff			14917324 Bytes	2359	2105	3035011822	RGB	8	2400	chc52770006260001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/126	126	114.jp2	/chc5277/image/114.jp2
Scene from the production, "Señorita en estado interesante"	Scene from the production, "Lady in interesting shape"			Torres, Asela				Señorita en estado interesante		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1979			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006680001001	Image		image/tiff			22427512 Bytes	3340	2236	1737269759	RGB	8	2400	chc52770006680001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/127	127	120.jp2	/chc5277/image/120.jp2
Scene from the production, "El sonido de la música"	Scene from the production, "Sound of Music"			Torres, Asela				El sonido de la música		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami					1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection		CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006270001001	Image		image/tiff			17336632 Bytes	2681	2153	3678947234	RGB	8	2400	chc52770006270001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/128	128	134.jp2	/chc5277/image/134.jp2
Scene from the production, "Santa Camila de la Habana Vieja"	Scene from the production, "Saint Camila of Old Havana"			Torres, Asela				Santa Camila de la vieja Habana		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1979			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006580001001	Image		image/tiff			22299392 Bytes	3357	2212	4187520194	RGB	8	2400	chc52770006580001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/129	129	124.jp2	/chc5277/image/124.jp2
Scene from the production, "Los Fantástikos"	Scene from the production, "The Fantástikos" (fantastics)			Torres, Asela				Los Fantástikos		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1977			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006230001001	Image		image/tiff			18573200 Bytes	2071	2986	4162152776	RGB	8	2400	chc52770006230001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/130	130	126.jp2	/chc5277/image/126.jp2
Velia Martínez imprinting her hand at Teatro Repertorio Español				Torres, Asela						This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Martínez, Velia; Theaters; Performing arts -- Florida -- Miami		1976			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006750001001	Image		image/tiff			22875840 Bytes	3384	2251	419498330	RGB	8	2400	chc52770006750001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/131	131	110.jp2	/chc5277/image/110.jp2
(Left to right) Velia Martínez, Griselda Noguera and Mario Ernesto Sánchez				Torres, Asela				O.K.		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Martínez, Velia; Noguera, Griselda; Sánchez, Mario Ernesto; Theatrical productions; Actors; Performing arts -- Florida -- Miami		1976			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006730001001	Image		image/tiff			22125424 Bytes	3313	2224	4203457649	RGB	8	2400	chc52770006730001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/132	132	123.jp2	/chc5277/image/123.jp2
Scene from the production, "Cabaret"				Torres, Asela				Cabaret		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1976			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006410001001	Image		image/tiff			20141088 Bytes	2196	3054	778233512	RGB	8	2400	chc52770006410001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/133	133	113.jp2	/chc5277/image/113.jp2
