Title	Translated title	Creator	Link to transcription	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Full Text	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 3																												asm0383000040						asm03830000400003001		20135876 Bytes	3433	1953	3547759016	RGB	8	600	asm03830000400003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/208	208	210.jp2	/asm0383/image/210.jp2
Calvin Shedd letter to wife, S. Augusta Shedd and children, November 12, 1862		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/62nov12.html		Shedd sends this hasty note by the Captain's clerk as the mail has already left.  He asks his wife to send him several items from home and details the size and type of boots he wishes her to purchase for him.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1862-11-12	1860-1870	Saint Augustine (Florida)	1 letter (2 pages); 1 envelope	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 3; Folder Title: Oct - Dec 1862							http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000040	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/209	209	211.cpd	/asm0383/supp/209/index.pdf
Page 1																								Fort Jefferson, Fla., March 26,1862    7 PM    Dear Wife & Children      I wrote you three days ago and will drop you another line for I was so fortunate & happy to receive yours of March 2d this PM was very glad to hear you were all well.  I presume this will go from Key West that is if Smith goes in the steam in the same Mail with the other for the Mail Boat leaves here early in the morning.  I am better than I was at the time of writing before so as to be out considerable I have a rather bad Diahroar that is easier than it was this morning think I shall be well of it in a day or two I never had the Headache before this scrape in my life.  We are in the extreme southern end of Dixie away from everything and everybody we get no news till it is three weeks old it is rumored here that Manassas Richmond Norfolk & New Orleans are taken but dont suppose the whole of				asm0383000014						asm03830000140001001		48209130 Bytes	3154	5095	4052821333	RGB	8	600	asm03830000140001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/210	210	212.jp2	/asm0383/image/212.jp2
Page 2																								it is true  Mr Thayer wishes you to have Mrs T direct to Fort Jefferson, Fla he forgot it yours was right only a little more than nessessary I presume she has directed so before this  it is very monotonous here At 5-30 reveille 6-15 Breakfast 8 Guard Mount 9 Co Drill 12 Dinner 4 Co Drill 5-30 Dress Parade 6 Supper 8-30 Tattoo & Roll Call 9 Taps & to bed and it is about alike every day and the men are wishing themselves in the field where they would have active service & see some Rebels we are facing death in another way two more of our Men Mr Sprague & Hardy died one yesterday the other today of Small Pox we hope that will be all from Co C Sam had it very light is now able to act as nurse for the rest he saw the worst of it before he went to the Island  I think.  There is no sign of Pay Day I am afraid we shall not get it till the first of May or later the Regulars say Pay Day comes very seldom here.       You wish me to write about planting I hardly know what to write I have thought it would perhaps it would be best to get someone to plant a small Garden				asm0383000014						asm03830000140002001		47152800 Bytes	3094	5080	1419593336	RGB	8	600	asm03830000140002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/211	211	213.jp2	/asm0383/image/213.jp2
Page 3																								enough to use what manure there is or so much as may be nessessary and the rest use on Potatoes, so as to get enough for your own use again I have thought it better to let some one take the manure and put more of their own with it enough to manure the land well and give you such portion as they could afford  perhaps [     ] or Bobbitt would like to take it but before you decide I would get Mr Huse to advise and see about it perhaps he could make a better trade than you could you will have to use your own judgment in a great measure (have great care of the Trees) another thing; that is; a Cow if you wish to keep one, if you could hire one with the privilidge of buying in June or July probably my pay will get to you by that time if ever you can look round and see what can be done it takes so long for a letter to reach you that you will have to judge of these things as well as you can for before you could				asm0383000014						asm03830000140003001		48981600 Bytes	3214	5080	3333825746	RGB	8	600	asm03830000140003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/212	212	214.jp2	/asm0383/image/214.jp2
Page 4																								write me and get an answer it will be to late for these fixings.       Ned is hearty as a Buck looks first rate never have seen him look so well since I knew him he is in good spirits.  Burrell is well also Frank Lee & Dodge.       You spoke of Roberts going back to his Regt I would not go at this late day if I was in his place if I did not know more about the business than he does unless he has learned something since I knew him there is altogether too many Fools for Commissioned Officer the letters have got to be in the office at Taps and I must close good night keep jolly as possible hope for the best dont [     ] it comes soon enough kiss the children for me       Yours Ever    C. Shedd      				asm0383000014						asm03830000140004001		49008825 Bytes	3169	5155	4004367519	RGB	8	600	asm03830000140004001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/213	213	215.jp2	/asm0383/image/215.jp2
Page 5																												asm0383000014						asm03830000140005001		20142612 Bytes	3420	1961	2194853956	RGB	8	600	asm03830000140005001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/214	214	216.jp2	/asm0383/image/216.jp2
Calvin Shedd letter to wife, S. Augusta Shedd and children, March 26, 1862		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/62mar26.html		Shedd describes the routine of his days and the progress of the disease at camp.  He provides advice to his wife about affairs at home.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1862-03-26	1860-1870	Fort Jefferson (Florida)	1 letter (4 pages); 1 envelope	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 1; Folder Title: Jan - Apr  1862							http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000014	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/215	215	217.cpd	/asm0383/supp/215/index.pdf
Page 1																								Fort Jefferson May 4th 1862     My Dear Family      I am extremely happy to acknowledge the rect of four letters & seven Papers three letters from you & one from Mr Huse for which please give him & take for yourselves many thanks.  I continue in good health & spirits, with an increasing love for the old Stars-Stripes.  The Papers I have recd give the first particulars I have heard of the great Battle at Pittsburg.  we are joyfull for the victory but sad on acct of the fearfull slaughter; So many men hurled into eternity on acct of the Cursed system of Slavery.  Tell everybody that I am in favor of wiping out the whole thing root & branch, there will never be a better time or one more favorable  In this Mail I recd yours of the 7th 15th & 21st of Apr.  I am much pained				asm0383000029						asm03830000290001001		46678576 Bytes	3155	4929	3982368017	RGB	8	600	asm03830000290001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/216	216	218.jp2	/asm0383/image/218.jp2
Page 2																								to hear of the great damage done by the [     ], especialy for Mr Washburn I feel very bad for his great misfortune please give him my respects.  I dont know how you will get along for wood & other things, but dont go cold pull down the Fences & burn them or anything else that is handy.  I wish I had some money to send you, it is rumored that we shall be pd off the 10th but I am rather doubtfull about it, dont pay any bills whatever untill you get where you can spare it, I dont know what you will do for clothes for the children I presume it is time they had them before this I dont know what to advise in the matter so wont say anything about it & charge it to slavery.      Give my respects to Mrs. Pillsbuy & tell her I wish she would come here & tear my night-cap when I have it on some night my bunk is  				asm0383000029						asm03830000290002001		45940352 Bytes	3100	4937	154714021	RGB	8	600	asm03830000290002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/217	217	219.jp2	/asm0383/image/219.jp2
Page 3																								wide & the moskitoes cant get in.      I would try & make everything lovely & the Goose hang high.  I sent four flowers in my last as you will see if you have got it there are no seeds in the Desert & but few Flowers that I have seen those I sent grow on a running vine on the sand the Lord only knows how for there is no soil.      May 5th it is boiling hot again today nothing but the burning sun oerhead & heated sand under foot, it is 9 pm.  I write in my shirt & pants & sweat like a man mowing with mosquitoes thick as    flies in Dog days. it seems as hot or hotter than NH's July & August weather give my thanks to P.A. Hayes for papers sent.  I am writing on a new table that I have just finished of rough boards that I stole of Uncle Sam.      Last Saturday I commded a Fatigue				asm0383000029						asm03830000290003001		45643344 Bytes	3080	4937	243140927	RGB	8	600	asm03830000290003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/218	218	220.jp2	/asm0383/image/220.jp2
Page 4																								Party of 25 men taking flour out of a Bastion & piling it in the casemats there is Flour enough here to fill the New Grist Mill so we shall not be without Bread just yet.  There was a Fishing-Smack arrived here Satdy with 4 Big Turtles as large over as a good sized table they have killed 3 of them the other lays on his back with a bunch of shavings for a pillow I pity the poor fellow for he must suffer terribly they are very meek honest looking chaps.      Those peas that I got at E Lebanon want very tall stout Bushes they ought to be as large as ones write & 6 or 8 ft high & they are warranted to bear all summer the vines should be sett 12 to 15 inches apart i.e. each side of the Bushes & 6 or 8 in the other way.  Manure them well.  I wish you to keep watch of the cherry trees for I wish to decide this year whether they are good for anything if they dont bear this year I think I shall engraft them with the common cherry if I ever get home.      May 7th it is at a [     ] heat every day I expect there will be a mail leave in a day or two & I will try & write a little more.				asm0383000029						asm03830000290004001		45717412 Bytes	3107	4902	3043441314	RGB	8	600	asm03830000290004001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/219	219	221.jp2	/asm0383/image/221.jp2
Page 5																								Liet Williams seems to feel the death of his child very much he has written a new resignation & sent it he seems more ancious to get home although the Col is satisfies with him & he can have the 1st Lieutenancy if he will take it he has acted very honorably if any one casts reflection on him please tell them from me that I would do the same myself under the same circumstances.  There has a small steam arrived this eve from K West with a number of our Boys that have been there & got their discharge 4 from Co. C.  T. Watts, Bassett, George, & Kelly.  George is the Captain's Son.  I have just heard that the Steamer sails tonight so I dont know when this will go.  8th  Glorious news if true that New Orleans is taken with out firing a Gun.  With a rumor that Yorktown is done likewise I think the latter may be premature.				asm0383000029						asm03830000290005001		46279900 Bytes	3123	4937	263067813	RGB	8	600	asm03830000290005001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/220	220	222.jp2	/asm0383/image/222.jp2
Page 6																								I have just come off Guard this morning & feel rather stupid it is thought the Steamer Philedelphia is in sight & we hope for another mail if it is so.  9th  The steamer proved to be as expected & had a Mail in which was yours of the 24th of Apr I was very glad to hear that you were well & heartyly respond to your prayer that Our Children may be spared.   There are no signs of pay-day yet I wish I could borrow some to sent you but-cannot some of the men pay 25 & 50 percent interest-till payday for money to spend here.  I will not do that if I can help it cant you borrow some to get along till I can send some tell the children that they are doing service in their Countries Cause in being short of clothes if it was not for the				asm0383000029						asm03830000290006001		45849060 Bytes	3109	4913	1024461967	RGB	8	600	asm03830000290006001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/221	221	223.jp2	/asm0383/image/223.jp2
Page 7																								the troubleous times I should be in condition to do better by them I should hope.      Lieut Williams Papers came back unsigned he has made out some more I dont know the cause.  It looks dark & there is Lightning & Thunder I think we shall have a Shower.  Cloudy weather is the exception here we have on an average 26 days of clear weather in a month we are having quite a Hurricane our quarters are almost shifting with air-slacked Lime which is piled at one end of them the wind whisks it arround nicely.      The Seargents and some of the Coporals are ordered to the Cols Quarters for examination my turn is at 12 tomorrow.  The mail leaves at 6 pm & I will write my experience of it.      May 10th 10 am I have just				asm0383000029						asm03830000290007001		46460864 Bytes	3120	4961	2668188173	RGB	8	600	asm03830000290007001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/222	222	224.jp2	/asm0383/image/224.jp2
Page 8																								fired my first shell made an excellent shot it bursted just right & would have knocked the Bowells out of 9 meeting houses.  I should pity a vessell that is hit with one of the bloddy things.  2pm I have just passed through the fiery ordeal but cant tell for some days whether I am scorched or not I answered most of the questions I think passably well; there was the Col, Lt. Col & Mayor all round the table.  Col Put asked all the questions and was very affable; he questioned me on Tactics, Regulations, History, Geography, the Bible & I had to write an official Letter to a Capt.      I expect this examination is with a view to promotion & if House & Williams would do as they ought to I should have it but I shall Ask no favors of them Lane will have the commission I probably shall remain about the same all right.  I have to go to work on my equipments & prepare for inspection tomorrow morning   Ned is tip top so is Sam except a little rhueumatic we cook & eat in Bastion C just at the end of our quarters we have got tables earthern plates Bowls Cups & saucers if we could have home vittuals we could live like Fighting Cooks.  My love to all      C Shedd      I shall write to Mr. Huse in a few days I have been busy or should have written before.    				asm0383000029						asm03830000290008001		45274652 Bytes	3070	4913	2709108820	RGB	8	600	asm03830000290008001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/223	223	225.jp2	/asm0383/image/225.jp2
Page 9																												asm0383000029						asm03830000290009001		23311936 Bytes	3387	2292	1165631219	RGB	8	600	asm03830000290009001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/224	224	226.jp2	/asm0383/image/226.jp2
Calvin Shedd letter to family, May 4, 1862		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/62may04.html		Newspapers have finally reached the fort by mail and Shedd is happy for news but sad for the casualties.  He discusses the plight of an officer attempting to resign after the death of his child.  There is no sign of a pay day.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1862-05-04	1860-1870	Fort Jefferson (Florida)	1 letter (8 pages); 1 envelope	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 2; Folder Title: May - Sep 1862							http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000029	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/225	225	227.cpd	/asm0383/supp/225/index.pdf
Page 1																								I have put in a few little shells in the childrens letters to be divided as you think best one or two for each of them     Fort Jefferson May 19th 1862     My Dear Girl     I have written to the Babies directed to Ada with Annah & Lillys inside So this is all to yourself.  I have cut off the picture leaves for them as I thought it would please them to have letters alike I continue in good health & spirits.  I have forgotten whether I have written you since I recd yours of the 4th inst if not I will now acknowledge the rect and the pleasure it gave me to know that the dear Ones at home were all well.  It is very warm here now 100 in the shade Gen Brannan Staff & Brigd Surgeon with Band arrived here last thursday & stoped till Sat morning, it was a great treat for us to hear some music for we are about sick of the everlasting Fife & Drum.				asm0383000030						asm03830000300001001		43813628 Bytes	3012	4846	175694209	RGB	8	600	asm03830000300001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/226	226	228.jp2	/asm0383/image/228.jp2
Page 2																								It was very hot so that the Gen did not inspect us, for, which we were very thankfull.  You will recolect I spoke of being examined by the Col; I have a little secet to tell you & dont mention it at present.  I have it from one who has seen the figures also from Lieut Clark whom the Maj told that I passed the best examination of any Man in the Regt; what do you think of that now?  you have always thought that I did not know much but I tell you that you must not twit me of being foolish again if you do I shall refer you to Cols Put & Abbott & Maj Smith of the renowned 7th Regt N.H. Vols  Lane & Davis were very good but the Col says that Prescott is not fit for an Orderly so that keeps him where he is & makes Davis orderly of they choose to Prescott 2d & your Uncle Dudley 3d great promotion that.  Only the first Sergt outranks the rest are all alike if their warrants are of the same date so the 5th Sergt is as high in rank as the 2d or 3d.				asm0383000030						asm03830000300002001		44723124 Bytes	3060	4869	879168676	RGB	8	600	asm03830000300002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/227	227	229.jp2	/asm0383/image/229.jp2
Page 3																								May 20th  We have commenced drill at Six Am before breakfast, the Officers & Sergts on Skirmish Drill from 2 to 3 Regtl Drill 4 to 5 Dress Parade a 6 PM it is awfull hot work from 2 to 5 but I can stand it if the rest can.  There is a bet between two Officers of $20.00 that we shall leave here within two weeks but I dont see it, although there are any quantity of Rumors that we shall leave very soon & to all parts of the U.S. but Rumors are not worth much I dont see anything to convince me that we shall go at present.  I wish to go to So Carolina very much & help wipe out the Nest Egg of Secession Lieut Williams is persistent in his efforts to resign he has sent in as many as 4 or 5 I guess the last one will go to Port Royal to Gen Hunter he is the Comdr of this Division the Col neglected to send some of the others and told Williams that it would not be granted the Agt told him this last time that it would not be granted Williams replied				asm0383000030						asm03830000300003001		44864788 Bytes	3066	4875	2506954035	RGB	8	600	asm03830000300003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/228	228	230.jp2	/asm0383/image/230.jp2
Page 4																								it would be according to what the Col wrote on it.  I have got an awfull longing to see you & the children I don"t know but I shall get homesick yet if I do I shall not tell of it as the rest of the men do or many of them.  I don"t eat as much in three days here as i did at home in one.  Sam is Rheumatic yet, not very bad, he got Lousy as a hen has his hair cut as short as sissors will cut it he looks like the Dvil makes fun for the whole Co.  Burrell is well wishes to be remembered to all his friends Frank Lee is full of the Dvil as ever.  Dodge is in the Guard House has had a Court Martial & sentenced to two months imprisonment & wear a 24 pound Ball & Chain attatched to his leg that is tough; in the first place he was saucy disobeyed orders of one of the Sergts for which he was first under arrest, was sent to work sawing wood, he refused & threatened to whip the Provost Sergt and they tied him up by his thumbs; & resisted when they put him in the Guard House & tried to strike the Sergt. last night he got into a fight & whipped one of his fellow Prisoners & is pretty tough generaly dont speak of this to his prejudice at home for he will be punished enough.   I pity him we are looking for a mail every day are anxious to hear of the progress of the war for thereby [     ] hangs our prospects of going home & for that time and the close of the war I devoutly wish and to see my Dear Wife    C. Shedd  				asm0383000030						asm03830000300004001		44906804 Bytes	3060	4889	2940714579	RGB	8	600	asm03830000300004001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/229	229	231.jp2	/asm0383/image/231.jp2
Page 5																								Good Morning It is cooler here with a good breeze, there has no mail arrived or left sp I thought I would scratch a work or two.  No signs of a Paymaster yet I wish he would come so that I could send you some money.  There has a schooner arrived this morning with a report that there is a mail at K. West for us; we are very anxious for it; as there is a Rumor that there has been, a great Battle at Williamsburgh, & that the Federal Army was victorious with great Slaughter on both sides.  I have had no papers fpr a ;pmg time, I presume there are some on the way but have been delayed or miscarried.   Another rumor that Norfolk has fallen you don't know how odd it seems to be so behind on news.  the Col & other officers with some Women went to Loggerhead Island last night got back a little before reveille this morning I expect they had a good time Col Put looked sleepy on drill this morning  House & Williams eat in our Kitchen & are so [     ] tight				asm0383000030						asm03830000300005001		46710940 Bytes	3140	4956	3402059920	RGB	8	600	asm03830000300005001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/230	230	232.jp2	/asm0383/image/232.jp2
Page 6																								in their living that it gives occasion for much fault finding for some of the men think they live on our Rations on the other hand if they have naything better that we do the men will blow about that  It is almighty strange that men as old as they are should be so ignorant of human nature.   they are not fit to be Officers on that acct if they were well qualified on all others    PM the mail leaves at 6.  there has a Brig stoped here with recruits going to Ship Island we get no reliable news I think of nothing more that will interest  Keep up good spirits & be happy as possible.  there has a Steamer hove in sight we hope with a mail.  it may be only passing by.  please remember me to all who take the trouble to enquire and not others and except my best love to yourself       My Dear Wife    C. Shedd   				asm0383000030						asm03830000300006001		47414792 Bytes	3138	5034	3834622730	RGB	8	600	asm03830000300006001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/231	231	233.jp2	/asm0383/image/233.jp2
Page 7																												asm0383000030						asm03830000300007001		20050628 Bytes	3382	1974	1286589648	RGB	8	600	asm03830000300007001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/232	232	234.jp2	/asm0383/image/234.jp2
Calvin Shedd letter to wife, S. Augusta Shedd, May 19, 1862		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/62may19.html		The weather has changed to very hot temperatures and Shedd describes the difficulty with drills.  Shedd complains of homesickness but also tells that he passed the best examination in the company.  Rumors have the regiment leaving the post soon.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1862-05-19	1860-1870	Fort Jefferson (Florida)	1 letter (6 pages); 1 envelope	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 2; Folder Title: May - Sep 1862					 		http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000030	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/233	233	235.cpd	/asm0383/supp/233/index.pdf
Page 1																								Fort Jefferson June 9th 62   3 PM    Dear Wife     I hear that a mail leaves here this Eve I have nothing to write but will send you a line if it is not quite so bright.  I am pretty well in fact quite as well as one could expect in this climate.  it is tremendous hot here today.  two men died yesterday one was sick only 13 hours the other had been sick before in the Hospital & was discharged from it a day or two ago.  his Orderly put him on fatigue he said he was sick & not able the Orderly told him he was not sick & if he did not go to work he would put him on Guard.  He went to work a little while then went to the Hospital & Died in a few hours, the lives of many of us will lay at the Doors of some of the Officers the Curses of the men against them are loud & deep  				asm0383000034						asm03830000340001001		46834960 Bytes	3127	4990	841724486	RGB	8	600	asm03830000340001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/234	234	236.jp2	/asm0383/image/236.jp2
Page 2																								The Inspector did not leave Saturday as we expected this morning Co C was paraded to show him our dexterity on Heavy Artillery we fired 10 Shells that cost Uncle Sam $100.00 I had command of Gun No 8 an old Chambered Columbiade she made the best Shot.  I has a Horse [     ] on me when we marched to the Battery I had Gun No 7 Corporal Chase was my Gunner the whole Battery under command of Capt Langdon of the Regulars we commenced drilling IE going through the motions of Loading & Firing we had been loading by detail & was ordered to load for Action ie to go through the motions without direct commands for every motion I was instructing Nos 1 & 3 in relation to their duties when my Gunner ordered the men to load with cartridge & Shell I did not find it out till I heard the Shell grating inside the Gun as they were ramming it down you had better believe I swore, as it was my duty to cut the Fuse & prepare				asm0383000034						asm03830000340002001		46946012 Bytes	3120	5013	178335390	RGB	8	600	asm03830000340002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/235	235	237.jp2	/asm0383/image/237.jp2
Page 3																								the shell there it was the shell in the Gun without any Fuse & if fired in that condition liable to burst in the Gun also to burst the Gun & knock us all into a Cocked Hat & there stood the Col & Inspector not 10 ft from the Gun I could have cut Chases Heart out with a good relish Capt Langdon ordered my Detatchment away fromt he Peice; I Marched them away & broke rank, feeling ashamed enough; but they could not get along without me, & House came to me to take command of No 8 & turned out Sergt Noyes & I made the best Shot after all the fuss; then I felt some better  There was no damage done for we drew the Shell & Cartridge and it was all right I have had no Papers for the last three Mails dont send only the latest ones up to the time of writing.     There is no signs of a paymaster yet I begin to think we shall not get any pay till the middle of July or last which shall be six months  				asm0383000034						asm03830000340003001		47773292 Bytes	3175	5013	3204690740	RGB	8	600	asm03830000340003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/236	236	238.jp2	/asm0383/image/238.jp2
Page 4																								a rather long time to wait but I suppose it is sure to come sometime.     Burrell could not stand it in the Kitchen but a week I dont see how Ned stands it so well he is tough tonight we have got to go to Dress Parade earlier tonight and show the Inspector our skill in firing Blank Cartridges in sham fight if we are reported to Gen Hunter favorable.  I presume we shall have to take the Field this fall & leave our Bones to bleach in the Sun of Dixie well let her rip it is appointed once to die then cometh the Judgement then we shall see what we shall see and I am of the opinion that many will be disapointed if there is a Hell I expect to go to it & I dont believe it is much hotter then Tortugas as if is I should rather keep away.  Keep up good courage be as happy as you can dont let anything in the future trouble you any more than possible.  I close with my love to you all     C. Shedd   				asm0383000034						asm03830000340004001		48607012 Bytes	3208	5048	4242036929	RGB	8	600	asm03830000340004001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/237	237	239.jp2	/asm0383/image/239.jp2
Page 5																												asm0383000034						asm03830000340005001		21904500 Bytes	3529	2067	3019285240	RGB	8	600	asm03830000340005001.tif		2012-05-16	2012-05-16	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/238	238	240.jp2	/asm0383/image/240.jp2
Calvin Shedd letter to wife, S. Augusta Shedd, June 9, 1862		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/62jun09.html		Shedd describes the great heat of the tropics in June; several men seem to have dropped dead from the heat.  He describes a mishap during a gun drill that almost injured men and officers.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1862-06-09	1860-1870	Fort Jefferson (Florida)	1 letter (4 pages); 1 envelope	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 2; Folder Title: May - Sep 1862					 		http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000034	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/239	239	241.cpd	/asm0383/supp/239/index.pdf
Page 1																								Jan 4th 1862    At daylight this morning a Steamer was reported about 10 she came in & dropped Anchor she proved to be the Neptune with a large mail in which I was very happy yours of the 7th & 14th of Dec & I assure you that I was very glad to hear that you were all well & had recd the money sent; if I have made no mistake I have sent $130 up to this time I am sorry that you should wait for sending that box for fear that we should move; never wait for anything of that kind as you are as liable to miss one train as another, I dont care about a blue vest much, if we stay in the South; as white & buff are worn the year round here. I hope you will think to send that tobacco I sent for a long time ago as it is worth $2 per lb here the Clar Leaf remember, but I presume it is too late for the Box, if not I am afraid the Box will be too late for me this winter				asm0383000008						asm03830000080001001		45721476 Bytes	3096	4920	2046074941	RGB	8	600	asm03830000080001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/240	240	242.jp2	/asm0383/image/242.jp2
Page 2																								write me what the Express bill is on the Box also what it was on the other & the cost of each article that you have to buy in case I have to sell you write me that you will be prudent as possible, do so as it is very uncertain as to when we shall be pd again in regard to buying sheets I have not seen one for a year. I should not buy if you have got clothes enough to keep you warm. There is one lesson the North has got to learn "ie" reform in matters of Luxury and Dress also in living Families will have to Dine on one dish that have had three dishes before. We get Adamantive Candles of the ... for 22 per lb this is the first cost I think if you can get them for 25 per lb "6 in the lb" it will be cheaper than "Kerocene" it strikes me that oil or candles "Tallow or Sperm or Adne" will be cheaper than Kerocene anyway Miss Nannie Dont take anything I have written as fault finding on my part for I presume you have lived close enough & a little more so				asm0383000008						asm03830000080002001		44931720 Bytes	3080	4860	3783972396	RGB	8	600	asm03830000080002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/241	241	243.jp2	/asm0383/image/243.jp2
