Title	Translated Title	Variation of Title	Uniform Title	IBISWEB Catalog Link	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Call Number	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
The American Navy, Cuba and Hawaii : reproductions of photographs, Part 9				http://catalog.library.miami.edu/record=b3629367~S7					Cuba -- Pictorial works; United States. Navy -- Pictorial works	Viewbooks	Chicago : Belford, Middlebrook & Co., 1898	1898-05-08	1890-1900	Cuba	CHC Viewbooks Collection 0364 no. 058	1 volume, 20 pages (includes 4 cover pages); 26 x 36 cm	eng	University of Miami Libraries. Cuban Heritage Collection	CHC Viewbooks Collection	CHC0364		Box No. 5; Folder No. 58				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc0364000032																		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1776	1776	1777.cpd	/chc0364/image/1777.cpd
Page 1																														chc0364000026		chc03640000260001001							127345420 Bytes	7568	5608	3763565154	RGB	8	600	chc03640000260001001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1777	1777	1778.jp2	/chc0364/image/1778.jp2
Page 2																														chc0364000026		chc03640000260002001							124899856 Bytes	7552	5512	2589323282	RGB	8	600	chc03640000260002001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1778	1778	1779.jp2	/chc0364/image/1779.jp2
Page 3																														chc0364000026		chc03640000260003001							125683944 Bytes	7512	5576	4287915654	RGB	8	600	chc03640000260003001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1779	1779	1780.jp2	/chc0364/image/1780.jp2
Columbus discovers America, published in "Revista de La Habana", 1840																														chc0364000026		chc03640000260004001							124650756 Bytes	7515	5528	3505774680	RGB	8	600	chc03640000260004001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1780	1780	1781.jp2	/chc0364/image/1781.jp2
O'Reilly Street and Santo Domingo Convent								Drawn by Ros. Weiss. Litographed by Aragón, from Andueza's Isla de Cuba, 1841																						chc0364000026		chc03640000260005001							123221360 Bytes	7472	5496	438509360	RGB	8	600	chc03640000260005001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1781	1781	1782.jp2	/chc0364/image/1782.jp2
The Morro Castle and Lighthouse								Drawn by F. Costa. Engraved by R. S. E.																						chc0364000026		chc03640000260006001							124011116 Bytes	7520	5496	2963526652	RGB	8	600	chc03640000260006001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1782	1782	1783.jp2	/chc0364/image/1783.jp2
View of Havana Harbor								From Gleason's Pictorial Drawing Room Companion, N. Y., 1853																						chc0364000026		chc03640000260007001							125094368 Bytes	7520	5544	2857969222	RGB	8	600	chc03640000260007001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1783	1783	1784.jp2	/chc0364/image/1784.jp2
San Francisco Wharf								Drawn by Ros. Weiss. Lithographed by Aragón from Andueza's Isla de Cuba, 1841																						chc0364000026		chc03640000260008001							125430844 Bytes	7528	5553	1372498112	RGB	8	600	chc03640000260008001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1784	1784	1785.jp2	/chc0364/image/1785.jp2
Alameda de Paula on the Bay								Drawn by Warren. Lithographed by S. E. Brown, from Gleason's Pictorial Drawing Room Companion, N. Y., 1853																						chc0364000026		chc03640000260009001							124155364 Bytes	7496	5520	1799850635	RGB	8	600	chc03640000260009001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1785	1785	1786.jp2	/chc0364/image/1786.jp2
The Cathedral Square, from "Around the World"								Edited by W. F. Ainsworth, N. Y.																						chc0364000026		chc03640000260010001							125635464 Bytes	7520	5568	37837808	RGB	8	600	chc03640000260010001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1786	1786	1787.jp2	/chc0364/image/1787.jp2
Interior of Cathedral								Drawn by F. Costa. Lithographed by R. S. E., Havana, Cuba																						chc0364000026		chc03640000260011001							124468312 Bytes	7504	5528	3274909127	RGB	8	600	chc03640000260011001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1787	1787	1788.jp2	/chc0364/image/1788.jp2
Plaza de Armas and Governor's Palace (now City Hall)								Drawing by Mialhe. Published by L. Marquier and Company, Havana, Cuba																						chc0364000026		chc03640000260012001							125094512 Bytes	7520	5544	3278567480	RGB	8	600	chc03640000260012001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1788	1788	1789.jp2	/chc0364/image/1789.jp2
The Templete (at Plaza de Armas)								Drawn by Ros. Weiss. Lithographed by L. Aragón. From Andueza's Isla de Cuba, Havana 1841																						chc0364000026		chc03640000260013001							123896568 Bytes	7448	5544	1244571763	RGB	8	600	chc03640000260013001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1789	1789	1790.jp2	/chc0364/image/1790.jp2
The Campo de Marte (Parade Ground)								From Harper's Weekly of N.Y., 1869																						chc0364000026		chc03640000260014001							125541688 Bytes	7536	5552	702474315	RGB	8	600	chc03640000260014001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1790	1790	1791.jp2	/chc0364/image/1791.jp2
Paseo Tacón								Drawing by Ros. Weiss. Lithographed by Aragón. From Andueza's Isla de Cuba, Havana, 1841																						chc0364000026		chc03640000260015001							124875012 Bytes	7496	5552	2599647170	RGB	8	600	chc03640000260015001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1791	1791	1792.jp2	/chc0364/image/1792.jp2
La India Fountain and the Quitrin Coach								Drawing by Mialhe. Lithographed by Marquier and Company, Havana																						chc0364000026		chc03640000260016001							125577996 Bytes	7560	5536	518717219	RGB	8	600	chc03640000260016001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1792	1792	1793.jp2	/chc0364/image/1793.jp2
The Tacon Theater								Drawn by Ros. Weiss. Lithographed by L. Aragón. From Andueza's Isla de Cuba, Havana 1841																						chc0364000026		chc03640000260017001							124406432 Bytes	7480	5543	2262108607	RGB	8	600	chc03640000260017001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1793	1793	1794.jp2	/chc0364/image/1794.jp2
Gala Night at Tacon Theater								Drawn by Ed. Laplante. Lithographed by S. Martín. Edited by L. Marquier and Laplante, Havana																						chc0364000026		chc03640000260018001							125047440 Bytes	7528	5536	2857607530	RGB	8	600	chc03640000260018001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1794	1794	1795.jp2	/chc0364/image/1795.jp2
The Bull Ring								Drawn by Ed. Laplante. Lithographed by S. Martín. Edited by L. Marquier and Laplante, Havana																						chc0364000026		chc03640000260019001							124781584 Bytes	7512	5536	2458240341	RGB	8	600	chc03640000260019001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1795	1795	1796.jp2	/chc0364/image/1796.jp2
Church and Convent of Belen								Drawn by Ros. Weiss. Lithographed by Aragón. From Andueza's Isla de Cuba, Havana, 1841																						chc0364000026		chc03640000260020001							124849556 Bytes	7542	5517	2776421984	RGB	8	600	chc03640000260020001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1796	1796	1797.jp2	/chc0364/image/1797.jp2
Harbor of Santiago de Cuba								From Gleason's Pictorial Drawing Room Companion, N.Y., 1853																						chc0364000026		chc03640000260021001							123065688 Bytes	7464	5495	3861166263	RGB	8	600	chc03640000260021001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1797	1797	1798.jp2	/chc0364/image/1798.jp2
A Havana Residence								Drawn by Ros. Weiss. Lithographed by Aragón. From Andueza's Isla de Cuba, Havana, 1841																						chc0364000026		chc03640000260022001							123506208 Bytes	7488	5497	2533073805	RGB	8	600	chc03640000260022001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1798	1798	1799.jp2	/chc0364/image/1799.jp2
The Cristo Church								From Gleason's Pictorial Drawing Room Companion, N.Y., 1853																						chc0364000026		chc03640000260023001							124575964 Bytes	7520	5521	1611343689	RGB	8	600	chc03640000260023001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1799	1799	1800.jp2	/chc0364/image/1800.jp2
Puentes Grandes Borough								Drawn by Ros. Weiss. Lithographed by Aragón. From Andueza's Isla de Cuba, Havana, 1841																						chc0364000026		chc03640000260024001							124514128 Bytes	7519	5519	1678284973	RGB	8	600	chc03640000260024001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1800	1800	1801.jp2	/chc0364/image/1801.jp2
A Bridge in Matanzas								Drawn by Ros. Weiss. Lithographed by Aragón. From Andueza's Isla de Cuba, Havana, 1841																						chc0364000026		chc03640000260025001							123962680 Bytes	7528	5488	378161459	RGB	8	600	chc03640000260025001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1801	1801	1802.jp2	/chc0364/image/1802.jp2
Cabañas Fortress								Engraved and printed by "Sindicato de Artes Graficas de La Habana"																						chc0364000026		chc03640000260026001							124466816 Bytes	7504	5528	2083310486	RGB	8	600	chc03640000260026001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1802	1802	1803.jp2	/chc0364/image/1803.jp2
Page 27																														chc0364000026		chc03640000260027001							123708684 Bytes	7480	5512	921885452	RGB	8	600	chc03640000260027001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1803	1803	1804.jp2	/chc0364/image/1804.jp2
Page 28																														chc0364000026		chc03640000260028001							126034588 Bytes	7544	5568	2588163939	RGB	8	600	chc03640000260028001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1804	1804	1805.jp2	/chc0364/image/1805.jp2
Old prints of Cuba: a selection of odd pictures of the colonial days from the Massaguer collection	Selection of odd pictures of the colonial days from the Massaguer Collection			http://catalog.library.miami.edu/record=b3078989~S7		Massaguer, Conrado Walter, 1889-		Album of old Cuban prints from the collection owned by Conrado W. Massaguer	Cuba -- Pictorial works; Havana (Cuba) -- Pictorial works	Viewbooks; Lithographs	A. M. González & Bro.			Cuba	CHC Viewbooks Collection 0364 no. 046	1 volume, 28 pages (includes 5 cover pages); 23 x 32 cm	eng	University of Miami Libraries. Cuban Heritage Collection	CHC Viewbooks Collection	CHC0364		Box No. 4; Folder No. 46				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc0364000026																		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1805	1805	1806.cpd	/chc0364/image/1806.cpd
Page 1																														chc0364000030		chc03640000300001001							72668284 Bytes	6564	3689	106703848	RGB	8	600	chc03640000300001001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1806	1806	1807.jp2	/chc0364/image/1807.jp2
Page 2																														chc0364000030		chc03640000300002001							62109412 Bytes	5730	3612	2904661082	RGB	8	600	chc03640000300002001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1807	1807	1808.jp2	/chc0364/image/1808.jp2
Recuerdo de la Habana	Souvenir of Havana																													chc0364000030		chc03640000300003001							61520572 Bytes	5824	3520	1732157967	RGB	8	600	chc03640000300003001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1808	1808	1809.jp2	/chc0364/image/1809.jp2
Habana	Havana																													chc0364000030		chc03640000300004001							118197772 Bytes	10870	3624	2313130967	RGB	8	600	chc03640000300004001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1809	1809	1810.jp2	/chc0364/image/1810.jp2
Castillo del Morro	Morro Castle from the Sea. Morro Castle																													chc0364000030		chc03640000300005001							61389280 Bytes	5782	3538	666789956	RGB	8	600	chc03640000300005001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1810	1810	1811.jp2	/chc0364/image/1811.jp2
Muelle de la Aduana frente a la Cabaña. El "Olivette"	Custom House dock looking toward Cabaña. Steamer "Olivette"																													chc0364000030		chc03640000300006001							61405732 Bytes	5764	3550	2815901834	RGB	8	600	chc03640000300006001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1811	1811	1812.jp2	/chc0364/image/1812.jp2
Plaza de Armas y Palacio General	Place of Arms and Governor's Palace																													chc0364000030		chc03640000300007001							61094476 Bytes	5764	3532	3397233036	RGB	8	600	chc03640000300007001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1812	1812	1813.jp2	/chc0364/image/1813.jp2
Estación Villanueva. Un comboi de mulos	Villanueva Railroad Station. A mountain convoy																													chc0364000030		chc03640000300008001							61539508 Bytes	5806	3532	582901632	RGB	8	600	chc03640000300008001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1813	1813	1814.jp2	/chc0364/image/1814.jp2
La Machina	Boat landing																													chc0364000030		chc03640000300009001							60609916 Bytes	5728	3526	4110055126	RGB	8	600	chc03640000300009001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1814	1814	1815.jp2	/chc0364/image/1815.jp2
La Catedral	The Cathedral																													chc0364000030		chc03640000300010001							61177420 Bytes	5704	3574	2644871436	RGB	8	600	chc03640000300010001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1815	1815	1816.jp2	/chc0364/image/1816.jp2
Interior de la Catedral	Interior of the Cathedral																													chc0364000030		chc03640000300011001							62365276 Bytes	3598	5776	1318557859	RGB	8	600	chc03640000300011001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1816	1816	1817.jp2	/chc0364/image/1817.jp2
Sepulcro de Cristobal Colón que estuvo en la Catedral	Tomb of Christopher Columbus, now removed to Sevilla																													chc0364000030		chc03640000300012001							61722664 Bytes	3582	5742	1405252335	RGB	8	600	chc03640000300012001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1817	1817	1818.jp2	/chc0364/image/1818.jp2
Entrada de la Iglesia Santo Domingo	Portal of Santo Domingo Church																													chc0364000030		chc03640000300013001							60602412 Bytes	3528	5724	2701149127	RGB	8	600	chc03640000300013001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1818	1818	1819.jp2	/chc0364/image/1819.jp2
Templete Colón	Columbus monument, where Columbus attended the first mass																													chc0364000030		chc03640000300014001							60640952 Bytes	5718	3534	1147598924	RGB	8	600	chc03640000300014001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1819	1819	1820.jp2	/chc0364/image/1820.jp2
Cuartel de los Ingenieros	Engineer's Department																													chc0364000030		chc03640000300015001							61357424 Bytes	5766	3546	2174368937	RGB	8	600	chc03640000300015001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1820	1820	1821.jp2	/chc0364/image/1821.jp2
Campo de Morte y Calle Dragones	Campo Morte and Dragones Street																													chc0364000030		chc03640000300016001							62455676 Bytes	5820	3576	4256347733	RGB	8	600	chc03640000300016001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1821	1821	1822.jp2	/chc0364/image/1822.jp2
Calle del Obispo	Obispo Street																													chc0364000030		chc03640000300017001							61699676 Bytes	3540	5808	343938152	RGB	8	600	chc03640000300017001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1822	1822	1823.jp2	/chc0364/image/1823.jp2
Vapor entrando al muelle	Steamer docks. Wreck of the "Maine"																													chc0364000030		chc03640000300018001							61333340 Bytes	5754	3552	3331329331	RGB	8	600	chc03640000300018001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1823	1823	1824.jp2	/chc0364/image/1824.jp2
Calzada del Monte el día 1ro	Avenue del Monte on New Year's Day																													chc0364000030		chc03640000300019001							61821176 Bytes	5790	3558	1445666920	RGB	8	600	chc03640000300019001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1824	1824	1825.jp2	/chc0364/image/1825.jp2
El "Brooklyn" y una lancha	U. S. S. "Brooklyn" and a tender																													chc0364000030		chc03640000300020001							62029616 Bytes	5790	3570	4139980730	RGB	8	600	chc03640000300020001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1825	1825	1826.jp2	/chc0364/image/1826.jp2
Fuente de la India	India Fountain																													chc0364000030		chc03640000300021001							61080656 Bytes	5766	3530	163130016	RGB	8	600	chc03640000300021001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1826	1826	1827.jp2	/chc0364/image/1827.jp2
Teatro de Tacón. Hotel Inglaterra. Parque Central	Tacon Theatre. Inglaterra Hotel. Central Park																													chc0364000030		chc03640000300022001							61653020 Bytes	5784	3552	2611335885	RGB	8	600	chc03640000300022001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1827	1827	1828.jp2	/chc0364/image/1828.jp2
Calle de San Rafael. Parque Isabel Católica. Hotel Passaje	San Rafael Street. Isabel Católica Park. Passaje Hotel																													chc0364000030		chc03640000300023001							60665036 Bytes	3528	5730	1126309527	RGB	8	600	chc03640000300023001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1828	1828	1829.jp2	/chc0364/image/1829.jp2
Parque Central y Teatro Albisu	Central Park and Albisu Theatre																													chc0364000030		chc03640000300024001							62059912 Bytes	5814	3557	1478926158	RGB	8	600	chc03640000300024001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1829	1829	1830.jp2	/chc0364/image/1830.jp2
Estatua de F. Albear y Lara y entrada a la Calle del Obispo	Statue of General Albear and entrance to Obispo Street																													chc0364000030		chc03640000300025001							61908764 Bytes	5808	3552	1689123398	RGB	8	600	chc03640000300025001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1830	1830	1831.jp2	/chc0364/image/1831.jp2
El Prado	The Prado																													chc0364000030		chc03640000300026001							61565000 Bytes	5766	3558	513096710	RGB	8	600	chc03640000300026001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1831	1831	1832.jp2	/chc0364/image/1832.jp2
Enfermería del Presidio	Presidio Infirmary																													chc0364000030		chc03640000300027001							61804220 Bytes	5808	3546	582329163	RGB	8	600	chc03640000300027001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1832	1832	1833.jp2	/chc0364/image/1833.jp2
Vieja Muralla y la Iglesia Santo Angel	Old City Wall and Church of the Angel																													chc0364000030		chc03640000300028001							62205440 Bytes	5826	3558	2946700260	RGB	8	600	chc03640000300028001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1833	1833	1834.jp2	/chc0364/image/1834.jp2
Plaza de San Francisco y Muelle de la Aduana	San Francisco Place and Custom House dock																													chc0364000030		chc03640000300029001							61572236 Bytes	5796	3540	2248817560	RGB	8	600	chc03640000300029001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1834	1834	1835.jp2	/chc0364/image/1835.jp2
Fortaleza de la Cabaña	Fort Cabaña																													chc0364000030		chc03640000300030001							61525148 Bytes	5772	3552	2349892986	RGB	8	600	chc03640000300030001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1835	1835	1836.jp2	/chc0364/image/1836.jp2
Yunta de bueyes y vendedor de pollos, Calle del Príncipe Alfonso	Ox team and poultry seller, Prince Alfonso Street																													chc0364000030		chc03640000300031001							62182004 Bytes	5814	3564	1216411305	RGB	8	600	chc03640000300031001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1836	1836	1837.jp2	/chc0364/image/1837.jp2
Una ventana	A window																													chc0364000030		chc03640000300032001							62809916 Bytes	3600	5814	2449119908	RGB	8	600	chc03640000300032001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1837	1837	1838.jp2	/chc0364/image/1838.jp2
Vendedor de frutas. Vendedor de pollos	Fruit seller. Poultry seller																													chc0364000030		chc03640000300033001							62615516 Bytes	3600	5796	1522776605	RGB	8	600	chc03640000300033001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1838	1838	1839.jp2	/chc0364/image/1839.jp2
Cementerio de Colón, víctimas del "Maine. Calzada del Cerro y Quinta San José	Grave of Maine victims. Cerro Avenue and San Jose Mansion																													chc0364000030		chc03640000300034001							62111264 Bytes	3571	5796	887159539	RGB	8	600	chc03640000300034001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1839	1839	1840.jp2	/chc0364/image/1840.jp2
Convento y Colegio de Belén	Belen Convent and College																													chc0364000030		chc03640000300035001							62560436 Bytes	5820	3582	891138987	RGB	8	600	chc03640000300035001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1840	1840	1841.jp2	/chc0364/image/1841.jp2
Un patio	A courtyard																													chc0364000030		chc03640000300036001							63084236 Bytes	5820	3612	3371779193	RGB	8	600	chc03640000300036001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1841	1841	1842.jp2	/chc0364/image/1842.jp2
Platanal en Jardín Botánico. Ceiba gigante	Banana plants, Botanical Gardens. Giant Ceiba or Silk Cotton Tree																													chc0364000030		chc03640000300037001							63133916 Bytes	5844	3600	2670362377	RGB	8	600	chc03640000300037001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1842	1842	1843.jp2	/chc0364/image/1843.jp2
Palmas - Calzada de Palatino	Palm Avenue, leading to Las Delicias																													chc0364000030		chc03640000300038001							63228524 Bytes	5814	3624	3589707019	RGB	8	600	chc03640000300038001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1843	1843	1844.jp2	/chc0364/image/1844.jp2
Page 39																														chc0364000030		chc03640000300039001							63546260 Bytes	5892	3594	812386338	RGB	8	600	chc03640000300039001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1844	1844	1845.jp2	/chc0364/image/1845.jp2
Page 40																														chc0364000030		chc03640000300040001							62291516 Bytes	5766	3600	2060523522	RGB	8	600	chc03640000300040001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1845	1845	1846.jp2	/chc0364/image/1846.jp2
Page 41																														chc0364000030		chc03640000300041001							65808752 Bytes	5982	3666	2444947563	RGB	8	600	chc03640000300041001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1846	1846	1847.jp2	/chc0364/image/1847.jp2
Recuerdo de la Habana	Souvenir of Havana			http://catalog.library.miami.edu/record=b2269220~S7	Cohner, S. A.			Indelible photographs.  "S. A. Cohner, photographer."  Captions in English and Spanish	Havana (Cuba) -- Pictorial works	Viewbooks	Brooklyn, N.Y. : Albertype Co., [19--]			Havana (Cuba)	CHC Viewbooks Collection 0364 no. 056	1 volume, 41 pages (includes 6 cover pages); 15 x 25 cm	spa; eng	University of Miami Libraries. Cuban Heritage Collection	CHC Viewbooks Collection	CHC0364		Box No. 5; Folder No. 56				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc0364000030																		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1847	1847	1848.cpd	/chc0364/image/1848.cpd
Page 1																														chc0364000036		chc03640000360001001							40307328 Bytes	4232	3172	1232749448	RGB	8	240	chc03640000360001001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1848	1848	1849.jp2	/chc0364/image/1849.jp2
Page 2																														chc0364000036		chc03640000360002001							38727284 Bytes	4056	3180	1432482235	RGB	8	240	chc03640000360002001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1849	1849	1850.jp2	/chc0364/image/1850.jp2
S.S. Cristobal Colon on Casas River																														chc0364000036		chc03640000360003001							140374696 Bytes	7637	6126	894529809	RGB	8	600	chc03640000360003001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1850	1850	1851.jp2	/chc0364/image/1851.jp2
Nueva Gerona. Boat landing																														chc0364000036		chc03640000360004001							139880192 Bytes	7630	6110	4138035290	RGB	8	600	chc03640000360004001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1851	1851	1852.jp2	/chc0364/image/1852.jp2
Nueva Gerona. Bird's eye from Casas Mountains																														chc0364000036		chc03640000360005001							139435244 Bytes	7612	6105	4035772213	RGB	8	600	chc03640000360005001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1852	1852	1853.jp2	/chc0364/image/1853.jp2
Nueva Gerona. Colombo headland																														chc0364000036		chc03640000360006001							141183220 Bytes	7676	6130	568463236	RGB	8	600	chc03640000360006001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1853	1853	1854.jp2	/chc0364/image/1854.jp2
Nueva Gerona. Street scene																														chc0364000036		chc03640000360007001							140035008 Bytes	7626	6120	1775615371	RGB	8	600	chc03640000360007001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1854	1854	1855.jp2	/chc0364/image/1855.jp2
