Title	Translated Title	Creator	Recipient	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical Description	Web Site	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Letter from J. E. Ingraham to Frank Pepper, August 6, 1920, concerning Kendal Grove		Ingraham, James Edmundson, 1850-1924	Pepper, Frank J., b. 1880	Model Land Company President J. E. Ingraham writes to sales agent Frank Pepper concerning the advertising of property of Kendal Grove. "... the Trustees are extremely anxious to make a sale of the Kendal Grove this winter, if possible, and in order to enable you to co-operate with the other real estate agents in Miami, so as to offer them an inducement to encourage prospective purchasers for this property, should they get in touch with any, we are authorizing you to sell the grove for $100,000, net to our Company..."		Land use; Place marketing	Commercial correspondence		1920-08-06	1920		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 6, Folder Title: Advertising Kendal Grove, 1917-1919 (Special file 204).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001940001001	image/tiff	10860.013 KB	5092	6613	0xDBC4D2B3	RGB	24-bit depth	600 dpi	asm00750001940001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1102	1102	1092.jp2	/asm0075/image/1092.jp2
Plat showing properties of Young, Nelson, and Robbins			Morse, Frederick S., 1859-1920; Brewer, Thomas	Model Land Company plat showing divisions of land, Section 14-56-39, including properties assigned to homesteaders named Young, Nelson, and Robbins. The plat was sent from sales agent Frederick Morse to Dade County Commissioner Thomas Brewer to show areas with rock pits available for purchase.		Land use	Plats		1912	1912		1 plat			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 2, Folder Title: Deeds: to Board of County Commissioners of Dade County for rock pits, 1911-1917 (Special file 52).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000820001001	image/tiff	13195.283 KB	7240	5786	0xD3A25FFE	RGB	24-bit depth	600 dpi	asm00750000820001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1103	1103	992.jp2	/asm0075/image/992.jp2
Letter from Coffrin to Fox, December 31, 1925, regarding sale of land to Drake Produce Company		Coffrin, Milo O.	Fox, J. W.	Model Land Company sales agent Milo Coffrin writes to J. W. Fox of the Florida East Coast Railway Company in response to a request for valuation of a Miami lot. He says that the opening of the Hialeah railway branch and the Seaboard Railway make it difficult to declare a definite value, but suggest $4000 per acre.		Land use	Commercial correspondence		1925-12-31	1925	Florida. Miami-Dade County. Miami.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 46, Folder Title: Sale of land to Drake Produce Company (Special File 1458).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750002820001001	image/tiff	15592.975 KB	5122	6718	0x9D59D460	RGB	24-bit depth	600 dpi	asm00750002820001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1104	1104	1154.jp2	/asm0075/image/1154.jp2
Letter from Frederick Pepper to Sidney Harrison, May 26, 1920, concerning purchase of Perrine Grant lands			Pepper, Frank J., b. 1880; Harrison, Sidney	Pepper encloses an application for puchase of a 470 acre tract in the Perrine Grant lands by Guy Strome and Joseph A. Reilly, and specifies the cutting of timber. The property was part of the territory covered by a timber permit held by Drake Lumber Company.		Land use	Commercial correspondence		1920	1920	Florida. Miami-Dade county. Perrine.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 30, Folder Title: Sales: Perrine land acquired through Walker Suit and from Albertson Estate, 1920-1924 (Special file 896).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000530001001	image/tiff	49574.275 KB	5089	6638	0x50E22108	RGB	24-bit depth	600 dpi	asm00750000530001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1105	1105	965.jp2	/asm0075/image/965.jp2
Letter from Ingraham to Morse, March 30, 1914, concerning sale of land to A.T. Carter		Ingraham, James Edmundson, 1850-1924	Morse, Frederick S., 1859-1920	Model Land Company vice-president J.E. Ingraham replies to sales agent Frederick Morse's letter concerning the sale of about 24 acres, excluding railway land, to A.T. Carter for $100, "provided Mr. Carter will make it a cash transaction. Under present conditions, we prefer not selling the land on deferred payments."		Land use	Commercial correspondence		1914-03-30	1914	Florida. Miami-Dade county. Miami. Coconut Grove.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 7, Folder Title: Sale: Coconut Grove, 1914. Plat: Coconut Grove (Special file 234).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750002150001001	image/tiff	10929.977 KB	5182	6703	0x21D4CCCA	RGB	24-bit depth	600 dpi	asm00750002150001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1106	1106	1111.jp2	/asm0075/image/1111.jp2
Perrine Grant Land Company correspondence: to Ingraham re Wietzer			Ingraham, J. E. (James E.)	Letter to James E. Ingraham, probably from Frederick S. Morse, February 14, 1913, which demonstrates the pioneer qualities of the time. "Mr. Wietzer called on us Tuesday morning and since then we have [been] busy showing him the Grant. Have shown him pretty well over the same. We killed a rattlesnake on the old dike in sec. 12 at the northwest corner of the grant. Yesterday we had to take our horses from the wagon and lead them across the worst part of the Benson prairie and then pull the wagon to them, as the bridge across the prairie about the center of the West bdy. of sec. 22 was gone, burned I believe. I first took him to the grove at Kendall and John Hinson told him all about it. Today I shall take him to Homestead, so that he can see how fruit trees grow in the rock."	John J. Hinson was a foreman for the Florida East Coast Railway when the line was extended from Miami to Homestead in 1903, and later became the first Dade County Commissioner.	Land use; Frontier and pioneer life; Hinson, John J., d. ca. 1929	Commercial correspondence		1913	1913	Florida. Miami-Dade county. Kendall Grove.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 3, Folder Title: Assigned contract: 11-56-39, 1912 (Special file 81).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000230001001	image/tiff	48395.865 KB	4989	6517	0x8757A0EB	RGB	24-bit depth	600 dpi	asm00750000230001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1107	1107	945.jp2	/asm0075/image/945.jp2
Letter from Pepper and Potter to J. W. Hoffman, January 28, 1926		Pepper, Frank J., b. 1880; Potter, Burr S.	Hoffman, J. W.	Model Land Company sales agents Frank Pepper and Burr Potter write to Company Vice-President J.W. Hoffman requesting a correction on the warranty deed of the Cocoa Plum Thimble Club. Although Club president Mary Dorn had spelled it "Cocoa" during the previous decade, the deed described it as "Coca," and the Trustees wished it to be corrected to "Coco."		Cocoa Plum Thimble Club	Commercial correspondence		1926-01-28	1926		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Donation: Coco Plum Thimble Club, Clubhouse site, 1913-1920. (Special file 168).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001450001001	image/tiff	15952.812 KB	5182	6733	0x74753FCB	RGB	24-bit depth	600 dpi	asm00750001450001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1108	1108	1046.jp2	/asm0075/image/1046.jp2
Timber permit		Model Land Company	Ingraham, J. E. (James E.); Parker, R. N. (Richard Neville)	Timber permit certifying that the Model Land Company granted to R. N. Parker of Fort Lauderdale the right to cut and remove pine timber for milling, for the monthly rate of $1.75 per thousand feet. It is signed by Company vice-president J. E. Ingraham.		Land use; Parker, R. N. (Richard Neville)	Forms (Documents)		1903-06-12	1903		1 typewritten document			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 2, Folder Title: Timber permit for R.N. Parker (Special File 44).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000680001001	image/tiff	14403.71 KB	5170	8457	0xCC410C36	RGB	24-bit depth	600 dpi	asm00750000680001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1109	1109	979.jp2	/asm0075/image/979.jp2
Letter from Frederick S. Morse to James E. Ingraham, May 30, 1911, concerning sale of Perrine lands		Morse, Frederick S., 1859-1920	Ingraham, J. E. (James E.)	Morse writes about a pair of men interested in purchasing property in Perrine, Parker Henderson and Frank McCrimmon, who wish to put up a packing-house.		Land use; Henderson, Parker; McCrimmon, D. Frank	Commercial correspondence		1911-05-30	1911	Florida. Miami-Dade county. Perrine.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 1, Folder Title: Sale: Perrine, 1911 (Special file 30).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000620001001	image/tiff	14214.271 KB	5107	6628	0x9CA3CAF3	RGB	24-bit depth	600 dpi	asm00750000620001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1110	1110	974.jp2	/asm0075/image/974.jp2
Letter from Morse to Beckwith, March 27, 1914, concerning sale of land to A.T. Carter		Morse, Frederick S., 1859-1920	Beckwith, John P., 1858-	Model Land Company sales agent Frederick Morse writes to Florida East Coast Railway Company vice-president John P. Beckwith concerning sale of about 24 acres to A.T. Carter for $100.		Land use	Commercial correspondence		1914-03-27	1914		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 7, Folder Title: Sale: Coconut Grove, 1914. Plat: Coconut Grove (Special file 234).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750002160001001	image/tiff	14128.345 KB	5137	6658	0x9579E5CB	RGB	24-bit depth	600 dpi	asm00750002160001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1111	1111	1112.jp2	/asm0075/image/1112.jp2
Letter from J.E. Ingraham to Frederick Morse, June 18, 1914		Morse, Frederick S., 1859-1920	Ingraham, James Edmundson, 1850-1924	Model Land Company Vice-President J. E. Ingraham authorizes sales agent Frederick Morse to pay $200 toward road construction in Goulds.		Land use; Roads	Commercial correspondence		1914-06-18	1914	Florida. Miami-Dade county. Goulds.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Road construction: Goulds, 1913-1914. (Special file 179).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001770001001	image/tiff	10444.237 KB	4867	6418	0xE9B04833	RGB	24-bit depth	600 dpi	asm00750001770001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1112	1112	1077.jp2	/asm0075/image/1077.jp2
Trespassing on Model Land Company lands: Morse to Ingraham, January 13, 1912		Morse, Frederick S., 1859-1920	Ingraham, J. E. (James E.)	Letter to James E. Ingraham, January 13, 1912, referring to a letter from Mr. J. W. Johnson of Hallandale, who wishes to exchange one tract of land for another "because it is located behind land owned by Dagoes and Swedes who don't want him to put in a road over their land. ... Any course that would prevent quarreling would be agreeable to me, as there are a few of them there that do not get along very well together."		Land use; Roads	Commercial correspondence		1912	1912	Florida. Broward county. Hallandale.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 4, Folder Title: Trespasser file, 1912 (Special file 121).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000100001001	image/tiff	50291.288 KB	5009	6557	0x59E14D33	RGB	24-bit depth	600 dpi	asm00750000100001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1113	1113	932.jp2	/asm0075/image/932.jp2
Letter from Frank J. Pepper to Sidney Harrison, September 5, 1919, re designating the Royal Palm area as a Park		Pepper, Frank J., b. 1880	Harrison, Sidney	Pepper records that at a September 4, 1919, Council Meeting held for the Chamber of Commerce, the Model Land Company informed the Council that Blocks 120 and 127 of the City of Miami were property of the Company and not a city park as might be construed by the name "Palm Park." He suggests that the words "Palm Park" be omitted from future maps and the City Engineer was so ordered.		Land use	Commercial correspondence		1919-09-05-1919-09-05	1919		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 23, Folder Title: Changing City of Miami map designating Royal Palm area as Park, 1919 (Special file 680).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000480001001	image/tiff	48563.087 KB	5109	6618	0x5ABB2EBD	RGB	24-bit depth	600 dpi	asm00750000480001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1114	1114	963.jp2	/asm0075/image/963.jp2
Letter from Frederick Morse to J. E. Ingraham, September 6, 1913		Morse, Frederick S., 1859-1920	Ingraham, J. E. (James E.)	Model Land Company sales agent Frederick Morse informs Cocoa Plum Thimble Club president Mary Elizabeth Dorn that the Company will sell a five-acre tract to the Club for $100.		Cocoa Plum Thimble Club; Land use	Commercial correspondence		1913-09-06	1913	Florida. Miami-Dade county. Larkins.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Donation: Coco Plum Thimble Club, Clubhouse site, 1913-1920. (Special file 168).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001430001001	image/tiff	14206.106 KB	5137	6673	0x23A1DDFC	RGB	24-bit depth	600 dpi	asm00750001430001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1115	1115	1044.jp2	/asm0075/image/1044.jp2
Letter from Frederick Morse to Dr. Burkhart, July 24, 1912		Morse, Frederick S., 1859-1920	Burkhart, W. S.	Model Land Company sales agent Frederick Morse writes to Dr. Burkhart that the Company is willing to sell a thousand acres of Perrine Grant land at a reduced price under the condition that Burkhart find settlers who will improve those acres by planting grapefruit and other trees. Specifically, they will charge Burkhart $25 per acre for the first year, and if Burkhart meets this condition, they will reduce the price to $20 per acre thereafter.		Land use; Agriculture; Burkhart, W. S.	Commercial correspondence		1912-07-24	1912	Florida. Miami-Dade county.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 3, Folder Title: Assigned contract: 11-56-39, 1912 (Special file 81).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001300001001	image/tiff	13430.212 KB	5122	6643	0x97F1C62D	RGB	24-bit depth	600 dpi	asm00750001300001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1116	1116	1035.jp2	/asm0075/image/1035.jp2
Letter from Frank Pepper to J.E. Ingraham, October 19, 1911			Pepper, Frank J., b. 1880; Ingraham, J. E. (James E.)	Model Land Company sales agent Frank Pepper advises president J.E. Ingraham that the "Board of County Commissioners of Dade County want to purchase a rock pit site ... This five acres takes in a high rock reef which is fit for nothing but a rock pit, except possibly a building site, and as the County already has a big hole dug there, and as the material is being used for the building of new roads and the repair of present highways in that vicinity, we should recommend selling the property to the County Commissioners, and would suggest a price of say $20 or $25 per acre."		Land use	Commercial correspondence		1911-10-11	1911		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 2, Folder Title: Deeds: to Board of County Commissioners of Dade County for rock pits, 1911-1917 (Special file 52).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000760001001	image/tiff	15040.827 KB	5152	6658	0x42FE9D58	RGB	24-bit depth	600 dpi	asm00750000760001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1117	1117	986.jp2	/asm0075/image/986.jp2
Timber permit for D.N. Carpenter		Model Land Company	Harrison, Sidney; Carpenter, D. N.	Model Land Company timber permit for D.N. Carpenter for the right to cut and remove cross tie stumpage at 7 cents for each cross tie.		Land use	Forms (Documents)		1914-01-01	1914	Florida.	1 typewritten document			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Timber permit, 1913-1918 (Special file 188).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001910001001	image/tiff	14414.461 KB	5185	8457	0x80D2C2	RGB	24-bit depth	600 dpi	asm00750001910001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1118	1118	1089.jp2	/asm0075/image/1089.jp2
Letter from Pepper to Harrison, October 13, 1923, regarding lease of a lot to Hardee		Pepper, Frank J., b. 1880	Harrison, Sidney	This is the first in a series of documents in this file regarding property transactions between the Model Land Company and Captain M. C. Hardee of Miami. Pepper remarks that "Capt Hardee has been such a good land customer of the Company in the past, and is now considered one of the foremost, if not the leading [tomato] grower in the south, thereby giving the Company a big volume of out-going business as well as incoming freight in the way of fertilizers, crate material, etc. ..."		Land use	Commercial correspondence		1923-10-13	1923	Florida. Miami-Dade County. Homestead.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 46, Folder Title: Packing house lot at Homestead (Special File 1445).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750002770001001	image/tiff	15778.716 KB	5122	6628	0xF1285FDC	RGB	24-bit depth	600 dpi	asm00750002770001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1119	1119	1149.jp2	/asm0075/image/1149.jp2
Letter from Lewis Toms to Frederick Morse, January 12, 1912, concerning his property in Hallandale		Toms, Lewis	Morse, Frederick S., 1859-1920	Lewis Toms writes: "After planting my Prairie at the back of my house I discovered I am over my line and on the property of the Model Land Co and as there are no survey parts within a half mile or more I don't think I am quite to blame however I will buy 5 acres rather than have any trouble over it, but cannot you let me have this tract at a reduced price as there is a natural stream running through it and I cannot use more than 3 1/2 acres of it."		Land use	Commercial correspondence		1912-01-12	1912		1 handwritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 2, Folder Title: Sale: Hallandale, 1912 (Special File 49).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000750001001	image/tiff	11261.705 KB	4837	6358	0xE078054E	RGB	24-bit depth	600 dpi	asm00750000750001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1120	1120	985.jp2	/asm0075/image/985.jp2
Letter from Morse to Ingraham, August 21, 1914, concerning trespassers		Morse, Frederick S., 1859-1920	Ingraham, James Edmundson, 1850-1924	Model Land Company sales agent Frederick Morse writes to President J. E. Ingraham concerning trespassers on land belonging to the state of Florida. "We ordered them off but were unable to get surveyors on the property in time to prosecute them. They have built a packing house ... that must have cost $250.00 or more, and have plowed up some land this summer which they evidently intend to crop this coming season."		Land use; Agriculture	Commercial correspondence		1914-08-21	1914		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 6, Folder Title: Squatters, 1914 (Special file 205).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001960001001	image/tiff	13711.279 KB	5137	6613	0xA944308D	RGB	24-bit depth	600 dpi	asm00750001960001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1121	1121	1094.jp2	/asm0075/image/1094.jp2
Trespassing on Model Land Company lands: Pepper to Johnson, January 19, 1912		Pepper, Frank J., b. 1880	Johnson, J. W.	Letter to Mr. J. W. Johnson of Hallandale, January 19, 1912: "On the 13th inst. your son Edd. delivered us a letter from you in regard to changing land on account of adjoining property owners objecting to you putting a road through their land. We took the matter up with the Land Company and are advised if you will send in the contract they will see if the description cannot be changed... In this connection, we wish to call your attention to the fact that your are not only cropping on part of this five acre piece that you want to exchange for, but that you are using company land... Under instructions, we must notify you to either purchase this land or vacate it at once."		Land use; Roads	Commercial correspondence		1912-01-19-1912-01-19		Florida. Broward county. Hallandale.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 4, Folder Title: Trespasser file, 1912 (Special file 121).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000080001001	image/tiff	49403.683 KB	5009	6517	0xD0EC1502	RGB	24-bit depth	600 dpi	asm00750000080001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1122	1122	930.jp2	/asm0075/image/930.jp2
Letter from R.H. Martin to Frederick Morse, July 24, 1917		Martin, R. H.	Morse, Frederick S., 1859-1920	Valuation engineer R.H. Martin of the Florida East Coast Railway Company writes to Model Land Company sales agent Frederick Morse that he has been unable to locate the deed assigning Jackson and Mary Peacock's Coconut Grove property to the Railway.		Land use; Florida East Coast Railway	Commercial correspondence		1917-07-24	1917	Florida. Miami-Dade county. Miami. Coconut Grove.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Right-of-way: Coconut Grove, 1913-1917. (Special file 177).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001630001001	image/tiff	10142.133 KB	4897	6403	0x276FA311	RGB	24-bit depth	600 dpi	asm00750001630001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1124	1124	1064.jp2	/asm0075/image/1064.jp2
Letter concerning sidetrack for packing house at Homestead		Carter, E. Ben	Morse, Frederick S., 1859-1920	Letter from E. Ben Carter, Chief Engineer of the Florida East Coast Railroad, to land agent Frederick Morse, May 2, 1919, concerning a proposed sidetrack for the Redlands Citrus Growers Association for their proposed packing house at Homestead. Morse had sent to Carter a blueprint on behalf of J. Reed Curry, representative of the Association, indicating spur tracks which Curry hoped to install. Carter replies that Vice-president J. P. Beckwith did not approve of these tracks because it would require too much time for the local freight train to handle cars to and from Homestead.		Land use; Railroads	Commercial correspondence		1919		Florida. Miami-Dade county.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 20, Folder Title: Inquiry: for sidetrack for packing house at Homestead, 1919 (Special file 647).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000450001001	image/tiff	37932.723 KB	4769	6337	0xA5F89C09	RGB	24-bit depth	600 dpi	asm00750000450001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1125	1125	961.jp2	/asm0075/image/961.jp2
Letter from Ingraham to Pepper and Potter, April 18, 1921, concerning sale of Kendal Grove to Merrick			Ingraham, J. E. (James E.); Pepper, Frank J., b. 1880; Potter, Burr S.	Model Land Company president James Ingraham writes to sales agent Burr Potter a letter accompanying the deed and mortgage to Kendal Grove, to be submitted to George Merrick's attorney, with a reequest to collect from Merrick $28,400.		Land use; Merrick, George E.	Commercial correspondence		1921-04-18	1921	Florida. Miami-Dade County. Kendall Grove.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 32, Folder Title: Sale: Flagler Grove Property to George Merrick, 1920-1925 (Special file 950).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750002520001001	image/tiff	11403.729 KB	5077	6598	0xF325E83B	RGB	24-bit depth	600 dpi	asm00750002520001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1126	1126	1133.jp2	/asm0075/image/1133.jp2
Letter from the War Department to Frank Pepper, October 6, 1919, regarding a lease covering part of the railroad right-of-way at Chapman Field		Gillmore, William E.	McChord, William C., 1881-1937	Colonel W. E. Gillmore and Lt. Colonel W. C. McChord, of the War Department Office of the Director of Military Aeronautics, Supply Group Real Estate Section, write to Model Land Company Frank Pepper requesting the address of M. Irene Wheeler and C. H. Wheeler so that the can obtain a lease covering a portion of the railroad right-of-way at Chapman Field.		Land use; Railroads	Commercial correspondence		1919-10-06	1919	Florida. Miami-Dade County. Cutler.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 41, Folder Title: Lease: right-of-way for Chapman Field Roadway; location of Aviation Gunnery School of U.S., 1924 (Special file 390).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750002670001001	image/tiff	9458.393 KB	4912	6403	0x5701C2DC	RGB	24-bit depth	600 dpi	asm00750002670001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1127	1127	1141.jp2	/asm0075/image/1141.jp2
Letter from Burr Potter to A. H. Sawyer, January 3, 1917		Potter, Burr S.	Sawyer, Albert H.	Model Land Company sales agent Burr Potter writes a letter to Boston and Florida Atlantic Coast Land Company President A. H. Sawyer asking for repayment for services done.		Land use	Commercial correspondence		1917-01-03	1917		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 2, Folder Title: Deeds: to Board of County Commissioners of Dade County for rock pits, 1911-1917 (Special file 52).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001070001001	image/tiff	15838.797 KB	5227	6778	0x8DCF5B48	RGB	24-bit depth	600 dpi	asm00750001070001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1128	1128	1016.jp2	/asm0075/image/1016.jp2
Letter from Morse to Ingraham, March 28, 1914, concerning squatters		Morse, Frederick S., 1859-1920	Ingraham, James Edmundson, 1850-1924	Letter from Model Land Company sales agent Frederick Morse to Company vice-president James Ingraham concerning squatters.		Land use	Commercial correspondence		1914-03-28	1914	Florida. Miami-Dade county.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 6, Folder Title: Squatters, 1914 (Special file 205).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001980001001	image/tiff	13257.605 KB	5137	6643	0x91301301	RGB	24-bit depth	600 dpi	asm00750001980001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1129	1129	1096.jp2	/asm0075/image/1096.jp2
Letter from J. E. Ingraham to Frederick Morse, September 3, 1913		Ingraham, J. E. (James E.)	Morse, Frederick S., 1859-1920	Vice-President James Ingraham authorizes Model Land Company sales agent Frederick Morse to sell a five-acre tract to Cocoa Plum Thimble Club president Mary Elizabeth Dorn for the discounted price of $100.		Cocoa Plum Thimble Club; Land use	Commercial correspondence		1913-09-03	1913	Florida. Miami-Dade county. Larkins.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Donation: Coco Plum Thimble Club, Clubhouse site, 1913-1920. (Special file 168).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001420001001	image/tiff	9358.818 KB	4882	6388	0xE03E38C	RGB	24-bit depth	600 dpi	asm00750001420001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1130	1130	1043.jp2	/asm0075/image/1043.jp2
