Title	Translated title	Creator	Contributors	Production Title	Summary	Note	Subject	Genre	Publisher	Date	Theater Venue	Theater Company	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 4																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170004001	image/tiff	105124236 Bytes	5208	6727	3134999967	RGB	8	600	chc04870000170004001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/528	528	529.jp2	/chc0487/image/529.jp2
Page 5																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170005001	image/tiff	105465620 Bytes	5214	6741	1689223541	RGB	8	600	chc04870000170005001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/529	529	530.jp2	/chc0487/image/530.jp2
Page 6																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170006001	image/tiff	105248568 Bytes	5208	6735	3632621883	RGB	8	600	chc04870000170006001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/530	530	531.jp2	/chc0487/image/531.jp2
Page 7																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170007001	image/tiff	104551356 Bytes	5178	6729	700246432	RGB	8	600	chc04870000170007001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/531	531	532.jp2	/chc0487/image/532.jp2
Page 8																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170008001	image/tiff	105614484 Bytes	5244	6712	2652148535	RGB	8	600	chc04870000170008001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/532	532	533.jp2	/chc0487/image/533.jp2
Page 9																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170009001	image/tiff	105578624 Bytes	5243	6711	3076902122	RGB	8	600	chc04870000170009001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/533	533	534.jp2	/chc0487/image/534.jp2
Page 10																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170010001	image/tiff	105207420 Bytes	5216	6722	3816599413	RGB	8	600	chc04870000170010001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/534	534	535.jp2	/chc0487/image/535.jp2
Page 11																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170011001	image/tiff	106886744 Bytes	5278	6749	824023672	RGB	8	600	chc04870000170011001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/535	535	536.jp2	/chc0487/image/536.jp2
Page 12																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170012001	image/tiff	104967788 Bytes	5191	6739	3913629810	RGB	8	600	chc04870000170012001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/536	536	537.jp2	/chc0487/image/537.jp2
Page 13																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170013001	image/tiff	106523236 Bytes	5282	6721	1532247101	RGB	8	600	chc04870000170013001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/537	537	538.jp2	/chc0487/image/538.jp2
Page 14																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170014001	image/tiff	105577004 Bytes	5239	6716	820600862	RGB	8	600	chc04870000170014001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/538	538	539.jp2	/chc0487/image/539.jp2
Page 15																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170015001	image/tiff	104626832 Bytes	5195	6712	3202285094	RGB	8	600	chc04870000170015001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/539	539	540.jp2	/chc0487/image/540.jp2
Page 16																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170016001	image/tiff	105456700 Bytes	5222	6730	3805875714	RGB	8	600	chc04870000170016001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/540	540	541.jp2	/chc0487/image/541.jp2
Playbill for the production, "Los gavilanes"	Playbill for the production, "The sparrowhawks"			Los gavilanes				Photographs		1976	Miami High School Auditorium		1970-1980	Miami (Florida)	1 color photograph; 25.3 x 20 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Manuel Ochoa Papers	CHC0487		Box 1; Folder Title: Miami, Florida, 1974			mj			http://merrick.library.miami.edu:81/digitalprojects/copyright.html		chc0487000017	Still image						image/tiff										2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/541	541	542.cpd	/chc0487/image/542.cpd
Page 1																			Manuel Ochoa Papers	CHC0487										chc0487000031						chc04870000310001001	image/tiff	103252072 Bytes	5169	6657	3137150928	RGB	8	600	chc04870000310001001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/542	542	543.jp2	/chc0487/image/543.jp2
Page 2																			Manuel Ochoa Papers	CHC0487										chc0487000031						chc04870000310002001	image/tiff	104207336 Bytes	5202	6676	2324376929	RGB	8	600	chc04870000310002001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/543	543	544.jp2	/chc0487/image/544.jp2
Manuscript, "Escuela de Artes Plásticas"	Manuscript, "School of Visual Arts"							Manuscripts		1970			1970-1980	Miami (Florida)	1manuscript; 1 page	spa		University of Miami Libraries. Cuban Heritage Collection	Manuel Ochoa Papers	CHC0487		Box 2; Folder Title: Miami Performing Arts Center Project, 1970			mj			http://merrick.library.miami.edu:81/digitalprojects/copyright.html		chc0487000031	Text						image/tiff										2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/544	544	545.cpd	/chc0487/image/545.cpd
Page 1																			Manuel Ochoa Papers	CHC0487										chc0487000021						chc04870000210001001	image/tiff	100520456 Bytes	5137	6521	1082204709	RGB	8	600	chc04870000210001001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/545	545	546.jp2	/chc0487/image/546.jp2
Page 2																			Manuel Ochoa Papers	CHC0487										chc0487000021						chc04870000210002001	image/tiff	100558364 Bytes	5136	6525	349854313	RGB	8	600	chc04870000210002001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/546	546	547.jp2	/chc0487/image/547.jp2
Page 3																			Manuel Ochoa Papers	CHC0487										chc0487000021						chc04870000210003001	image/tiff	101059340 Bytes	5156	6532	1749106931	RGB	8	600	chc04870000210003001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/547	547	548.jp2	/chc0487/image/548.jp2
Page 4																			Manuel Ochoa Papers	CHC0487										chc0487000021						chc04870000210004001	image/tiff	101384176 Bytes	5163	6544	321179539	RGB	8	600	chc04870000210004001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/548	548	549.jp2	/chc0487/image/549.jp2
Page 5																			Manuel Ochoa Papers	CHC0487										chc0487000021						chc04870000210005001	image/tiff	100710180 Bytes	5128	6545	184775883	RGB	8	600	chc04870000210005001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/549	549	550.jp2	/chc0487/image/550.jp2
Page 6																			Manuel Ochoa Papers	CHC0487										chc0487000021						chc04870000210006001	image/tiff	101396852 Bytes	5155	6555	2430594372	RGB	8	600	chc04870000210006001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/550	550	551.jp2	/chc0487/image/551.jp2
Page 7																			Manuel Ochoa Papers	CHC0487										chc0487000021						chc04870000210007001	image/tiff	101243500 Bytes	5163	6535	3131531276	RGB	8	600	chc04870000210007001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/551	551	552.jp2	/chc0487/image/552.jp2
Page 8																			Manuel Ochoa Papers	CHC0487										chc0487000021						chc04870000210008001	image/tiff	100481056 Bytes	5136	6520	3920901359	RGB	8	600	chc04870000210008001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/552	552	553.jp2	/chc0487/image/553.jp2
Program for the production, "La revoltosa"	Program for the production, "The playful woman"			La revoltosa				Programs		1976-02-15	Gusman Center for the Performing Arts		1970-1980	Miami (Florida)	1 program	spa		University of Miami Libraries. Cuban Heritage Collection	Manuel Ochoa Papers	CHC0487		Box 1; Folder Title: Miami, Florida, 1976			mj			http://merrick.library.miami.edu:81/digitalprojects/copyright.html		chc0487000021	Text; Image						image/tiff										2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/553	553	554.cpd	/chc0487/image/554.cpd
Page 1																			Manuel Ochoa Papers	CHC0487										chc0487000036						chc04870000360001001	image/tiff	105461280 Bytes	5210	6746	987475620	RGB	8	600	chc04870000360001001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/554	554	555.jp2	/chc0487/image/555.jp2
Page 2																			Manuel Ochoa Papers	CHC0487										chc0487000036						chc04870000360002001	image/tiff	106546804 Bytes	5269	6739	1283662972	RGB	8	600	chc04870000360002001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/555	555	556.jp2	/chc0487/image/556.jp2
Music manuscript of Ernesto Lecuona		Lecuona, Ernesto						Manuscripts					1960-1980	Miami (Florida)	1manuscript; 1 page	spa		University of Miami Libraries. Cuban Heritage Collection	Manuel Ochoa Papers	CHC0487		Box 15; Folder Title:  Zarzuela -  Music			mj			http://merrick.library.miami.edu:81/digitalprojects/copyright.html		chc0487000036	Text						image/tiff										2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/556	556	557.cpd	/chc0487/image/557.cpd
Page 1																			Manuel Ochoa Papers	CHC0487										chc0487000001						chc04870000010001001	image/tiff	78849304 Bytes	4297	6115	434384297	RGB	8	600	chc04870000010001001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/557	557	558.jp2	/chc0487/image/558.jp2
Page 2																			Manuel Ochoa Papers	CHC0487										chc0487000001						chc04870000010002001	image/tiff	157355776 Bytes	4277	6131	1475850340	RGB	16	600	chc04870000010002001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/558	558	559.jp2	/chc0487/image/559.jp2
Page 3																			Manuel Ochoa Papers	CHC0487										chc0487000001						chc04870000010003001	image/tiff	158367136 Bytes	4308	6126	2769174510	RGB	16	600	chc04870000010003001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/559	559	560.jp2	/chc0487/image/560.jp2
Page 4																			Manuel Ochoa Papers	CHC0487										chc0487000001						chc04870000010004001	image/tiff	157300500 Bytes	4293	6106	3156627914	RGB	16	600	chc04870000010004001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/560	560	561.jp2	/chc0487/image/561.jp2
Program for the production, "De Belén a Bayamo"	Program for the production, "From Bethlehem to Bayamo"			De Belén a Bayamo				Programs		1968-12-18			1960-1970	Miami (Florida)	1 program	spa		University of Miami Libraries. Cuban Heritage Collection	Manuel Ochoa Papers	CHC0487		Box 1; Folder Title: Miami, Florida, 1968			mj			http://merrick.library.miami.edu:81/digitalprojects/copyright.html		chc0487000001	Text						image/tiff										2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/561	561	562.cpd	/chc0487/image/562.cpd
Page 1																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380001001	image/tiff	144860504 Bytes	6060	7967	3967589623	RGB	8	600	chc04870000380001001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/562	562	563.jp2	/chc0487/image/563.jp2
Page 2																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380002001	image/tiff	141422068 Bytes	5880	8016	3089681689	RGB	8	600	chc04870000380002001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/563	563	564.jp2	/chc0487/image/564.jp2
Page 3																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380003001	image/tiff	138696572 Bytes	5950	7769	1613026301	RGB	8	600	chc04870000380003001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/564	564	565.jp2	/chc0487/image/565.jp2
Page 4																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380004001	image/tiff	147746704 Bytes	6180	7968	1609710835	RGB	8	600	chc04870000380004001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/565	565	566.jp2	/chc0487/image/566.jp2
Page 5																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380005001	image/tiff	137496004 Bytes	5856	7825	3005757645	RGB	8	600	chc04870000380005001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/566	566	567.jp2	/chc0487/image/567.jp2
Page 6																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380006001	image/tiff	151302148 Bytes	6300	8004	4280966911	RGB	8	600	chc04870000380006001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/567	567	568.jp2	/chc0487/image/568.jp2
Page 7																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380007001	image/tiff	131484756 Bytes	5671	7727	2696008226	RGB	8	600	chc04870000380007001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/568	568	569.jp2	/chc0487/image/569.jp2
Page 8																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380008001	image/tiff	155127004 Bytes	6420	8053	4245341796	RGB	8	600	chc04870000380008001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/569	569	570.jp2	/chc0487/image/570.jp2
Page 9																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380009001	image/tiff	132581184 Bytes	5651	7819	3944969882	RGB	8	600	chc04870000380009001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/570	570	571.jp2	/chc0487/image/571.jp2
Page 10																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380010001	image/tiff	156826980 Bytes	6421	8140	3338038483	RGB	8	600	chc04870000380010001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/571	571	572.jp2	/chc0487/image/572.jp2
Page 11																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380011001	image/tiff	133660920 Bytes	5730	7774	2282482830	RGB	8	600	chc04870000380011001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/572	572	573.jp2	/chc0487/image/573.jp2
Page 12																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380012001	image/tiff	150952356 Bytes	6276	8016	2496333315	RGB	8	600	chc04870000380012001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/573	573	574.jp2	/chc0487/image/574.jp2
Page 13																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380013001	image/tiff	134479520 Bytes	5702	7860	3811701810	RGB	8	600	chc04870000380013001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/574	574	575.jp2	/chc0487/image/575.jp2
Page 14																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380014001	image/tiff	153719588 Bytes	6372	8040	640841198	RGB	8	600	chc04870000380014001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/575	575	576.jp2	/chc0487/image/576.jp2
Page 15																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380015001	image/tiff	130239436 Bytes	5574	7787	1849620259	RGB	8	600	chc04870000380015001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/576	576	577.jp2	/chc0487/image/577.jp2
Page 16																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380016001	image/tiff	155048188 Bytes	6408	8064	2445886645	RGB	8	600	chc04870000380016001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/577	577	578.jp2	/chc0487/image/578.jp2
Page 17																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380017001	image/tiff	136150548 Bytes	5848	7759	3054652307	RGB	8	600	chc04870000380017001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/578	578	579.jp2	/chc0487/image/579.jp2
Page 18																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380018001	image/tiff	153318488 Bytes	6384	8004	1708948275	RGB	8	600	chc04870000380018001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/579	579	580.jp2	/chc0487/image/580.jp2
Page 19																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380019001	image/tiff	129973740 Bytes	5564	7785	1702838675	RGB	8	600	chc04870000380019001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/580	580	581.jp2	/chc0487/image/581.jp2
Page 20																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380020001	image/tiff	154077616 Bytes	6406	8016	2988161917	RGB	8	600	chc04870000380020001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/581	581	582.jp2	/chc0487/image/582.jp2
Page 21																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380021001	image/tiff	131627628 Bytes	5624	7800	4214573412	RGB	8	600	chc04870000380021001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/582	582	583.jp2	/chc0487/image/583.jp2
Page 22																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380022001	image/tiff	162625664 Bytes	6634	8170	2610894702	RGB	8	600	chc04870000380022001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/583	583	584.jp2	/chc0487/image/584.jp2
Page 23																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380023001	image/tiff	131210024 Bytes	5579	7838	2212809809	RGB	8	600	chc04870000380023001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/584	584	585.jp2	/chc0487/image/585.jp2
Page 24																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380024001	image/tiff	155250280 Bytes	6492	7970	160452839	RGB	8	600	chc04870000380024001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/585	585	586.jp2	/chc0487/image/586.jp2
Page 25																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380025001	image/tiff	130360696 Bytes	5582	7783	4164431555	RGB	8	600	chc04870000380025001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/586	586	587.jp2	/chc0487/image/587.jp2
Page 26																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380026001	image/tiff	156781680 Bytes	6538	7992	2334013192	RGB	8	600	chc04870000380026001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/587	587	588.jp2	/chc0487/image/588.jp2
Page 27																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380027001	image/tiff	126714704 Bytes	5449	7750	1186338306	RGB	8	600	chc04870000380027001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/588	588	589.jp2	/chc0487/image/589.jp2
Page 28																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380028001	image/tiff	155917928 Bytes	6502	7992	1308110091	RGB	8	600	chc04870000380028001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/589	589	590.jp2	/chc0487/image/590.jp2
Page 29																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380029001	image/tiff	125142588 Bytes	5371	7765	182692009	RGB	8	600	chc04870000380029001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/590	590	591.jp2	/chc0487/image/591.jp2
Page 30																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380030001	image/tiff	156098700 Bytes	6490	8016	2532542407	RGB	8	600	chc04870000380030001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/591	591	592.jp2	/chc0487/image/592.jp2
Page 31																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380031001	image/tiff	127263716 Bytes	5455	7775	635104252	RGB	8	600	chc04870000380031001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/592	592	593.jp2	/chc0487/image/593.jp2
Page 32																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380032001	image/tiff	155631052 Bytes	6490	7992	3808743453	RGB	8	600	chc04870000380032001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/593	593	594.jp2	/chc0487/image/594.jp2
Page 33																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380033001	image/tiff	129018556 Bytes	5521	7788	1163594913	RGB	8	600	chc04870000380033001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/594	594	595.jp2	/chc0487/image/595.jp2
Page 34																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380034001	image/tiff	158023424 Bytes	6531	8064	791194529	RGB	8	600	chc04870000380034001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/595	595	596.jp2	/chc0487/image/596.jp2
Page 35																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380035001	image/tiff	134330976 Bytes	5755	7779	3594118658	RGB	8	600	chc04870000380035001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/596	596	597.jp2	/chc0487/image/597.jp2
Page 36																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380036001	image/tiff	158932968 Bytes	6598	8028	3817007992	RGB	8	600	chc04870000380036001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/597	597	598.jp2	/chc0487/image/598.jp2
Page 37																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380037001	image/tiff	126958540 Bytes	5444	7772	3999653949	RGB	8	600	chc04870000380037001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/598	598	599.jp2	/chc0487/image/599.jp2
Page 38																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380038001	image/tiff	156152160 Bytes	6502	8004	1852142235	RGB	8	600	chc04870000380038001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/599	599	600.jp2	/chc0487/image/600.jp2
Page 39																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380039001	image/tiff	130470344 Bytes	5566	7812	4152318010	RGB	8	600	chc04870000380039001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/600	600	601.jp2	/chc0487/image/601.jp2
Page 40																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380040001	image/tiff	155971672 Bytes	6514	7980	1808190308	RGB	8	600	chc04870000380040001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/601	601	602.jp2	/chc0487/image/602.jp2
Page 41																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380041001	image/tiff	128762440 Bytes	5503	7798	3768525875	RGB	8	600	chc04870000380041001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/602	602	603.jp2	/chc0487/image/603.jp2
Page 42																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380042001	image/tiff	156728656 Bytes	6526	8004	2658530456	RGB	8	600	chc04870000380042001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/603	603	604.jp2	/chc0487/image/604.jp2
Page 43																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380043001	image/tiff	133033264 Bytes	5695	7785	364732871	RGB	8	600	chc04870000380043001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/604	604	605.jp2	/chc0487/image/605.jp2
Page 44																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380044001	image/tiff	156170264 Bytes	6436	8087	2173851340	RGB	8	600	chc04870000380044001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/605	605	606.jp2	/chc0487/image/606.jp2
Page 45																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380045001	image/tiff	147595612 Bytes	6138	8014	3162856753	RGB	8	600	chc04870000380045001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/606	606	607.jp2	/chc0487/image/607.jp2
Page 46																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380046001	image/tiff	155553532 Bytes	6409	8089	404571285	RGB	8	600	chc04870000380046001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/607	607	608.jp2	/chc0487/image/608.jp2
Page 47																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380047001	image/tiff	144299540 Bytes	5983	8038	3501432334	RGB	8	600	chc04870000380047001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/608	608	609.jp2	/chc0487/image/609.jp2
Page 48																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380048001	image/tiff	151606508 Bytes	6370	7932	3934780107	RGB	8	600	chc04870000380048001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/609	609	610.jp2	/chc0487/image/610.jp2
Page 49																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380049001	image/tiff	139670240 Bytes	5861	7942	1839579474	RGB	8	600	chc04870000380049001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/610	610	611.jp2	/chc0487/image/611.jp2
