Título	Translated Title	Creator	Sender	Contributors	Recipient	Resumen	Summary	Nota	Note	Tema	Subject	Género	Genre	Publisher	Date	Time Period	Geographic Subject	Geo Point	Geo Box	Descripción Física	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Digital ID	Upload ID	Type	Format	Date Digital	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Carta de Ventura Mantecón al gobernador civil de Matanzas para solicitar la publicación de la venta de una yegua en el Boletín oficial, 7 de enero de 1887	Ventura Mantecón letter to the governor of Matanzas to place an announcement in the Official gazette for the sale of a mare, January 7, 1887		Mantecón, Ventura; Macuriges (Cuba). Alcaldía Constitucional		Matanzas (Cuba : Province). Governor					Yeguas -- Cuba -- Matanzas (Provincia); Macuriges (Cuba). Alcaldía Constitucional; Boletines oficiales -- Cuba -- Matanzas (Provincia)	Mares -- Cuba -- Matanzas (Province); Macuriges (Cuba). Alcaldía Constitucional; Gazettes -- Cuba -- Matanzas (Province)	manuscritos; correspondencia;	manuscripts (document genre); correspondence;		1887-01-07	1880-1890	Matanzas (Cuba : Province)	east=22.66667; north=-81.16667; name=http://www.geonames.org/3547394/provincia-de-matanzas.html		1 página; 21.5 x 32.3 cm	1 page; 21.5 x 32.3 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 62; Folder Title: 1887 January 9				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000136	chc52980001360001001		Text	image/tiff					60666712 Bytes	3895	5190	1942128197	RGB	8	600	chc52980001360001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/627	627	6.jp2	/chc5298/image/6.jp2
Informe de patrocinados del municipio de Jovellanos que fueron liberados en abril de 1881	Table reporting patrocinados from the municipality of Jovellanos who were freed in April 1881	Jovellanos (Cuba). Junta Local de Patronato								Libertos -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Jovellanos (Cuba). Junta Local de Patronato	Freedmen -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Jovellanos (Cuba). Junta Local de Patronato	manuscritos; tablas (documento)	manuscripts (document genre); tables (documents)		1881-04-30	1880-1890	Jovellanos (Cuba)	east=22.80444; north=-81.19444; name=http://www.geonames.org/3555907/jovellanos.html		1 lámina; 31.8 x 44cm	1 sheet; 31.8 x 44 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 3; Folder No. 1; Folder Title: 1881 April 30				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000141	chc52980001410001001		Text	image/tiff					247668328 Bytes	10497	7864	2514284305	RGB	8	600	chc52980001410001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/628	628	13.jp2	/chc5298/image/13.jp2
Carta enviada al presidente de la Junta Provincial de Patronato de Matanzas para notificarle sobre el expediente de Félix, un patrocinado de José Manuel Abaú, 20 de enero de 1884	Letter sent to the president of the Junta Provincial de Patronato de Matanzas to notify him regarding the case of Félix, a patrocinado of José Manuel Abaú, January 20, 1884		Guamacaro (Cuba). Junta Local de Patronato							Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Guamacaro (Cuba). Junta Local de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Guamacaro (Cuba). Junta Local de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1884-01-20	1880-1890	Guamacaro (Cuba)	east=22.95; north=-81.41667; name=http://www.geonames.org/3557868/municipio-de-guamacaro.html		1 página; 21.5 x 32.6 cm	1 page; 21.5 x 32.6 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 1; Folder Title: 1884 Jan 21				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000074	chc52980000740001001		Text	image/tiff					61073584 Bytes	3953	5148	1298040547	RGB	8	600	chc52980000740001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/629	629	15.jp2	/chc5298/image/15.jp2
Carta de Miguel Alamo al presidente de la Junta Provincial de Patronato de Matanzas referente a la reclamación hecha por la patrocinada Marta Criolla, 14 de agosto de 1885	Miguel Alamo letter to the presidente of the Junta Provincial de Patronato de Matanzas regarding the complaint filed by the patrocinada Marta Criolla, August 14, 1885		Alamo, Miguel; Jovellanos (Cuba). Junta Local de Patronato		Matanzas (Cuba : Province). Junta Provincial de Patronato					Mujeres esclavas -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Jovellanos (Cuba). Junta Local de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Women slaves -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Jovellanos (Cuba). Junta Local de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia;	manuscripts (document genre); correspondence;		1885-08-14	1880-1890	Jovellanos (Cuba)	east=22.80444; north=-81.19444; name=http://www.geonames.org/3555907/jovellanos.html		1 página; 21.5 x 32.5 cm	1 página; 21.5 x 32.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 40; Folder Title: 1885 August 18				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000114	chc52980001140001001		Text	image/tiff					61604324 Bytes	3965	5177	214935618	RGB	8	600	chc52980001140001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/630	630	1.jp2	/chc5298/image/1.jp2
Carta de Ladislao Zaballa al gobernador civil de Matanzas para solicitar la publicación de una subasta pública de bienes embargados de los ingenios Santa Isabel, Conquista, Cubalejos y Josefita, en el Boletín oficial, 8 de enero de 1887	Ladislao Zaballa letter to the governor of Matanzas to announce a public auction of goods confiscated from the ingenios Santa Isabel, Conquista, Cubalejos, and Josefita in the Official gazette, January 8, 1887		Zaballa, Ladislao; Cimarrones (Cuba). Alcaldía Municipal		Matanzas (Cuba : Province). Governor			Cimarrones es actualmente conocido como Carlos Rojas.	Cimarrones is now known as Carlos Rojas.	Subastas -- Cuba -- Matanzas (Provincia); Ingenio Santa Isabel (Matanzas, Cuba); Ingenio Conquista (Matanzas, Cuba); Ingenio Cubalejos (Matanzas, Cuba); Ingenio Josefita (Matanzas, Cuba); Cimarrones (Cuba). Alcaldía Municipal; Boletines oficiales -- Cuba -- Matanzas (Provincia)	Auctions -- Cuba -- Matanzas (Province); Ingenio Santa Isabel (Matanzas, Cuba); Ingenio Conquista (Matanzas, Cuba); Ingenio Cubalejos (Matanzas, Cuba); Ingenio Josefita (Matanzas, Cuba); Cimarrones (Cuba). Alcaldía Municipal; Gazettes -- Cuba -- Matanzas (Province)	manuscritos; correspondencia;	manuscripts (document genre); correspondence;		1887-01-08	1880-1890	Carlos Rojas (Cuba)	east=22.86278; north=-81.19028; name=http://www.geonames.org/3565317/carlos-rojas.html		1 página; 21.5 x 33 cm	1 page; 21.5 x 33 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 63; Folder Title: 1887 January 9				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000137	chc52980001370001001		Text	image/tiff					61481728 Bytes	3955	5180	1431177509	RGB	8	600	chc52980001370001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/631	631	11.jp2	/chc5298/image/11.jp2
Carta dirigida al presidente de la Junta de Patronato de Santa Ana para notificar la detención del patrocinado Facundo en el pueblo de Santo Domingo, 17 de agosto de 1881	Letter addressed to the president of the Junta de Patronato de Santa Ana reporting the apprehension of the patrocinado Facundo in the town of Santo Domingo, August 17, 1881				Santa Ana (Cuba). Junta Local de Patronato			Facundo era patrocinado de Joaquín Alfonso, dueño del Ingenio Triumvirato.	Facundo was a patrocinado of Joaquín Alfonso, owner of Ingenio Triumvirato.	Esclavos fugitivos -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Ingenio Triumvirato (Matanzas, Cuba); Santa Ana (Cuba). Junta Local de Patronato	Fugitive slaves -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Ingenio Triumvirato (Matanzas, Cuba); Santa Ana (Cuba). Junta Local de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1881-08-17	1880-1890	Santa Ana (Cuba)	east=22.93583; north=-81.59694; name=http://www.geonames.org/3538099/santa-ana.html		1 hoja; 22 x 16 cm	1 leaf; 22 x 16 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 26; Folder Title: 1881 August 17				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000028	chc52980000280001001		Text	image/tiff					63796380 Bytes	3954	5376	2005893110	RGB	8	600	chc52980000280001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/632	632	9.jp2	/chc5298/image/9.jp2
Carta enviada al presidente de la Junta Provincial de Patronato de Matanzas referente al cambio de dirección del patrono Nazario Márquez y su patrocinada Polonia, 11 de mayo de 1885	Letter sent to the president of the Junta Provincial de Patronato de Matanzas regarding the change in address of the patrono Nazario Márquez and his patrocinada Polonia, May 11, 1885		Santa Clara (Cuba : Province). Junta Provincial de Patronato		Matanzas (Cuba : Province). Junta Provincial de Patronato			El patrono Nazario Márquez y su patrocinada Polonia se trasladaron del municipio matanacero de Lagunillas al municipio de Yaguajay (hoy en la provincia de Sancti Spíritus) en la provincia de Santa Clara. Santa Clara era el nombre antiguo de la actual provincia de Villa Clara. Su territorio también incluía parte de las provincias de Sancti Spíritus y Matanzas.	The patrono Nazario Márquez and his patrocinada Polonia had moved from the municipality of Lagunillas in Matanzas to that of Yaguajay (now in the province of Sancti Spíritus) in the province of Santa Clara. Santa Clara was the former name of the present-day province of Villa Clara. Its territory also included part of the provinces of Sancti Spíritus and Matanzas.	Mujeres esclavas -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Santa Clara (Cuba : Provincia). Junta Provincial de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Women slaves -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Santa Clara (Cuba : Province). Junta Provincial de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1885-05-11	1880-1890	Yaguajay (Cuba, Sancti Spíritus)	east=22.32722; north=-79.23778; name=http://www.geonames.org/3533826/yaguajay.html		1 página; 22.2 x 31.7 cm	1 page; 22.2 x 31.7 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 31; Folder Title: 1885 May 20				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000105	chc52980001050001001		Text	image/tiff					63152016 Bytes	3915	5375	2328649577	RGB	8	600	chc52980001050001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/633	633	3.jp2	/chc5298/image/3.jp2
Carta de Miguel Alamo al presidente de la Junta Provincial de Patronato de Matanzas para transferir el expediente de la patrocinada Juana Criolla, 22 de febrero de 1885	Miguel Alamo letter to the president of the Junta Provincial de Patronato de Matanzas to transfer the case of the patrocinada Juana Criolla, February 22, 1885		Alamo, Miguel; Jovellanos (Cuba). Junta Local de Patronato		Matanzas (Cuba : Province). Junta Provincial de Patronato					Mujeres esclavas -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Jovellanos (Cuba). Junta Local de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Women slaves -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Jovellanos (Cuba). Junta Local de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1885-02-22	1880-1890	Jovellanos (Cuba)	east=22.80444; north=-81.19444; name=http://www.geonames.org/3555907/jovellanos.html		1 página; 21.5 x 32.7 cm	1 page; 21.5 x 32.7 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 44; Folder Title: 1885 September 25				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000118	chc52980001180001001		Text	image/tiff					63080232 Bytes	3999	5256	3465489891	RGB	8	600	chc52980001180001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/634	634	10.jp2	/chc5298/image/10.jp2
Lista de patrocinados declarados libres, 9 de febrero de 1881	Table reporting patrocinados declared free, February 9, 1881	Unión de Reyes (Cuba). Junta Local de Patronato								Libertos -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Unión de Reyes (Cuba). Junta Local de Patronato	Freedmen -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Unión de Reyes (Cuba). Junta Local de Patronato	manuscritos; tablas (documento)	manuscripts (document genre); tables (documents)		1881-02-09	1880-1890	Unión de Reyes (Cuba)	east=22.79528; north=-81.5375; name=http://www.geonames.org/3534761/union-de-reyes.html		1 hoja; 31.5 x 21.5 cm	1 leaf; 31.5 x 21.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 17; Folder Title: 1881 February 9				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000017	chc52980000170001001		Text	image/tiff					119874528 Bytes	5260	7595	1106934222	RGB	8	600	chc52980000170001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/635	635	5.jp2	/chc5298/image/5.jp2
Carta enviada al presidente de la Junta Provincial de Patronato de Matanzas notificandole sobre los patrocinados que se encuentran en el Depósito de Cimarrones, 1 de febrero de 1885	Letter sent to the president of the Junta Provincial de Patronato de Matanzas informing him of the patrocinados being held at the Depósito de Cimarrones, February 1, 1885		Jiménez, Benigno; Matanzas (Cuba : Province). Depósito de Cimarrones							Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Matanzas (Cuba : Provincia). Depósito de Cimarrones; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Matanzas (Cuba : Province). Depósito de Cimarrones; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1885-02-01	1880-1890	Matanzas (Cuba : Province)	east=22.66667; north=-81.16667; name=http://www.geonames.org/3547394/provincia-de-matanzas.html		1 página; 22.2 x 31.8 cm	1 page; 22.2 x 31.8 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 23; Folder Title: 1885 February 6				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000097	chc52980000970001001		Text	image/tiff					62709980 Bytes	3892	5369	1808534528	RGB	8	600	chc52980000970001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/636	636	22.jp2	/chc5298/image/22.jp2
Carta enviada al alcalde de Alfonso XII para comunicarle sobre los patrocinados que obtuvieron su libertad	Letter to the mayor of Alfonso XII to inform him of patrocinados who had obtained their freedom				Alfonso XII (Cuba). Alcaldía Municipal			Alfonso XII es actualmente conocido como Alacranes.	Alfonso XII is now known as Alacranes.	Libertos -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Alfonso XII (Cuba). Junta Local de Patronato	Freedmen -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Alfonso XII (Cuba). Junta Local de Patronato	manuscritos; correspondencia;	manuscripts (document genre); correspondence;			1880-1890	Matanzas (Cuba : Province)	east=22.66667; north=-81.16667; name=http://www.geonames.org/3547394/provincia-de-matanzas.html		1 página; 22 x 16.1 cm	1 page; 22 x 16.1 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 66; Folder Title: undated				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000140	chc52980001400001001		Text	image/tiff					62278588 Bytes	3925	5287	2874011730	RGB	8	600	chc52980001400001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/637	637	12.jp2	/chc5298/image/12.jp2
Carta de Manuel Fernández al presidente de la Junta Provincial de Patronato de Matanzas referente a la devolución de expedientes de patrocinados pertenecientes al Ingenio Angelita, 15 de diciembre de 1885	Manuel Fernández letter to the president of the Junta Provincial de Patronato de Matanzas regarding the return of files for patrocinados working at the Ingenio Angelita, December 15, 1885		Hernández, Manuel; Guamutas (Cuba). Junta Local de Patronato		Matanzas (Cuba : Province). Junta Provincial de Patronato			Los patrocinados habían solicitado su libertad en la Junta Local de Patronato de Guamutas. La decisión final iba ser tomada por el presidente de la Junta Provincial de Patronato de Matanzas.	The patrocinados had petitioned their freedom at the Junta Local de Patronato de Guamutas. The final decision was to be made by the president of the Junta Provincial de Patronato de Matanzas.	Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Ingenio Angelita (Matanzas, Cuba); Guamutas (Cuba). Junta Local de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Ingenio Angelita (Matanzas, Cuba); Guamutas (Cuba). Junta Local de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia;	manuscripts (document genre); correspondence;		1885-12-15	1880-1890	Guamutas (Cuba)	east=22.85; north=-80.91667; name=http://www.geonames.org/3557854/guamutas.html		1 página; 21.8 x 16.5 cm	1 page; 21.8 x 16.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 51; Folder Title: 1885 December 17				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000125	chc52980001250001001		Text	image/tiff					63215168 Bytes	3984	5287	1013842651	RGB	8	600	chc52980001250001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/638	638	16.jp2	/chc5298/image/16.jp2
Carta de Pelayo Villanueva al presidente de la Junta Provincial de Patronato de Matanzas referente al traslado del expediente de Bibiana, patrocinada de Justo Campozano, 22 de mayo de 1885	Pelayo Villanueva letter to the president of the Junta Provincial de Patronato de Matanzas regarding the transfer of the case of Bibiana, patrocinada of Justo Campozano, May 22, 1885		Villanueva, Pelayo; Colón (Cuba). Junta Municipal de Patronato		Matanzas (Cuba : Province). Junta Provincial de Patronato					Mujeres esclavas -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Colón (Cuba). Junta Municipal de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Women slaves -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Colón (Cuba). Junta Municipal de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1885-05-22	1880-1890	Colón (Cuba)	east=22.71917; north=-80.90583; name=http://www.geonames.org/3563843/colon.html		1 página; 21.5 x 32.7 cm	1 page; 21.5 x 32.7 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 32; Folder Title: 1885 May 23				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000106	chc52980001060001001		Text	image/tiff					63762756 Bytes	4014	5293	351606652	RGB	8	600	chc52980001060001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/639	639	18.jp2	/chc5298/image/18.jp2
Carta sobre la devolución del récord de un patrocinado llamado Benito Macerá a la Junta Provincial de Patronato de Matanzas, 5 de febrero de 1881	Letter regarding the return of the file for a patrocinado named Benito Macerá to the Junta Provincial de Patronato de Matanzas, February 5, 1881							Benito Macerá estaba bajo la tutela de Ramón Montalvo.	Benito Macerá was under the patronato of Ramón Montalvo.	Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1881-02-05	1880-1890	Matanzas (Cuba : Province)	east=22.66667; north=-81.16667; name=http://www.geonames.org/3547394/provincia-de-matanzas.html		1 hoja; 22 x 16 cm	1 leaf; 22 x 16 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 16; Folder Title: 1881 February 5				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000016	chc52980000160001001		Text	image/tiff					61981936 Bytes	3896	5301	3801445543	RGB	8	600	chc52980000160001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/640	640	7.jp2	/chc5298/image/7.jp2
Carta de Patricio Oyarzabal al presidente de la Junta Provincial de Patronato de Matanzas para notificarle el traslado de patrocinados provenientes de Tapaste hasta el municipio de Colón, 15 de enero de 1886	Patricio Oyarzabal letter to the president of the Junta Provincial de Patronato de Matanzas to inform him of the transfer of patrocinados from Tapaste to the municipality of Colón, January 15, 1886		Oyarzabal, Patricio; Colón (Cuba). Junta Municipal de Patronato		Matanzas (Cuba : Province). Junta Provincial de Patronato			Tapaste es un poblado ubicado en la provincia de Mayabeque. La carta contiene los nombres y las edades de los patrocinados transferidos. Los patronos de este grupo de patricinados eran los señores Valdez, Alvarez y Compañía.	Tapaste is a town in the province of Mayabeque. The letter includes the names and ages of the patrocinados being transferred. The patronos of this group of patrocinados were Valdez, Alvarez, and Company.	Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Colón (Cuba). Junta Municipal de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Colón (Cuba). Junta Municipal de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia;	manuscripts (document genre); correspondence;		1886-01-15	1880-1890	Tapaste (Cuba); Colón (Cuba)	east=23.02417; north=-82.13611; name=http://www.geonames.org/3535507/tapaste.html; east=22.71917; north=-80.90583; name=http://www.geonames.org/3563843/colon.html		1 página; 21.5 x 32.5 cm	1 page; 21.5 x 32.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 53; Folder Title: 1886 January 16				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000127	chc52980001270001001		Text	image/tiff					62050204 Bytes	3976	5200	3330056930	RGB	8	600	chc52980001270001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/641	641	20.jp2	/chc5298/image/20.jp2
Carta de Mariano Arredondo al presidente de la Junta de Patronato de Matanzas referente al proceso de libertad de las patrocinadas Ysabel y Catalina, 9 de julio 1884	Mariano Arredondo letter to the president of the Junta de Patronato de Matanzas in reference to the petition for freedom of the patrocinadas Ysabel and Catalina, July 9, 1884		Arredondo, Mariano; Cuba. Secretaría del Gobierno General		Matanzas (Cuba : Province). Governor					Mujeres esclavas -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Women slaves -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1884-07-09	1880-1890	Havana (Cuba : Province)	east=23.13302; north=-82.38304; name=http://www.geonames.org/3553478/havana.html		1 página; 21.7 x 32.5 cm	1 page; 21.7 x 32.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 14; Folder Title: 1884 July 13				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000088	chc52980000880001001		Text	image/tiff					62425024 Bytes	3977	5230	3235220411	RGB	8	600	chc52980000880001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/642	642	4.jp2	/chc5298/image/4.jp2
