Title	Translated Title	Play Title	Original Title	Production Title	Festival Title	CTDA Link	Creator	Author	Translator	Director	Producer	Photographer	Videographer	Theater Company	Theater Venue	Cast	Costume Designer	Set Designer	Poster Designer	Summary	Note	Subject	Genre	Publisher	Date Published	Date Created	Time Period	Geographic Subject	Geo Point	Geo Box	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Finding Aid	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Availability	Tape No.	Object ID	Digital ID	Upload ID	Full Text	Type	Format	Original Format	Tape Format	Date Digital	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Scene from the production, "Picnic"				Picnic																		Photographs				1973	1970-1980	Miami (Florida)			1 color photograph; 12.5 x 9.0 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000820001001				image/tiff							19283348 Bytes	3017	2128	3697011919	RGB	8	600	chc52430000820001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5497	5497	5477.jp2	/theater/image/5477.jp2
Rosa Felipe (left)																						Photographs					1970-1990	Miami (Florida)			1 color photograph			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj							chc52430000790001001				image/tiff							19255984 Bytes	2996	2140	273960553	RGB	8	600	chc52430000790001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5498	5498	5509.jp2	/theater/image/5509.jp2
Scene from the production, "Picnic"				Picnic																		Photographs				1973	1970-1980	Miami (Florida)			1 color photograph; 12.5 x 9.0 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000850001001				image/tiff							19222020 Bytes	3016	2122	3701222745	RGB	8	600	chc52430000850001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5499	5499	5472.jp2	/theater/image/5472.jp2
Scene from the production, "Espiritu burlón"	Scene from the production, "Mocking spirit"			Espíritu burlón			Torres, Asela														Inscription: "Rosa Felipe and Griselda Nogueras"	Photographs					1970-1990	Miami (Florida)			1 b&w photograph; 13.5 x 17.7 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000750001001				image/tiff							40100740 Bytes	4301	3106	3784832454	RGB	8	600	chc52430000750001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5500	5500	5478.jp2	/theater/image/5478.jp2
Playbill, "La molinera de Arcos"	Playbill, "Miller of Arcos"			La molinera de Arcos																		Playbills				1974-05-19	1970-1980	Miami (Florida)			1 playbill	spa		University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 4					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000250001001				image/tiff							75168140 Bytes	3662	6840	2664899195	RGB	8	600	chc52430000250001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5501	5501	5490.jp2	/theater/image/5490.jp2
Scene from the production, "Las mariposas son libres"	Scene from the production, "Butterflies are free"			Las mariposas son libres			Castillo, Henio del														Inscription: "Rosa Felipe and Helio Solís"	Photographs				1976-04-24	1970-1980	Miami (Florida)			1 b&w photograph; 25.3 x 20.5 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000610001001				image/tiff							91176252 Bytes	6111	4972	275166986	RGB	8	600	chc52430000610001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5502	5502	5487.jp2	/theater/image/5487.jp2
Performance award, "Estrellas del 74"	Performance award, "Stars of '74"																					Awards				1975	1970-1980	Miami (Florida)			1 diploma	spa		University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 5					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000440001001				image/tiff							211087668 Bytes	9680	7268	2978247721	RGB	8	600	chc52430000440001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5503	5503	5530.jp2	/theater/image/5530.jp2
Playbill, "Las mariposas son libres"	Playbill, "Butterflies Are Free"			Las mariposas son libres																		Playbills				1976-07-09	1970-1990	Chicago (Illinois)			1 playbill	spa		University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 5					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000370001001				image/tiff							52514512 Bytes	3372	5189	4180908789	RGB	8	600	chc52430000370001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5504	5504	5525.jp2	/theater/image/5525.jp2
Scene from the production, "Damas Retiradas"	Scene from the production, "Ladies In Retirement"			Damas retiradas			Gonzalo														Inscription: "Rosa Felipe and Nena Acevedo"	Photographs					1970-1990	Miami (Florida)			1 b&w photograph; 12.5 x 9.0 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000720001001				image/tiff							19502152 Bytes	3044	2133	3670961466	RGB	8	600	chc52430000720001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5505	5505	5528.jp2	/theater/image/5528.jp2
Rosa Felipe							Torres, Asela															Photographs					1970-1990	Miami (Florida)			1 b&w photograph; 14.0 x 8.7 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 5					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000560001001				image/tiff							21487424 Bytes	2154	3322	2954488117	RGB	8	600	chc52430000560001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5506	5506	5506.jp2	/theater/image/5506.jp2
Letter from Gilberto Zaldíbar to Rosa Felipe							Zaldívar, Gilberto														Compañía de Teatro Repertorio Español	Correspondence				1975-06-06	1970-1980	Miami (Florida)			1 typewritten document; 1 page	spa		University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 5					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000410001001				image/tiff							105438060 Bytes	5254	6688	3716695691	RGB	8	600	chc52430000410001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5507	5507	5519.jp2	/theater/image/5519.jp2
Typescript, "Los premios"	Typescript, "The awards"																					Typescripts					1970-1990	Miami (Florida)			1 page	spa		University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 2					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000180001001				image/tiff							135905684 Bytes	5305	8538	3929636347	RGB	8	600	chc52430000180001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5508	5508	5514.jp2	/theater/image/5514.jp2
Rosa Felipe (left)																						Photographs					1970-1990	Miami (Florida)			1 color photograph			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj							chc52430000780001001				image/tiff							19483112 Bytes	3037	2136	1210840222	RGB	8	600	chc52430000780001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5509	5509	5518.jp2	/theater/image/5518.jp2
Performance award, "Ambiente 77"	Performance award, "Ambiance 77"																					Awards				1978	1970-1980	Miami (Florida)			1 diploma	spa		University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 5					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000470001001				image/tiff							104582224 Bytes	6718	5188	738384650	RGB	8	600	chc52430000470001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5510	5510	5498.jp2	/theater/image/5498.jp2
Rosa Felipe (second from left)				Damas retiradas			Torres, Asela														Written on verso: "Escorpión" (Scorpion)	Photographs					1970-1990	Miami (Florida)			1 b&w photograph; 12.5 x 9.0 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj							chc52430000700001001				image/tiff							39923732 Bytes	4289	3101	597316569	RGB	8	600	chc52430000700001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5511	5511	5503.jp2	/theater/image/5503.jp2
Billboard, "Teatro cubano" (Cuban theatre)																						Photographs					1950-1970	Havana (Cuba)			1 b&w photograph; 19.8 cm x 25.0 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 2					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000210001001				image/tiff							87866916 Bytes	4839	6051	336835085	RGB	8	600	chc52430000210001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5512	5512	5485.jp2	/theater/image/5485.jp2
Scene from the production, "Las mariposas son libres"	Scene from the production, "Butterflies are free"			Las mariposas son libres			Castillo, Henio del														Inscription: "Rosa Felipe and Helio Solís"	Photographs				1976-04-24	1970-1980	Chicago (Illinois)			1 b&w photograph; 25.3 x 20.5 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000640001001				image/tiff							91358220 Bytes	6148	4952	1385360256	RGB	8	600	chc52430000640001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5513	5513	5522.jp2	/theater/image/5522.jp2
Carlos Felipe																					Inscription: Cuban theater laureate, author of Requiem. Carlos Felipe.	Photographs					1950-1970	Havana (Cuba)			1 b&w photograph on cardboard	spa		University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 1					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000010001001				image/tiff							16940120 Bytes	3040	1855	3181652983	RGB	8	600	chc52430000010001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5514	5514	5468.jp2	/theater/image/5468.jp2
Scene from the production, "Las mariposas son libres"	Scene from the production, "Butterflies are free"			Las mariposas son libres			Castillo, Henio del														Inscription: "Rosa Felipe and Myriam Martínez"	Photographs				1976-04-24	1970-1980	Chicago (Illinois)			1 b&w photograph; 25.3 x 20.5 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000630001001				image/tiff							181959048 Bytes	6106	4966	146278899	RGB	16	600	chc52430000630001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5515	5515	5469.jp2	/theater/image/5469.jp2
Rosa Felipe																						Photographs					1970-1990	Miami (Florida)			1 b&w photograph; 12.5 x 18 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000800001001				image/tiff							39903772 Bytes	3088	4305	4095498367	RGB	8	600	chc52430000800001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5516	5516	5491.jp2	/theater/image/5491.jp2
Board of directors, "A.C.C.A."																						Clippings					1970-1990	Miami (Florida)			1 b&w photograph; 14.2 x 10.5 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000740001001				image/tiff							26046412 Bytes	3478	2494	656224861	RGB	8	600	chc52430000740001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5517	5517	5520.jp2	/theater/image/5520.jp2
Playbill, "Las mariposas son libres"	Playbill, "Butterflies are free"			Las mariposas son libres																		Playbills				1976-07-09	1970-1990	Chicago (Illinois)			1 playbill	spa		University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 5					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000350001001				image/tiff							103310580 Bytes	6667	5164	810311963	RGB	8	600	chc52430000350001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5518	5518	5501.jp2	/theater/image/5501.jp2
Rosa Felipe (center)							Torres, Asela														A.C.C.A.  Association of Critics and Commentators of the Arts, Inc.	Photographs					1970-1990	Miami (Florida)			1 b&w photograph; 12.5 x 18.0 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000870001001				image/tiff							38574340 Bytes	4241	3030	33135644	RGB	8	600	chc52430000870001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5519	5519	5489.jp2	/theater/image/5489.jp2
Bulletin, Compañía Repertorio Dumé							Castillo, Ricardo															Correspondence					1960-1980	Miami (Florida)			1 typewritten document; 1 page	spa		University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 2					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000110001001				image/tiff							105791348 Bytes	5259	6704	2413303228	RGB	8	600	chc52430000110001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5520	5520	5529.jp2	/theater/image/5529.jp2
Scene from the production, "Yerma" (Infertile)				Yerma																	Inscription: "Rosa Felipe"	Photographs					1970-1990	Miami (Florida)			1 b&w photograph; 15.2 x 10.3 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000930001001				image/tiff							27777280 Bytes	2510	3686	2204386886	RGB	8	600	chc52430000930001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5521	5521	5524.jp2	/theater/image/5524.jp2
Scene from the production, "Damas Retiradas"	Scene from the production, "Ladies In Retirement"			Damas retiradas			Gonzalo														Inscription: "Rosa Felipe and Griselda Nogueras"	Photographs					1970-1990	Miami (Florida)			1 b&w photograph; 12.5 x 9.0 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000710001001				image/tiff							20076048 Bytes	3048	2193	1726298051	RGB	8	600	chc52430000710001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5522	5522	5495.jp2	/theater/image/5495.jp2
Scene from the production, "Las mariposas son libres"	Scene from the production, "Butterflies Are Free"			Las mariposas son libres			Castillo, Henio del														Inscription: "Rosa Felipe and Myriam Martínez"	Photographs				1976-04-24	1970-1980	Chicago (Illinois)			1 b&w photograph; 25.3 x 20.5 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000590001001				image/tiff							91307428 Bytes	6099	4989	1219646273	RGB	8	600	chc52430000590001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5523	5523	5527.jp2	/theater/image/5527.jp2
Scene from the production, "Picnic"				Picnic																		Photographs				1973	1970-1980	Miami (Florida)			1 color photograph; 12.5 x 9.0 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000840001001				image/tiff							19787912 Bytes	3046	2163	2468424277	RGB	8	600	chc52430000840001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5524	5524	5499.jp2	/theater/image/5499.jp2
Scene from the production, "Espiritu burlón"	Scene from the production, "Mocking spirit"			Espíritu burlón			Torres, Asela														Inscription: "Rosa Felipe, Osvaldo Calvo and Alexia (?)"	Photographs					1970-1990	Miami (Florida)			1 b&w photograph; 12.5 x 9.0 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000770001001				image/tiff							19922384 Bytes	3037	2184	3455047327	RGB	8	600	chc52430000770001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5525	5525	5526.jp2	/theater/image/5526.jp2
Playbill, "La anunciación a María"	Playbill, "The Annunciation of the Lord"			La Anunciación de María																		Playbills				1957	1950-1960	Havana (Cuba)			1 playbill	spa		University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 4					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000490001001				image/tiff							73737916 Bytes	3919	6270	762821330	RGB	8	600	chc52430000490001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5526	5526	5516.jp2	/theater/image/5516.jp2
Scene from the production, "Yerma" (Infertile)				Yerma																	Inscription: "Rosa Felipe and Iliana Cabana (?)"	Photographs					1970-1990	Miami (Florida)			1 b&w photograph; 15.2 x 10.3 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000920001001				image/tiff							28011620 Bytes	2529	3689	218008136	RGB	8	600	chc52430000920001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5527	5527	5492.jp2	/theater/image/5492.jp2
Typescript, "Manifiesto de los intelectuales y artistas"	Typescript, "Manifest of intellectuals and artists"						Felipe, Carlos													Includes annotations		Typescripts					1970-1990				1 page	spa		University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 1					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000030001001				image/tiff							212491312 Bytes	10371	6829	2880323968	RGB	8	600	chc52430000030001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5528	5528	5505.jp2	/theater/image/5505.jp2
Scene from the production, "Espiritu burlón"	Scene from the production, "Mocking spirit"			Espíritu burlón			Torres, Asela														Inscription: "Rosa Felipe, Osvaldo Calvo and Griselda Nogueras"	Photographs					1970-1990	Miami (Florida)			1 b&w photograph; 12.5 x 9.0 cm			University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 3					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000760001001				image/tiff							20044304 Bytes	3057	2183	3698991672	RGB	8	600	chc52430000760001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5529	5529	5484.jp2	/theater/image/5484.jp2
Letter from Teleyara to Rosa Felipe							Alberto															Correspondence				1977-01-25	1970-1980	Miami (Florida)			1 typewritten document; 1 page	spa		University of Miami Libraries.  Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 4					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc52430000260001001				image/tiff							105212048 Bytes	5224	6712	2459929829	RGB	8	600	chc52430000260001001.tif		2011-12-15	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5530	5530	5496.jp2	/theater/image/5496.jp2
Page 1																																																	chc5243000032	chc52430000320001001				image/tiff							105386800 Bytes	5246	6695	533481412	RGB	8	600	chc52430000320001001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5531	5531	5532.jp2	/theater/image/5532.jp2
Page 2																																																	chc5243000032	chc52430000320002001				image/tiff							105266256 Bytes	5240	6695	616475396	RGB	8	600	chc52430000320002001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5532	5532	5533.jp2	/theater/image/5533.jp2
Letter from the Cuban Museum of Arts and Culture to Rosa Felipe							Ferro de Kelly, Eloísa; Pérez de Medrano, Mignon															Correspondence				1975-10-08	1970-1980	Miami (Florida)			2 pages	spa		University of Miami Libraries. Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 5					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5243000032																					2012-09-25	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5533	5533	5534.cpd	/theater/image/5534.cpd
Page 1																																																	chc5243000052	chc52430000520001001				image/tiff							53977384 Bytes	3429	5245	1094517730	RGB	8	600	chc52430000520001001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5534	5534	5535.jp2	/theater/image/5535.jp2
Page 2																																																	chc5243000052	chc52430000520002001				image/tiff							105900808 Bytes	6752	5227	4147617132	RGB	8	600	chc52430000520002001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5535	5535	5536.jp2	/theater/image/5536.jp2
Page 3																																																	chc5243000052	chc52430000520003001				image/tiff							53721180 Bytes	3416	5240	1365883467	RGB	8	600	chc52430000520003001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5536	5536	5537.jp2	/theater/image/5537.jp2
Program, "Damas retiradas"	Program, "Ladies in retirement"			Damas retiradas																	Teatro Adad	Programs					1950-1970	Havana (Cuba)			1 program	spa		University of Miami Libraries. Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 4					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5243000052																					2012-09-25	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5537	5537	5538.cpd	/theater/image/5538.cpd
Page 1																																																	chc5243000028	chc52430000280001001				image/tiff							108241592 Bytes	5301	6805	3165768005	RGB	8	600	chc52430000280001001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5538	5538	5539.jp2	/theater/image/5539.jp2
Page 2																																																	chc5243000028	chc52430000280002001				image/tiff							108902808 Bytes	5372	6756	3798937557	RGB	8	600	chc52430000280002001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5539	5539	5540.jp2	/theater/image/5540.jp2
Page 3																																																	chc5243000028	chc52430000280003001				image/tiff							106997124 Bytes	5278	6756	4020003996	RGB	8	600	chc52430000280003001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5540	5540	5541.jp2	/theater/image/5541.jp2
Page 4																																																	chc5243000028	chc52430000280004001				image/tiff							106252480 Bytes	5243	6754	3869746954	RGB	8	600	chc52430000280004001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5541	5541	5542.jp2	/theater/image/5542.jp2
TV programming, "Teleyara"																						Programs				1977-02-06	1970-1980	Miami (Florida)			1 program	spa		University of Miami Libraries. Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 4					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5243000028																					2012-09-25	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5542	5542	5543.cpd	/theater/image/5543.cpd
Page 1																																																	chc5243000051	chc52430000510001001				image/tiff							58771476 Bytes	3813	5136	188286960	RGB	8	600	chc52430000510001001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5543	5543	5544.jp2	/theater/image/5544.jp2
Page 2																																																	chc5243000051	chc52430000510002001				image/tiff							58019844 Bytes	3790	5101	2033547983	RGB	8	600	chc52430000510002001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5544	5544	5545.jp2	/theater/image/5545.jp2
Page 3																																																	chc5243000051	chc52430000510003001				image/tiff							58126912 Bytes	3806	5089	4209187772	RGB	8	600	chc52430000510003001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5545	5545	5546.jp2	/theater/image/5546.jp2
Page 4																																																	chc5243000051	chc52430000510004001				image/tiff							58526648 Bytes	3815	5112	4160234261	RGB	8	600	chc52430000510004001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5546	5546	5547.jp2	/theater/image/5547.jp2
Program, "La Anunciación a María"	Program, "The Annunciation of the Lord"			La Anunciación de María																		Programs				1957	1950-1960	Las Villas (Cuba)			1 program	spa		University of Miami Libraries. Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 4					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5243000051																					2012-09-25	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5547	5547	5548.cpd	/theater/image/5548.cpd
Page 1																																																	chc5243000053	chc52430000530001001				image/tiff							54122472 Bytes	3550	5080	2447670124	RGB	8	600	chc52430000530001001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5548	5548	5549.jp2	/theater/image/5549.jp2
Page 2																																																	chc5243000053	chc52430000530002001				image/tiff							54307120 Bytes	3584	5049	868581396	RGB	8	600	chc52430000530002001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5549	5549	5550.jp2	/theater/image/5550.jp2
Page 3																																																	chc5243000053	chc52430000530003001				image/tiff							53853744 Bytes	3549	5056	4155684969	RGB	8	600	chc52430000530003001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5550	5550	5551.jp2	/theater/image/5551.jp2
Page 4																																																	chc5243000053	chc52430000530004001				image/tiff							53861684 Bytes	3549	5057	1864071895	RGB	8	600	chc52430000530004001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5551	5551	5552.jp2	/theater/image/5552.jp2
