Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Povenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Letter: Estoril, [Portugal], November 6, 1967: Ferrara, Orestes: Correspondence from Fulgencio Batista							Correspondence		1967-11-06						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Ferrara, Orestes: Correspondence from Fulgencio Batista.								chc5155000302	Text					chc5155000302											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2487	2487	2488.cpd	/chc5155/image/2488.cpd
Page 1																											chc5155000014						chc51550000140001001	Image	105111986 Bytes	5264	6656	2752455697	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550000140001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2488	2488	2489.jp2	/chc5155/image/2489.jp2
Page 2																											chc5155000014						chc51550000140002001	Image	104732978 Bytes	5264	6632	408594578	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550000140002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2489	2489	2490.jp2	/chc5155/image/2490.jp2
Page 3																											chc5155000014						chc51550000140003001	Image	104732978 Bytes	5264	6632	4066018903	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550000140003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2490	2490	2491.jp2	/chc5155/image/2491.jp2
Letter: August 14, 1972: Alonso Pujol, Guillermo: Correspondence from Fulgencio Batista							Correspondence		1972-08-14						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Alonso Pujol, Guillermo: Correspondence from Fulgencio Batista.								chc5155000014	Text					chc5155000014											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2491	2491	2492.cpd	/chc5155/image/2492.cpd
Page 1																											chc5155000369						chc51550003690001001	Image	108691634 Bytes	5328	6800	2692454609	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2492	2492	2493.jp2	/chc5155/image/2493.jp2
Page 2																											chc5155000369						chc51550003690002001	Image	102360434 Bytes	5000	6824	2465977005	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2493	2493	2494.jp2	/chc5155/image/2494.jp2
Page 3																											chc5155000369						chc51550003690003001	Image	102360434 Bytes	5000	6824	1662103646	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2494	2494	2495.jp2	/chc5155/image/2495.jp2
Page 4																											chc5155000369						chc51550003690004001	Image	102360434 Bytes	5000	6824	1132460329	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690004001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2495	2495	2496.jp2	/chc5155/image/2496.jp2
Page 5																											chc5155000369						chc51550003690005001	Image	102360434 Bytes	5000	6824	2159212959	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690005001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2496	2496	2497.jp2	/chc5155/image/2497.jp2
Page 6																											chc5155000369						chc51550003690006001	Image	102360434 Bytes	5000	6824	816381585	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690006001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2497	2497	2498.jp2	/chc5155/image/2498.jp2
Page 7																											chc5155000369						chc51550003690007001	Image	102360434 Bytes	5000	6824	3702805829	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690007001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2498	2498	2499.jp2	/chc5155/image/2499.jp2
Page 8																											chc5155000369						chc51550003690008001	Image	101705330 Bytes	4968	6824	1307612303	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690008001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2499	2499	2500.jp2	/chc5155/image/2500.jp2
Page 9																											chc5155000369						chc51550003690009001	Image	101705330 Bytes	4968	6824	4043425374	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690009001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2500	2500	2501.jp2	/chc5155/image/2501.jp2
Page 10																											chc5155000369						chc51550003690010001	Image	100886450 Bytes	4928	6824	4072542049	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690010001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2501	2501	2502.jp2	/chc5155/image/2502.jp2
Page 11																											chc5155000369						chc51550003690011001	Image	100886450 Bytes	4928	6824	3295365855	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690011001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2502	2502	2503.jp2	/chc5155/image/2503.jp2
Page 12																											chc5155000369						chc51550003690012001	Image	100886450 Bytes	4928	6824	2342315767	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690012001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2503	2503	2504.jp2	/chc5155/image/2504.jp2
Page 13																											chc5155000369						chc51550003690013001	Image	100886450 Bytes	4928	6824	3998350973	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690013001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2504	2504	2505.jp2	/chc5155/image/2505.jp2
Page 14																											chc5155000369						chc51550003690014001	Image	100886450 Bytes	4928	6824	915586167	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690014001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2505	2505	2506.jp2	/chc5155/image/2506.jp2
Page 15																											chc5155000369						chc51550003690015001	Image	101950898 Bytes	4928	6896	2828018615	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690015001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2506	2506	2507.jp2	/chc5155/image/2507.jp2
Page 16																											chc5155000369						chc51550003690016001	Image	101950898 Bytes	4928	6896	2407064780	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690016001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2507	2507	2508.jp2	/chc5155/image/2508.jp2
Page 17																											chc5155000369						chc51550003690017001	Image	103133618 Bytes	4928	6976	3718603295	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690017001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2508	2508	2509.jp2	/chc5155/image/2509.jp2
Page 18																											chc5155000369						chc51550003690018001	Image	103352306 Bytes	4888	7048	3876587111	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690018001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2509	2509	2510.jp2	/chc5155/image/2510.jp2
Page 19																											chc5155000369						chc51550003690019001	Image	102114866 Bytes	4824	7056	3665800489	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690019001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2510	2510	2511.jp2	/chc5155/image/2511.jp2
Page 20																											chc5155000369						chc51550003690020001	Image	102809522 Bytes	4824	7104	2308542739	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690020001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2511	2511	2512.jp2	/chc5155/image/2512.jp2
Page 21																											chc5155000369						chc51550003690021001	Image	102809522 Bytes	4824	7104	764181309	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690021001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2512	2512	2513.jp2	/chc5155/image/2513.jp2
Page 22																											chc5155000369						chc51550003690022001	Image	102493874 Bytes	4920	6944	784137478	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690022001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2513	2513	2514.jp2	/chc5155/image/2514.jp2
Page 23																											chc5155000369						chc51550003690023001	Image	102493874 Bytes	4920	6944	2872468562	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690023001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2514	2514	2515.jp2	/chc5155/image/2515.jp2
Page 24																											chc5155000369						chc51550003690024001	Image	102493874 Bytes	4920	6944	1109081512	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690024001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2515	2515	2516.jp2	/chc5155/image/2516.jp2
Page 25																											chc5155000369						chc51550003690025001	Image	102493874 Bytes	4920	6944	4030567227	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690025001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2516	2516	2517.jp2	/chc5155/image/2517.jp2
Page 26																											chc5155000369						chc51550003690026001	Image	102493874 Bytes	4920	6944	2241330761	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690026001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2517	2517	2518.jp2	/chc5155/image/2518.jp2
Page 27																											chc5155000369						chc51550003690027001	Image	102493874 Bytes	4920	6944	1466392035	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690027001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2518	2518	2519.jp2	/chc5155/image/2519.jp2
Page 28																											chc5155000369						chc51550003690028001	Image	102493874 Bytes	4920	6944	3319206608	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690028001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2519	2519	2520.jp2	/chc5155/image/2520.jp2
Page 29																											chc5155000369						chc51550003690029001	Image	101194994 Bytes	4920	6856	2022048130	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690029001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2520	2520	2521.jp2	/chc5155/image/2521.jp2
Page 30																											chc5155000369						chc51550003690030001	Image	111376946 Bytes	5328	6968	1057474964	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003690030001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2521	2521	2522.jp2	/chc5155/image/2522.jp2
Cuba: ayer y hoy			González del Valle Rios, Antolín				Clippings (Books, newspapers, etc.)	Fundación Educacional Latinoamericana	1972-07-1972-08				English		University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: González del Valle, Antolín: Correspondence by others, Publications.								chc5155000369	Text					chc5155000369											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2522	2522	2523.cpd	/chc5155/image/2523.cpd
Page 1																											chc5155000393						chc51550003930001001	Image	110396018 Bytes	5128	7176	1323976071	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003930001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2523	2523	2524.jp2	/chc5155/image/2524.jp2
Page 2																											chc5155000393						chc51550003930002001	Image	110296946 Bytes	5112	7192	3778390134	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003930002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2524	2524	2525.jp2	/chc5155/image/2525.jp2
Page 3																											chc5155000393						chc51550003930003001	Image	110396018 Bytes	5128	7176	4228913800	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003930003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2525	2525	2526.jp2	/chc5155/image/2526.jp2
Letter: Estoril, [Portugal], May 10, 1969: Guás Inclán, Rafael: Correspondence from Fulgencio Batista							Correspondence		1969-05-10						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Guás Inclán, Rafael: Correspondence from Fulgencio Batista.								chc5155000393	Text					chc5155000393											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2526	2526	2527.cpd	/chc5155/image/2527.cpd
Page 1																											chc5155000386						chc51550003860001001	Image	109458866 Bytes	5328	6848	3408694342	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003860001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2527	2527	2528.jp2	/chc5155/image/2528.jp2
Page 2																											chc5155000386						chc51550003860002001	Image	110832050 Bytes	5376	6872	2551515703	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003860002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2528	2528	2529.jp2	/chc5155/image/2529.jp2
Page 3																											chc5155000386						chc51550003860003001	Image	109458866 Bytes	5328	6848	1276783434	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003860003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2529	2529	2530.jp2	/chc5155/image/2530.jp2
Page 4																											chc5155000386						chc51550003860004001	Image	110832050 Bytes	5376	6872	990267721	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003860004001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2530	2530	2531.jp2	/chc5155/image/2531.jp2
Page 5																											chc5155000386						chc51550003860005001	Image	109458866 Bytes	5328	6848	224815929	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003860005001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2531	2531	2532.jp2	/chc5155/image/2532.jp2
Memorandum: January 18, 1963							Memorandums		1963-01-18						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: González Puente, José: Clippings, Correspondence by others.								chc5155000386	Text					chc5155000386											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2532	2532	2533.cpd	/chc5155/image/2533.cpd
Page 1																											chc5155000370						chc51550003700001001	Image	107657522 Bytes	5296	6776	3087055129	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003700001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2533	2533	2534.jp2	/chc5155/image/2534.jp2
Page 2																											chc5155000370						chc51550003700002001	Image	108308018 Bytes	5328	6776	317801127	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003700002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2534	2534	2535.jp2	/chc5155/image/2535.jp2
Page 3																											chc5155000370						chc51550003700003001	Image	107657522 Bytes	5296	6776	2726144968	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003700003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2535	2535	2536.jp2	/chc5155/image/2536.jp2
Page 4																											chc5155000370						chc51550003700004001	Image	108308018 Bytes	5328	6776	3018369	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003700004001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2536	2536	2537.jp2	/chc5155/image/2537.jp2
Page 5																											chc5155000370						chc51550003700005001	Image	107657522 Bytes	5296	6776	1546263680	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003700005001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2537	2537	2538.jp2	/chc5155/image/2538.jp2
Letter to Charles Chaplin, Wilmington, North Carolina, September 2, 1972			González del Valle Rios, Antolín				Correspondence		1972-09-02						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: González del Valle, Antolín: Correspondence by others, Publications.								chc5155000370	Text					chc5155000370											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2538	2538	2539.cpd	/chc5155/image/2539.cpd
Page 1																											chc5155000385						chc51550003850001001	Image	109458866 Bytes	5328	6848	418917888	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003850001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2539	2539	2540.jp2	/chc5155/image/2540.jp2
Page 2																											chc5155000385						chc51550003850002001	Image	110832050 Bytes	5376	6872	2219389300	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003850002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2540	2540	2541.jp2	/chc5155/image/2541.jp2
Page 3																											chc5155000385						chc51550003850003001	Image	109458866 Bytes	5328	6848	2171548307	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003850003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2541	2541	2542.jp2	/chc5155/image/2542.jp2
Letter to Herminio Portell Vilá, Coral Gables, Florida, May 6, 1962		González Puente, José					Correspondence		1962-05-06						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: González Puente, José: Clippings, Correspondence by others.								chc5155000385	Text					chc5155000385											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2542	2542	2543.cpd	/chc5155/image/2543.cpd
Page 1																											chc5155000387						chc51550003870001001	Image	108180146 Bytes	5328	6768	1723050034	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003870001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2543	2543	2544.jp2	/chc5155/image/2544.jp2
Page 2																											chc5155000387						chc51550003870002001	Image	109670834 Bytes	5376	6800	3000917637	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003870002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2544	2544	2545.jp2	/chc5155/image/2545.jp2
Page 3																											chc5155000387						chc51550003870003001	Image	108180146 Bytes	5328	6768	599462200	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003870003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2545	2545	2546.jp2	/chc5155/image/2546.jp2
Letter: [Santo Domingo, Dominican Republic], April 11, 1959: Guás Inclán, Rafael: Correspondence from Fulgencio Batista							Correspondence		1959-04-11						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Guás Inclán, Rafael: Correspondence from Fulgencio Batista.								chc5155000387	Text					chc5155000387											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2546	2546	2547.cpd	/chc5155/image/2547.cpd
Page 1																											chc5155000380						chc51550003800001001	Image	108202034 Bytes	5304	6800	1067621603	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003800001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2547	2547	2548.jp2	/chc5155/image/2548.jp2
Page 2																											chc5155000380						chc51550003800002001	Image	109402802 Bytes	5344	6824	3085049943	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003800002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2548	2548	2549.jp2	/chc5155/image/2549.jp2
Page 3																											chc5155000380						chc51550003800003001	Image	108202034 Bytes	5304	6800	3529676604	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003800003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2549	2549	2550.jp2	/chc5155/image/2550.jp2
Letter: Coral Gables, Florida, January 2, 1965: González Puente, José: Correspondence to Fulgencio Batista							Correspondence		1965-01-02						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: González Puente, José: Correspondence to Fulgencio Batista.								chc5155000380	Text					chc5155000380											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2550	2550	2551.cpd	/chc5155/image/2551.cpd
Page 1																											chc5155000371						chc51550003710001001	Image	91833266 Bytes	4672	6552	1124419851	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003710001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2551	2551	2552.jp2	/chc5155/image/2552.jp2
Page 2																											chc5155000371						chc51550003710002001	Image	84757106 Bytes	4312	6552	2846429337	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003710002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2552	2552	2553.jp2	/chc5155/image/2553.jp2
Page 3																											chc5155000371						chc51550003710003001	Image	85585010 Bytes	4312	6616	589495547	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003710003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2553	2553	2554.jp2	/chc5155/image/2554.jp2
Page 4																											chc5155000371						chc51550003710004001	Image	85067570 Bytes	4312	6576	1899096152	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003710004001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2554	2554	2555.jp2	/chc5155/image/2555.jp2
Page 5																											chc5155000371						chc51550003710005001	Image	87841202 Bytes	4352	6728	1894934120	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003710005001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2555	2555	2556.jp2	/chc5155/image/2556.jp2
Page 6																											chc5155000371						chc51550003710006001	Image	87033842 Bytes	4312	6728	3074656123	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003710006001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2556	2556	2557.jp2	/chc5155/image/2557.jp2
Page 7																											chc5155000371						chc51550003710007001	Image	85541042 Bytes	4336	6576	181494101	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003710007001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2557	2557	2558.jp2	/chc5155/image/2558.jp2
Page 8																											chc5155000371						chc51550003710008001	Image	85541042 Bytes	4336	6576	699454352	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003710008001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2558	2558	2559.jp2	/chc5155/image/2559.jp2
Page 9																											chc5155000371						chc51550003710009001	Image	84120626 Bytes	4264	6576	3086904260	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003710009001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2559	2559	2560.jp2	/chc5155/image/2560.jp2
Page 10																											chc5155000371						chc51550003710010001	Image	90909362 Bytes	4488	6752	1831646191	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003710010001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2560	2560	2561.jp2	/chc5155/image/2561.jp2
Page 11																											chc5155000371						chc51550003710011001	Image	86477618 Bytes	4336	6648	1693574039	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003710011001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2561	2561	2562.jp2	/chc5155/image/2562.jp2
