Title	Translated Title	Photographer	Contributor	Summary	Note	Subject	Theme	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Casino Campestre, Camagüey					Written on recto: "Casino Campestre. No. 62"	Parks -- Cuba; Camagüey (Cuba)		Photographs			1900-1920	Camagüey (Cuba)	1 b&w photographic postcard	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 21; Folder Title: Camagüey, n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003750001001	Image	image/tiff	Epson	Photoshop		325.126 KB	1023	660	0xEF927EA7		24 bit	600 dpi	50170003750001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1765	1765	1636.jpg	chc50179\50170003750001001.tif	/chc5017/image/1636.jpg
Instituto #1 de La Habana	Institute #1 of Havana				Written on recto: "Instituto #1 de La Habana." Embossed stamp on recto, lower right: "Library of Manuel R. Bustamante"(donor.) Written on verso: "High school, Havana.  Jan. Cover 1930." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Schools -- Cuba -- Havana; Havana (Cuba)		Photographs		1930-01	1930-1940	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 2; Folder No. 6; Folder Title: Schools, n.d., 1930.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003070001001	Image	image/tiff	Epson	Photoshop		230.264 KB	627	768	0xB321642C		24 bit	600 dpi	50170003070001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1766	1766	1570.jpg	chc50179\50170003070001001.tif	/chc5017/image/1570.jpg
Grapefruit trees, Cuba					Written on verso: "One year grapefruit buds on 3 year roots in nursery rows. Fruit now half grown."	Citrus fruit industry -- Cuba; Citrus; Grapefruit; Nursery growers; Cuba		Photographs			1900-1930	Cuba	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 4; Folder Title: Citrus Fruit Industry, n.d., 1919.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000090001001	Image	image/tiff	Epson	Photoshop		185.937 KB	528	768	0x4872946D		24 bit	600 dpi	50170000090001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1767	1767	1279.jpg	chc50178\50170000090001001.tif	/chc5017/image/1279.jpg
Avenida de Columbia, Havana					Stamp on front: "Avenida de Columbia"	Neighborhoods -- Cuba -- Havana; Streets -- Cuba -- Havana; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photographic postcard	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 41; Folder Title: Neighborhoods: Buen Retiro.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002500001001	Image	image/tiff	Epson	Photoshop		286.505 KB	1022	656	0xC30B5669		24 bit	600 dpi	50170002500001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1768	1768	1513.jpg	chc50179\50170002500001001.tif	/chc5017/image/1513.jpg
Municipality of San Antonio de los Baños, Artemisa Province					Written on verso: "Nov. Cover." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Waterfronts; San Antonio de los Baños (Cuba); Artemisa (Cuba);		Photographs			1900-1920	Artemisa (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 3; Folder No. 1; Folder Title: San Antonio de los Baños.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005180001001	Image	image/tiff	Epson	Photoshop		392.431 KB	965	768	0xEF3D1312		24 bit	600 dpi	50170005180001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1769	1769	1778.jpg	chc501710\50170005180001001.tif	/chc5017/image/1778.jpg
Avenida de la Libertad, Camagüey					Written on front: "Avda. de la Libertad", "No. 38"	Streets -- Cuba; Camagüey (Cuba)		Photographs			1900-1920	Camagüey (Cuba)	1 b&w photographic postcard	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 21; Folder Title: Camagüey, n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003790001001	Image	image/tiff	Epson	Photoshop		251.012 KB	1022	665	0xD7C61812		24 bit	600 dpi	50170003790001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1770	1770	1640.jpg	chc50179\50170003790001001.tif	/chc5017/image/1640.jpg
Casino Campestre, Camagüey					Written on recto: "Casino Campestre. No. 56."	Parks -- Cuba; Camagüey (Cuba)		Photographs			1900-1920	Camagüey (Cuba)	1 b&w photographic postcard	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 21; Folder Title: Camagüey, n.d., 1910s-1920s	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003770001001	Image	image/tiff	Epson	Photoshop		392.843 KB	1022	664	0x5F3625C		24 bit	600 dpi	50170003770001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1771	1771	1638.jpg	chc50179\50170003770001001.tif	/chc5017/image/1638.jpg
Cuban boy with deer, Yumurí Valley					Written on recto: "Cuban boy with deer. Yumurí Valley, 71"	Hunting -- Cuba; Deer hunting; Boys; Mules -- Cuba; Yumurí Valley (Cuba); Matanzas (Cuba);		Photographs				Matanzas (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 17; Folder Title: Matanzas (Province): Yumurí Valley, n.d., 1910s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005860001001	Image	image/tiff	Epson	Photoshop		159.322 KB	530	768	0x222F1DBF		24 bit	600 dpi	50170005860001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1772	1772	1846.jpg	chc501710\50170005860001001.tif	/chc5017/image/1846.jpg
Esquina de las calles Egido y Monte, La Habana, Cuba	Corner of Egido and Monte streets, Havana, Cuba				Written on verso: "A la derecha Palacio Villalba, esquina de Egido y Monte", "Used 1920." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Streets -- Cuba -- Havana; Havana (Cuba)		Photographs		1920	1920-1930	Havana (Cuba)	1 b&w photograph	spa; eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 2; Folder No. 8; Folder Title: Streets, n.d., 1900s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003130001001	Image	image/tiff	Epson	Photoshop		336.316 KB	1022	759	0x1E49400D		24 bit	600 dpi	50170003130001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1773	1773	1576.jpg	chc50179\50170003130001001.tif	/chc5017/image/1576.jpg
Zaza river, Cuba					Written on front: "#80"	Rivers -- Cuba; Palms; Cuba		Landscape photographs				Cuba	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 8; Folder Title: Landscape Photographs,  n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000780001001	Image	image/tiff	Epson	Photoshop		275.567 KB	969	768	0x612CA440		24 bit	600 dpi	50170000780001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1774	1774	1346.jpg	chc50178\50170000780001001.tif	/chc5017/image/1346.jpg
Church in Güines, Mayabeque					Embossed stamp on recto: "Library of Manuel R. Bustamante" (donor). Notation by Manuel R. Bustamante (donor) affixed on verso: "Iglesia parroquial de Güines, Prov. Habana."	Church buildings -- Cuba; Plazas -- Cuba; Güines (Cuba); Mayabeque (Cuba);		Photographs			1900-1920	Mayabeque (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 39; Folder Title: Güines.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004590001001	Image	image/tiff	Epson	Photoshop		314.386 KB	1022	766	0x1CBDE2AD		24 bit	600 dpi	50170004590001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1775	1775	1720.jpg	chc501710\50170004590001001.tif	/chc5017/image/1720.jpg
Road near the "Mogotes" mountains, Pinar del Río					Written on recto: "38A" and 'View from Los Mogotes near Kilometer 14"	Roads -- Cuba -- Pinar del Río (Province) -- 1900-1910; Pinar del Río (Cuba : Province)		Photographs		1908-08-20	1900-1910	Pinar del Río (Cuba : Province)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 19; Folder Title: Pinar del Río (Province), n.d., 1910s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170006090001001	Image	image/tiff	Epson	Photoshop		279.479 KB	960	768	0xC1BEE75F		24 bit	600 dpi	50170006090001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1776	1776	1869.jpg	chc501710\50170006090001001.tif	/chc5017/image/1869.jpg
Iglesia de la Caridad, Camagüey					Written on verso: "P1 Church at end of casino or boulevard, Puerto Príncipe."	Church buildings; Cathedrals; Camagüey (Cuba)		Photographs			1900-1920	Camagüey (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 22; Folder Title: Camagüey: Churches.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004050001001	Image	image/tiff	Epson	Photoshop		291.103 KB	1023	751	0x9077F245		24 bit	600 dpi	50170004050001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1777	1777	1666.jpg	chc50179\50170004050001001.tif	/chc5017/image/1666.jpg
Torreón de la Chorrera, Havana					This image appeared in Munson Steamship Line's "The Cuba Review and Bulletin" on the cover in Mar. 1905 with the following caption: "Cover illustration: An old Buccaneer fort on the eastern shore approach to Havana, erected for purposes of defense against the attack of pirates."	Fortification -- Cuba -- Havana; Torreón de la Chorrera (Havana, Cuba); Havana Bay (Cuba); Havana (Cuba)		Photographs		1905-03	1900-1910	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 34; Folder Title: Forts and Fortifications: Torreón de La Chorrera. Folder Date: n.d.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002140001001	Image	image/tiff	Epson	Photoshop		300.031 KB	1023	751	0xD22347F2		24 bit	600 dpi	50170002140001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1778	1778	1477.jpg	chc50178\50170002140001001.tif	/chc5017/image/1477.jpg
Morro Castle, Havana					Written on verso: "One of the side entrances inside of Morro leading to rifle galleries"	Castillo del Morro (Havana, Cuba); Fortification -- Cuba -- Havana; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 33; Folder Title: Forts and Fortifications: Castillo del Morro, n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002020001001	Image	image/tiff	Epson	Photoshop		293.238 KB	1023	744	0x3EF6FE		24 bit	600 dpi	50170002020001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1779	1779	1465.jpg	chc50178\50170002020001001.tif	/chc5017/image/1465.jpg
Zulueta Street, Havana						Streets -- Cuba -- Havana; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 2; Folder No. 8; Folder Title: Streets, n.d., 1900s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003310001001	Image	image/tiff	Epson	Photoshop		293.875 KB	939	768	0xF601C784		24 bit	600 dpi	50170003310001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1780	1780	1593.jpg	chc50179\50170003310001001.tif	/chc5017/image/1593.jpg
Looking east from water tank at Menocal					Written on verso: "Tank capacity - 250,000 gallons. The "Old Standby" Rioja (Mencoal), Santiago Province on Cuba R. R."	Water tanks; Railroads -- Cuba; Santiago de Cuba (Cuba);		Photographs				Santiago de Cuba (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 18; Folder Title: Oriente (Province),n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005940001001	Image	image/tiff	Epson	Photoshop		248.081 KB	1006	768	0xDA180F16		24 bit	600 dpi	50170005940001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1781	1781	1854.jpg	chc501710\50170005940001001.tif	/chc5017/image/1854.jpg
Field in San Cristóbal, Artemisa, Cuba						Palms -- Cuba -- Havana; Artemisa (Cuba)		Landscape photographs				Artemisa (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 19; Folder Title: Pinar del Río (Province), n.d., 1910s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170006030001001	Image	image/tiff	Epson	Photoshop		279.59 KB	1022	728	0xCC954086		24 bit	600 dpi	50170006030001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1782	1782	1863.jpg	chc501710\50170006030001001.tif	/chc5017/image/1863.jpg
Caridad bridge, Camagüey, Cuba					Written on front: "Pte. de la Caridad", "No. 39."	Bridges -- Cuba; Streets -- Cuba; Camagüey (Cuba)		Photographs				Camagüey (Cuba)	1 b&w photographic postcard	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 21; Folder Title: Camagüey, n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003780001001	Image	image/tiff	Epson	Photoshop		240.501 KB	1023	661	0x15F7CB11		24 bit	600 dpi	50170003780001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1783	1783	1639.jpg	chc50179\50170003780001001.tif	/chc5017/image/1639.jpg
Sugar wharf, Matanzas						Piers -- Cuba; Wharves;  Sugar -- Cuba; Sugar industry; Boats and boating -- Cuba; Matanzas (Cuba)		Photographs			1900-1920	Matanzas (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 50; Folder Title: Matanzas, n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004920001001	Image	image/tiff	Epson	Photoshop		260.498 KB	958	768	0xB074A469		24 bit	600 dpi	50170004920001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1784	1784	1753.jpg	chc501710\50170004920001001.tif	/chc5017/image/1753.jpg
Instituto de Segunda Enseñanza, Pinar del Río					Written on recto: "165A O.P. Oct. 7, '08'", "Instituto de 2A. Enseñanza", "Pinar del Río." Written on verso:  "44000 spent acc. Sanitary installation, lavatories, 250 . . ."	Schools -- Cuba; Children -- Cuba; Pinar del Río (Cuba)		Photographs		1908-10-07	1900-1908	Pinar del Río (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 52; Folder Title: Pinar del Río, n.d., 1908.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005060001001	Image	image/tiff	Epson	Photoshop		296.945 KB	957	768	0x98C7B3FF		24 bit	600 dpi	50170005060001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1785	1785	1767.jpg	chc501710\50170005060001001.tif	/chc5017/image/1767.jpg
Lama Park, Bibijagua, Isla de la Juventud					Written on front: "212." Written on verso: "Used Jan 1909" and "Used 1917.'" Playa Bibijagua at Nueva Gerona, Isla de Pinos, Cuba. Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Beaches -- Cuba; Waterfronts; Isla de la Juventud (Cuba)		Photographs		1909-01	1900-1910	Isla de la Juventud (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 42; Folder Title: Isla de Pinos, n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004700001001	Image	image/tiff	Epson	Photoshop		278.812 KB	968	768	0xADA68182		24 bit	600 dpi	50170004700001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1786	1786	1731.jpg	chc501710\50170004700001001.tif	/chc5017/image/1731.jpg
Entrada a las cuevas de Guayabal	Entrance to the Guayabal caves					Caves -- Cuba;		Photographs				Cuba	1 b&w photograph	spa; eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 18; Folder Title: Oriente (Province),n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005950001001	Image	image/tiff	Epson	Photoshop		285.378 KB	624	768	0x1EA58B18		24 bit	600 dpi	50170005950001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1787	1787	1855.jpg	chc501710\50170005950001001.tif	/chc5017/image/1855.jpg
Entrance to apartments in Havana, Cuba					Stamp on verso: "C. F. Potter, Jr." Written on verso: "San Juan de Dios, Havana."	Dwellings -- Cuba -- Havana; Apartments; Offices; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 28; Folder Title: Dwellings, n.d., 1900s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001690001001	Image	image/tiff	Epson	Photoshop		156.074 KB	542	768	0xD135CD1E		24 bit	600 dpi	50170001690001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1788	1788	1433.jpg	chc50178\50170001690001001.tif	/chc5017/image/1433.jpg
Fountain in Colón Park, Havana						Parks -- Cuba -- Havana; Gardens; Fountains; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 2; Folder No. 3; Folder Title: Parks, n.d., 1929-1931.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002760001001	Image	image/tiff	Epson	Photoshop		405.451 KB	1022	748	0x4007D1D3		24 bit	600 dpi	50170002760001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1789	1789	1539.jpg	chc50179\50170002760001001.tif	/chc5017/image/1539.jpg
Coconut trees in Santiago de Cuba						Coconut; Palms; Coconut Palm; Plantations -- Cuba; Santiago de Cuba (Cuba);  Oriente (Cuba : Province)		Landscape photographs				Santiago de Cuba (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 18; Folder Title: Oriente (Province),  n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005970001001	Image	image/tiff	Epson	Photoshop		331.137 KB	1003	768	0x641FAC7		24 bit	600 dpi	50170005970001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1791	1791	1857.jpg	chc501710\50170005970001001.tif	/chc5017/image/1857.jpg
View of Mariel Bay					Photograph of the American Photo Co., Havana.	Bays -- Cuba; Mariel Bay (Cuba); Mariel (Cuba); Artemisa (Cuba);		Photographs			1900-1920	Artemisa (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 49; Folder Title: Mariel,  n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004870001001	Image	image/tiff	Epson	Photoshop		203.399 KB	956	768	0xFC35B3E9		24 bit	600 dpi	50170004870001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1792	1792	1748.jpg	chc501710\50170004870001001.tif	/chc5017/image/1748.jpg
Residence in Prado street, Havana, Cuba					Written on front: "P, 4003. Residence, Havana." Written on verso: "Residence in el Prado."	Dwellings -- Cuba -- Havana; Neighborhoods -- Cuba -- Havana; Carriages and carts -- Cuba -- Havana; Havana (Cuba);		Photographs				Havana (Cuba)	1 b&w photographic postcard	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 28; Folder Title: Dwellings, n.d., 1900s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001660001001	Image	image/tiff	Epson	Photoshop		317.51 KB	1022	657	0x9BF376A5		24 bit	600 dpi	50170001660001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1793	1793	1430.jpg	chc50178\50170001660001001.tif	/chc5017/image/1430.jpg
National City Bank of New York, Camagüey					Written on recto: "N. City Bank of New York", "No. 45." Written on verso: "Nat. City Bank of N.Y. Bldg, Camagüey and 'Edición Cortiñas, Camagüey, Cuba." Also "Nov. 1926." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	National City Bank of New York; Banks and banking; Bank buildings; Camagüey (Cuba)		Photographs		1926-11	1920-1930	Camagüey (Cuba)	1 b&w photographic postcard	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 21; Folder Title: Camagüey, n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003710001001	Image	image/tiff	Epson	Photoshop		155.786 KB	518	768	0xA1C20CB6		24 bit	600 dpi	50170003710001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1794	1794	1632.jpg	chc50179\50170003710001001.tif	/chc5017/image/1632.jpg
