Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Digital ID	Date Digital	Hardware	Software	Directory	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
View of Denver ship at bay					Written on glass: "Noche de luna Denver U.E."	Boats and boating -- Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 30			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001500001001	4/6/2011				image/tiff	132923448 Bytes	10191	4347	4191141854	RGB	8	2400	chc52520001500001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1582	1582	1386.jp2	/chc5252/image/1386.jp2
Two roosters in a park, Havana						Roosters; Parks; Havana (Cuba)	Slides		1940	1940-1950	Havana (Cuba)	1 color slide			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 11; Folder Title:  Slides of Havana, 1940			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001960001001	4/6/2011				image/tiff	21505876 Bytes	3209	2232	3749372182	RGB	8	2400	chc52520001960001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1583	1583	1298.jp2	/chc5252/image/1298.jp2
Children at Playa Aleyse						Children; Beaches -- Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 16			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001360001001	4/6/2011				image/tiff	131276504 Bytes	10189	4294	1419707333	RGB	8	2400	chc52520001360001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1584	1584	1435.jp2	/chc5252/image/1435.jp2
Boy leaning on tree						Children; Children -- Pictorial works; Photography of children; Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 39			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000890001001	4/6/2011				image/tiff	131003348 Bytes	10242	4263	3034070214	RGB	8	2400	chc52520000890001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1585	1585	1387.jp2	/chc5252/image/1387.jp2
Woman standing next to palm tree						Photography of women; Palms; Trees	Stereographs; Glass negatives				Cuba	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 28			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002950001001	4/6/2011				image/tiff	67150792 Bytes	5118	2186	1070726791	RGB	16	1200	chc52520002950001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1586	1586	1377.jp2	/chc5252/image/1377.jp2
Children in front of bamboo tree						Children; Bamboo; Trees	Stereographs; Glass negatives				Cuba	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 13			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002800001001	4/6/2011				image/tiff	66460480 Bytes	5124	2161	259171299	RGB	16	1200	chc52520002800001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1587	1587	1450.jp2	/chc5252/image/1450.jp2
View of Louisiana ship						Boats and boating -- Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.	eng		University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 31			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001510001001	4/6/2011				image/tiff	132884048 Bytes	10202	4341	3431405590	RGB	8	2400	chc52520001510001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1588	1588	1409.jp2	/chc5252/image/1409.jp2
Children posing in the wilderness						Children; Photography of children; Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 63			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001130001001	4/6/2011				image/tiff	131917732 Bytes	10220	4302	4169567668	RGB	8	2400	chc52520001130001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1589	1589	1391.jp2	/chc5252/image/1391.jp2
View of Plaza de Armas, Havana	Military Parade Ground Plaza (Havana)					Plaza de Armas (Havana, Cuba); Palms; Cuba -- Buildings, structures, etc.; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 43			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520003100001001	4/6/2011				image/tiff	65552324 Bytes	5040	2167	625413386	RGB	16	1200	chc52520003100001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1590	1590	1410.jp2	/chc5252/image/1410.jp2
Panoramic view from the Church of San Domingo, Havana		Barnard, George N., 1819-1902			Written on verso: "Scenes in Cuba - Vistas Cubanas, No. 53; A panoramic view from the Church of San Domingo. Havana; Vista panorámica desde la Yglesia de Santo Domingo. Habana; Published by E. Anthony, 501 Broadway, New York"	Panoramic views -- 1860-1870; Havana (Cuba)	Stereographs; Photographs			1860-1870	Havana (Cuba)	1 b&w photograph; 8.3 x 17 cm.	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Tom Pohrt Photograph Collection	CHC5252		Box No. 3; Folder No. 2; Folder Title: 8 stereo views taken by George Barnard; Folder Date: ca. 1863			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000200001001	4/6/2011				image/tiff	25545588 Bytes	4144	2053	431761328	RGB	8	600	chc52520000200001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1591	1591	1543.jp2	/chc5252/image/1543.jp2
Men gathered around street vendors						Street vendors -- Cuba;	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.7 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 5			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520003410001001	4/6/2011				image/tiff	34095276 Bytes	5172	2196	715623257	RGB	8	1200	chc52520003410001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1592	1592	1518.jp2	/chc5252/image/1518.jp2
Children playing in the porch of a house						Children; Photography of children; Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 40			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000900001001	4/6/2011				image/tiff	132496748 Bytes	10215	4323	1908502069	RGB	8	2400	chc52520000900001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1593	1593	1328.jp2	/chc5252/image/1328.jp2
Ermita de la Inmaculada Concepción de María y del Santo Cristo del Potosí - Guanabacoa y del Santo Cristo del Potosí de la Villa de la Asunción de Guanabacoa	Shrine of the Immaculate Conception of Maria and the Holy Christ of Potosi				Written on glass: "Guanabacoa=La Hermita; dícese fue construida en el s. XVII"	Shrines; Chapels; Guanabacoa (Havana, Cuba); Catholic church buildings	Stereographs; Glass negatives				Guanabacoa (Havana, Cuba)	1 glass negative; 6 x 13 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 36			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002480001001	4/6/2011				image/tiff	106333516 Bytes	6178	2868	2112218724	RGB	16	1200	chc52520002480001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1594	1594	1406.jp2	/chc5252/image/1406.jp2
Girls standing around pond						Children; Ponds; Trees	Stereographs; Glass negatives				Cuba	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 5			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002720001001	4/6/2011				image/tiff	67010316 Bytes	5112	2184	2609518778	RGB	16	1200	chc52520002720001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1595	1595	1504.jp2	/chc5252/image/1504.jp2
Facades of mansions, Havana						Architecture -- Cuba -- Havana; Dwellings; Havana (Cuba); Facades; Mansions	Slides		1940	1940-1950	Havana (Cuba)	1 color slide			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 11; Folder Title:  Slides of Havana, 1940			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002030001001	4/6/2011				image/tiff	21637492 Bytes	3220	2238	3279987261	RGB	8	2400	chc52520002030001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1596	1596	1430.jp2	/chc5252/image/1430.jp2
Finely dressed children standing between two buildings						Children; Photography of children; Cuba -- Buildings, structures, etc.; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 67			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001170001001	4/6/2011				image/tiff	132008072 Bytes	10227	4302	3125447200	RGB	8	2400	chc52520001170001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1597	1597	1323.jp2	/chc5252/image/1323.jp2
Eduardo ferry boat						Ferries; Boats and boating -- Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 26			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001460001001	4/6/2011				image/tiff	136789600 Bytes	10224	4459	4072137667	RGB	8	2400	chc52520001460001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1598	1598	1305.jp2	/chc5252/image/1305.jp2
Crowd observing photographer on a street						Streets; Photographers; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 66			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520003330001001	4/6/2011				image/tiff	65574176 Bytes	5058	2160	1739515197	RGB	16	1200	chc52520003330001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1599	1599	1585.jp2	/chc5252/image/1585.jp2
Large water fountain surrounded by people and buildings						Fountains; Cuba -- Buildings, structures, etc.; Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 53			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001730001001	4/6/2011				image/tiff	130514976 Bytes	10211	4260	2121802965	RGB	8	2400	chc52520001730001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1600	1600	1589.jp2	/chc5252/image/1589.jp2
Dirt road surrounded by palm trees and other plants						Country life; Palms; Trees	Stereographs; Glass negatives				Cuba	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 63			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520003300001001	4/6/2011				image/tiff	65786180 Bytes	5058	2167	3189960119	RGB	16	1200	chc52520003300001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1601	1601	1466.jp2	/chc5252/image/1466.jp2
Outskirts of Guanabacoa, Havana					Written on glass: "Guanabacoa= desde las afueras"	Country life; Panoramic views; Guanabacoa (Havana, Cuba)	Stereographs; Glass negatives				Guanabacoa (Havana, Cuba)	1 glass negative; 6 x 13 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 47			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002590001001	4/6/2011				image/tiff	107570204 Bytes	6198	2892	1537984684	RGB	16	1200	chc52520002590001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1602	1602	1284.jp2	/chc5252/image/1284.jp2
Page 1																											chc5252000378	Image	chc52520003780001001					image/tiff	66422024 Bytes	4092	5409	1066230227	RGB	8	600	chc52520003780001001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1603	1603	1604.jp2	/chc5252/image/1604.jp2
Entrance to President's Palace, Habana / Junta de Bueyes							Postcards																				chc5252000378	Image	chc52520003780002001					image/tiff	61582316 Bytes	3847	5334	2417936408	RGB	8	600	chc52520003780002001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1604	1604	1605.jp2	/chc5252/image/1605.jp2
Fishing town of Caibarien, Villa Clara, Cuba / View of José A. Saco Street, Santiago de Cuba, Cuba					Written on verso, 1st postcard: "La costa norte de Las Villas es uno de los centros pesqueros más grandes del Caribe. Sus mariscos tienen fama mundial. Caibarien, Las Villas, Cuba; The northern coast of Las Villas is one of the most prolific fishing centers of the Caribbean Sea. It's seafood is world famous"; Written on front, 2nd postcard: "Santiago de Cuba, No. 58, Calle José A. Saco, José A. Saco Street"		Postcards																				chc5252000378	Image	chc52520003780003001					image/tiff	66400536 Bytes	4092	5407	3951288148	RGB	8	599	chc52520003780003001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1605	1605	1606.jp2	/chc5252/image/1606.jp2
Las Casas River, Isle of Pines, Cuba / Monument dedicated to the battleship Maine, Havana, Cuba					Written on verso, 1st postcard: "De aquí parten grandes pesquerías en modernos yates. Ríos navegables y hermosas playas hacen encantadora la estancia en la Isla del Tesoro. Río Las Casas, Isla de Pinos, Cuba; Perfect fishing from modern yachts. This is one of the navigable rivers which, together with magnificent beaches, contribute to your unforgettable stay at the Isle of Pines. Las Casas River, Isle of Pines, Cuba"; Written on verso, 2nd postcard: "Impressive Maine Monument situated in its own park at the entrance to the Vedado suburb, Havana, Cuba. El impresionante monumento en memoria del Acorazado Maine situado en la plazoleta de su nombre a la entrada de la barriada del Vedado"		Postcards																				chc5252000378	Image	chc52520003780004001					image/tiff	66922520 Bytes	4109	5427	2369210290	RGB	8	599	chc52520003780004001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1606	1606	1607.jp2	/chc5252/image/1607.jp2
Group of people near intersection between Reina and Aguila Streets, Havana, Cuba / View of El Vedado, Havana, Cuba					Written on verso, 1st postcard: "Mayo 1ro 1951, Reina y Aguila"		Photographs;																				chc5252000378	Image	chc52520003780005001					image/tiff	66205684 Bytes	4022	5485	1401661078	RGB	8	599	chc52520003780005001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1607	1607	1608.jp2	/chc5252/image/1608.jp2
Street scenes in Havana, Cuba							Photographs;																				chc5252000378	Image	chc52520003780006001					image/tiff	67510896 Bytes	4136	5439	3098434089	RGB	8	599	chc52520003780006001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1608	1608	1609.jp2	/chc5252/image/1609.jp2
Street scenes in Havana, Cuba							Photographs;																				chc5252000378	Image	chc52520003780007001					image/tiff	66099236 Bytes	4048	5441	674226860	RGB	8	599	chc52520003780007001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1609	1609	1610.jp2	/chc5252/image/1610.jp2
Group of men at a gas station / Street scene in Havana, Cuba							Photographs;																				chc5252000378	Image	chc52520003780008001					image/tiff	65819104 Bytes	4088	5365	1913125048	RGB	8	599	chc52520003780008001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1610	1610	1611.jp2	/chc5252/image/1611.jp2
View of Pi y Margall Street, Havana, Cuba / Fountain at the National Casino, Havana, Cuba					Written on verso, 1st photograph: "En primer plano, izquierda, casa de la familia Rojas y Pérez Manegía. Data de la segunda mitad del siglo XVIII. Calle "San Jacinto" hoy "Gonzalo de Quesada", esquina al callejón de "Gutierrez" hoy "Pi y Margall" ; Written on front, 2nd photograph: "The Fountain in front of Casino, Havana, Resolute World Cruise, 1926"		Photographs;																				chc5252000378	Image	chc52520003780009001					image/tiff	68311308 Bytes	4150	5485	2285568188	RGB	8	599	chc52520003780009001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1611	1611	1612.jp2	/chc5252/image/1612.jp2
Cathedral of Havana / Presidential Palace, Havana					Written on front, 1st photograph: "Columbus Cathedral, Havana, S.S. Resolute World Cruise, 1926"; Written on front, 2nd photograph: "Havana, Presidential Palace and remainder of Old City Walls, S.S. Resolute World Cruise"		Photographs;																				chc5252000378	Image	chc52520003780010001					image/tiff	66091220 Bytes	4088	5387	678257081	RGB	8	599	chc52520003780010001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1612	1612	1613.jp2	/chc5252/image/1613.jp2
Shaved ice stand / Young man posing behind a lion sculpture							Photographs;																				chc5252000378	Image	chc52520003780011001					image/tiff	68014848 Bytes	4170	5435	3786661263	RGB	8	599	chc52520003780011001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1613	1613	1614.jp2	/chc5252/image/1614.jp2
Young man posing in front of an automobile / Group of male students							Photographs;																				chc5252000378	Image	chc52520003780012001					image/tiff	66775448 Bytes	4132	5385	92895636	RGB	8	599	chc52520003780012001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1614	1614	1615.jp2	/chc5252/image/1615.jp2
Variety of orchids found in Soroa, Pinar del Río, Cuba / Scene at Maceo Street, Camaguey, Cuba					Written on verso, 1st postcard: "Soroa (El Paraíso Encontrado), Cuba. Diez de los miles de tipos distintos de orquídeas que embellecen a Rancho Pilila"; Soroa (The Paradise Found), Cuba. Ten of the thousands of different types of orchids which lend their beauty to Rancho Pilila"; Written on verso, 2nd postcard: "Maceo Street, Camaguey, Cuba. Calle de Maceo, en el gran comercio camagueyano la calle más típicamente tradicional. Al fondo la torre de la Iglesia de la Soledad"; Maceo Street, typical commercial street in busy Camaguey. In the background can be seen the tower of the Soledad Church"		Postcards																				chc5252000378	Image	chc52520003780013001					image/tiff	67093884 Bytes	4147	5391	2184094423	RGB	8	599	chc52520003780013001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1615	1615	1616.jp2	/chc5252/image/1616.jp2
Missiles shown during a military parade							Photographs;																				chc5252000378	Image	chc52520003780014001					image/tiff	66321056 Bytes	4120	5364	3061158496	RGB	8	599	chc52520003780014001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1616	1616	1617.jp2	/chc5252/image/1617.jp2
Captain Pena							Photographs;																				chc5252000378	Image	chc52520003780015001					image/tiff	68207828 Bytes	4159	5465	3655820487	RGB	8	599	chc52520003780015001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1617	1617	1618.jp2	/chc5252/image/1618.jp2
Captain Pena / Captain Pena with another soldier					Written on verso, 1st photograph: "Cap. Pena"		Photographs;																				chc5252000378	Image	chc52520003780016001					image/tiff	65439356 Bytes	4091	5330	3017461683	RGB	8	599	chc52520003780016001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1618	1618	1619.jp2	/chc5252/image/1619.jp2
Fidel Castro surrounded by revolutionaries and people					Written on verso, both photographs: "14 Nov 1965"		Photographs;																				chc5252000378	Image	chc52520003780017001					image/tiff	68155880 Bytes	4194	5415	1590665295	RGB	8	599	chc52520003780017001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1619	1619	1620.jp2	/chc5252/image/1620.jp2
Commemorative certificates of Moviemiento 26 de Julio (July 26 Movement)							Certificates																				chc5252000378	Image	chc52520003780018001					image/tiff	67831604 Bytes	4158	5436	2060041553	RGB	8	599	chc52520003780018001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1620	1620	1621.jp2	/chc5252/image/1621.jp2
Page 19																											chc5252000378	Image	chc52520003780019001					image/tiff	68893908 Bytes	4184	5487	2064405796	RGB	8	599	chc52520003780019001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1621	1621	1622.jp2	/chc5252/image/1622.jp2
Album of photographs						Buildings -- Cuba; Streets -- Cuba; Monuments; Cuba -- History -- Revolution, 1959	Photographic postcards; Photographs; Postcards			1930-1960	Cuba	1 album, 19 pages	spa; eng		University of Miami Libraries. Cuban Heritage Collection.	Tom Pohrt Photograph Collection	CHC5252		Box No. 13; Folder No. 1; Folder Title: Album photographs; Folder Date: c. 1960s			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5252000378	Image		2012-05-03				image/tiff										2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1622	1622	1623.cpd	/chc5252/image/1623.cpd
Page 1																											chc5252000383	Text	chc52520003830001001					image/tiff	43796384 Bytes	3125	4669	2755110818	RGB	8	600	chc52520003830001001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1623	1623	1641.jp2	/chc5252/image/1641.jp2
Page 2																											chc5252000383	Text	chc52520003830002001					image/tiff	43869396 Bytes	3135	4662	534430142	RGB	8	600	chc52520003830002001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1624	1624	1642.jp2	/chc5252/image/1642.jp2
Page 3																											chc5252000383	Text	chc52520003830003001					image/tiff	43757772 Bytes	3129	4659	2022727804	RGB	8	600	chc52520003830003001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1625	1625	1643.jp2	/chc5252/image/1643.jp2
Page 4																											chc5252000383	Text	chc52520003830004001					image/tiff	44729672 Bytes	3174	4695	2945775530	RGB	8	600	chc52520003830004001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1626	1626	1644.jp2	/chc5252/image/1644.jp2
Page 5																											chc5252000383	Text	chc52520003830005001					image/tiff	44071888 Bytes	3138	4679	2569476904	RGB	8	600	chc52520003830005001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1627	1627	1645.jp2	/chc5252/image/1645.jp2
Page 6																											chc5252000383	Text	chc52520003830006001					image/tiff	43632200 Bytes	3118	4662	1428460755	RGB	8	600	chc52520003830006001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1628	1628	1646.jp2	/chc5252/image/1646.jp2
Page 7																											chc5252000383	Text	chc52520003830007001					image/tiff	43678632 Bytes	3118	4667	2270820144	RGB	8	600	chc52520003830007001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1629	1629	1647.jp2	/chc5252/image/1647.jp2
Page 8																											chc5252000383	Text	chc52520003830008001					image/tiff	44360976 Bytes	3160	4677	1491458650	RGB	8	600	chc52520003830008001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1630	1630	1648.jp2	/chc5252/image/1648.jp2
Program for the Cuban Pavilion at the Women's International Exposition, 1959		Centro Cubano de Nueva York				Pavilions; Centro Cubano de Nueva York	Programs	Centro Cubano de Nueva York	1959-11-08	1950-1960	New York (New York)	1 program; 19.2 x 13 cm	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Tom Pohrt Photograph Collection	CHC5252		Box No. 13; Folder No. 6; Folder Title: Program. Women's International Exposition, Centro Cubano de Nueva York; Folder Date: 1959			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5252000383	Text		2012-05-03				image/tiff										2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1631	1631	1649.cpd	/chc5252/image/1649.cpd
Page 1																											chc5252000382	Text	chc52520003820001001					image/tiff	54599420 Bytes	3450	5273	2191934506	RGB	8	600	chc52520003820001001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1632	1632	1650.jp2	/chc5252/image/1650.jp2
Page 2																											chc5252000382	Text	chc52520003820002001					image/tiff	54864096 Bytes	3472	5265	3980597071	RGB	8	600	chc52520003820002001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1633	1633	1651.jp2	/chc5252/image/1651.jp2
Page 3																											chc5252000382	Text	chc52520003820003001					image/tiff	55277176 Bytes	3483	5288	3215136166	RGB	8	600	chc52520003820003001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1634	1634	1652.jp2	/chc5252/image/1652.jp2
Page 4																											chc5252000382	Text	chc52520003820004001					image/tiff	55334184 Bytes	3480	5298	2000938222	RGB	8	600	chc52520003820004001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1635	1635	1653.jp2	/chc5252/image/1653.jp2
Page 5																											chc5252000382	Text	chc52520003820005001					image/tiff	55751608 Bytes	3497	5312	427195864	RGB	8	600	chc52520003820005001.tif		2012-05-21	2012-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1636	1636	1654.jp2	/chc5252/image/1654.jp2
