Title	Watch Video	Speaker	Host	Summary	Subjects	Publisher	Date	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Program	Rights	Copyright	Digital ID	Format	Type	Source	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Lasana Sekou reads “Love Songs Make You Cry” (1993)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1993/1993_P02_09_sekou.rm	Sekou, Lasana M.		Lasana Sekou of St. Martin/Sint Maarten reads his short story "Love Songs Make You Cry." The ending is cut short by the credits.	Caribbean literature; Literature video; Caribbean fiction; Desire -- Fiction; Carnival -- Fiction	University of Miami English Department	1993	22 min 27 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 6. Fiction and poetry readings, 1993		http://merrick.library.miami.edu/digitalprojects/copyright.html	1993_P02_09_sekou.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1384	1384	1200.jpg	/cwsi/image/1200.jpg
George Lamming addresses CWSI 1994 (1994)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1994/1994_P01_02_comment.rm	Lamming, George, 1927-		Barbadian writer/teacher George Lamming addresses the audience of the opening program of CWSI 1994 and comments on his own writing. He prepares to read "The Honorable Member," a speech he gave at the 40th Anniversary of the Barbados Worker's Union and describes that Union. Lamming further explains how writing a speech is like writing a novel.	Lamming, George, 1927-; Caribbean literature; Literature video; Labor unions; Speeches, addresses, etc., Caribbean	University of Miami English Department	1994	7 min 18 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 1. Fiction and poetry readings, 1994		http://merrick.library.miami.edu/digitalprojects/copyright.html	1994_P01_02_comment.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1385	1385	1224.jpg	/cwsi/image/1224.jpg
Antonio Benitez-Rojo reads “Alejo Carpentier” (1994)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1994/1994_P02_entire.rm	Benitez Rojo, Antonio, 1931-	Dash, J. Michael; Paquet, Sandra Pouchet	Michael Dash introduces Cuban literary scholar and creative writer Antonio Benitez Rojo, a professor at Amherst, who reads a critical paper, "Alejo Carpentier: Between Here and Over There." Sandra Paquet invites the audience to a Question and Answer session with Antonio Benitez Rojo.	Benitez Rojo, Antonio, 1931-; Carpentier, Alejo, 1904-; Caribbean literature; Literature video; Authors, Cuban -- Criticism and interpretation; Cuban literature -- History and criticism	University of Miami English Department	1994	51 min 08 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 2. Fiction and poetry readings, 1994		http://merrick.library.miami.edu/digitalprojects/copyright.html	1994_P02_entire.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1386	1386	1227.jpg	/cwsi/image/1227.jpg
George Lamming reads from Natives of My Person (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P02_entire.rm	Lamming, George, 1927-	D'Aguiar, Fred, 1960-	Fred D'Aguiar introduces Barbadian writer George Lamming and reads from the foreword by Sandra Paquet in Lamming's novel In the Castle of My Skin. Lamming then talks about his novel Natives of My Person, in which a naval commander must choose between his love of the sea and the woman he loves.	Lamming, George, 1927-; Caribbean literature; Literature video; Barbadian fiction; Sea stories; Voyages and travels -- Fiction; Authors, Barbadian	University of Miami English Department	1996	75 min 55 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 2. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P02_entire.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1387	1387	1348.jpg	/cwsi/image/1348.jpg
Olive Senior reads from Gardening in the Tropics (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P09_02_tropics.rm	Senior, Olive		Jamaican author Olive Senior reads some selections from Gardening in the Tropics: "Hurricane Story 1988," about her mother’s business selling shoes being disrupted by a hurricane, and "My Father's Blue Plantation."	Caribbean literature; Literature video; Jamaican poetry; Selling -- Shoes -- Poetry; Gardening -- Poetry; Hurricanes -- Poetry	University of Miami English Department	1995	4 min 16 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 9. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P09_02_tropics.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1388	1388	1312.jpg	/cwsi/image/1312.jpg
Zee Edgell reads from In Times Like These (1991)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1991/1991_P15_01_edgell.rm	Edgell, Zee		Belizean author Zee Edgell reads Chapter 1 of her novel In Times Like These, the story of a woman's fight to come to terms with the ghosts of her past and to determine her own future.	Caribbean literature; Literature video; Belizean literature; Women -- Fiction	University of Miami English Department	1991	15 min 26 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 15. Caribbean writers and their art, 1991		http://merrick.library.miami.edu/digitalprojects/copyright.html	1991_P15_01_edgell.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1389	1389	1136.jpg	/cwsi/image/1136.jpg
Louie Laveist reads from a play (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P08_04_laveist.rm	Laveist, Louie		Louie Laveist, playwright-actor of Great Bay (Philipsburg), St. Martin, founder of the United Theatre Company, and member of parliament of the Territory of the Netherlands Antilles, reads two sections from a play (“Bondage”?) he wrote at the University of Miami based on AIDS prevention. A young man has a sexual encounter, and a year later receives a terrifying phone call. He talks with a friend who advises him that safe sex is essential.	Caribbean literature; Literature video; AIDS (Disease) -- Drama; Safe sex in AIDS prevention -- Drama	University of Miami English Department	1996	8 min 31 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 8. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P08_04_laveist.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1390	1390	1365.jpg	/cwsi/image/1365.jpg
Obediah Smith reads his poetry (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P11_09_smithpoems2.rm	Smith, Obediah Michael		Bahamian author Obediah Smith reads poetry: "Montegue Bay," "He Loves Me Not," "Reflected in Their Faces," "Relief," "Plagiarism," "Evening Song," "Romances," "One," "Without Clearing Customs," "Primitive Delight," "Clean Edges," "Thunder," "A Bit of Bitter Wine," "They Thieve My Soul," "Aquafresh," "Crack of Life," and "Wax Paper People." The reading is at the Tap Tap Haitian Restaurant in South Beach, Florida.	Caribbean literature; Literature video; Bahamian literature; Man-woman relationships -- Poetry	University of Miami English Department	1995	8 min 53 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 11. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P11_09_smithpoems2.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1391	1391	1325.jpg	/cwsi/image/1325.jpg
Cynthia James reads her poetry (1991)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1991/1991_P17_05_james.rm	James, Cynthia		Trinidadian teacher/writer/theater critic Cynthia James, with musical accompaniment, reads "Iere, My Love" (Iere is the Arawak name for Trinidad}, "Turtle Watching" about a night leatherback turtles came to the Trinidad shore to lay eggs, and "Dry Season."	Caribbean literature; Literature video; Trinidadian and Tobagonian poetry; Turtles -- Poetry	University of Miami English Department	1991	6 min 23 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 17. Caribbean writers and their art, 1991		http://merrick.library.miami.edu/digitalprojects/copyright.html	1991_P17_05_james.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1392	1392	1145.jpg	/cwsi/image/1145.jpg
Elena Lawton de Torruella reads poetry (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P12_07_torruella.rm	Torruella, Elena Lawton de	Solomon, Mervyn	Mervyn Solomon introduces American-born Puerto Rico resident Elena Lawton de Torruella, who reads poetry: "The Gong," "In Response to 'The Light of the World' by Derek Walcott," "Flamboyan," "Regarding Love," "Today is the Day," and "Abuela Matilde."	Torruella, Elena Lawton de; Walcott, Derek -- Poetry; Caribbean literature; Literature video; Gong music -- Poetry; Family -- Poetry	University of Miami English Department	1995	14 min 28 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 12. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P12_07_torruella.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1393	1393	1331.jpg	/cwsi/image/1331.jpg
Edwidge Danticat reads from Breath, Eyes, Memory (1994)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1994/1994_P06_06_breatheyes2.rm	Danticat, Edwidge, 1969-		Award-winning Haitian-American writer Edwidge Danticat reads excerpts from Breath, Eyes, Memory. She then closes the program by addressing the audience in Creole.	Haitian fiction; Literature video; Caribbean literature; Haitian Americans -- Travel -- Haiti -- Fiction; Haitian Americans -- New York (N.Y.) -- Fiction; Dialect literature; Folklore -- Fiction; Storytellers -- Fiction; Women -- New York (N.Y.) -- Fiction	University of Miami English Department	1994	17 min 50 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 6. Fiction and poetry readings, 1994		http://merrick.library.miami.edu/digitalprojects/copyright.html	1994_P06_06_breatheyes2.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1394	1394	1244.jpg	/cwsi/image/1244.jpg
Olive Senior introduced by Sandra Paquet (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P09_01_introduction.rm		Solomon, Mervyn; Paquet, Sandra Pouchet	Mervyn Solomon introduces Dr. Sandra Paquet of the University of Miami English Dept., who introduces Jamaican author Olive Senior.	Senior, Olive; Caribbean literature; Literature video; Authors, Jamaican	University of Miami English Department	1995	4 min 46 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 9. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P09_01_introduction.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-12	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1395	1395	1428.jpg	/cwsi/image/1428.jpg
Dalma Llanos introduced by Mervyn Solomon (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P12_01_introduction.rm		Newson, Adele S.; Solomon, Mervyn	Adele Newson introduces the CWSI. She then introduces Mervyn Solomon, who introduces the program and introduces Puerto Rico-born New Yorker Dalma Llanos as the first writer.	Caribbean literature; Literature video; Women authors, Puerto Rican	University of Miami English Department	1995	4 min 48 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 12. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P12_01_introduction.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-12	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1396	1396	1432.jpg	/cwsi/image/1432.jpg
Maryse Conde and Richard Philcox, question and answer session (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P03_06_qanda.rm		Paquet, Sandra Pouchet	Sandra Paquet invites the audience to ask questions of Maryse Conde, who answers the question of whether she thinks in particular languages when she writes. Richard Philcox, Conde’s husband and translator, answers a question about translating and remarks on her use of nature imagery in her writing, and Conde adds to his answer. Conde answers questions about her travels in Africa and about her relationship with France as a native of Guadeloupe.	Conde, Maryse; Caribbean literature; Literature video; Women authors, Guadeloupe; Creole dialects in literature; Dialect literature; Translating and interpreting; Nature in literature	University of Miami English Department	1995	16 min 24 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 3. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P03_06_qanda.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-12	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1397	1397	1424.jpg	/cwsi/image/1424.jpg
Zack Bowen introduces three Caribbean writers (1991)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1991/1991_P13_01_introduction.rm		Bowen, Zack R.	University of Miami English Department Chairman Zack Bowen introduces poet/physiotherapist Aurora Shante Ferguson of Nassau in the Bahamas, Jamaican poet Velma Pollard, and Trinidadian writer Michael Anthony.	Ferguson, Aurora Shante; Pollard, Velma; Anthony, Michael, 1930-; Authors, Bahamian;Authors, Trinidadian; Authors, Jamaican; Caribbean literature; Literature video	University of Miami English Department	1991	1 min 28 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 13. Caribbean writers and their art, 1991		http://merrick.library.miami.edu/digitalprojects/copyright.html	1991_P13_01_introduction.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-12	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1398	1398	1403.jpg	/cwsi/image/1403.jpg
Heritage (1991)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1991/1991_P08_entire.rm	Edgell, Zee; Burdige, Lisa	Baugh, Edward	Edward Baugh introduces Belizean writer Zee Edgell and New Yorker Lisa Burdige. Edgell, the first internationally published novelist of Belize, discusses her novels and the effect of Belizean culture on her writing. She explains the multiculturality and ethnic groupings in Belize, including Mayas, mestizas, the Garifuna people (free African Maroons), and Creoles. She talks about women in literature, the differing values men and women hold in the Caribbean, and her novel Beka Lamb. Burdige gives her perspective of being an American writer at the CWSI, and she and Baugh discuss ethnicity, regionality and universality in literature. Burdige describes one of her short stories, “Vacations,” about a tourist visiting an island, and reads a passage from it. Edgell reveals that most of the conference attendees accepted Burdige and forgot she was not a Caribbean woman; she reads a passage from her fiction.	Edgell, Zee; Burdige, Lisa; Belizean literature; Ethnicity in literature; Caribbean literature; Literature video; Women authors, Caribbean	University of Miami English Department	1991	30 min, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 8. Caribbean writers and their art, 1991		http://merrick.library.miami.edu/digitalprojects/copyright.html	1991_P08_entire.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-12	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1399	1399	1401.jpg	/cwsi/image/1401.jpg
History, the Caribbean and the imagination (1991)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1991/1991_P01_entire.rm	Brathwaite, Kamau, 1930-	Baugh, Edward	Edward Baugh of the University of the West Indies in Mona, Jamaica, introduces the series "Caribbean writers and their art." He introduces Barbadian poet-historian Kamau Brathwaite, who explains his role as co-director of the first Caribbean Writer’s Summer Institute in 1991. The pair discuss Miami, Florida, as a Caribbean space, the Caribbean region and its history, colonialism, and Caribbean literature. Brathwaite gives oral biography, a short narrative of his literary career, including colonial versus indigenous influences (such as John Keats) on his writing, and the impact of rhythms on language. Brathwaite closes with a few poems -- "Calypso," Jazz Poems, "Atumpan" -- and discusses his visit to Ghana.	Caribbean literature; Caribbean poetry; Brathwaite, Kamau, 1930-; Barbadian poetry; Colonialism; Sea poetry; English language -- Rhythm; Jazz	University of Miami English Department	1991	30 min, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 1. Caribbean writers and their art, 1991		http://merrick.library.miami.edu/digitalprojects/copyright.html	1991_P01_entire.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-12	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1400	1400	1396.jpg	/cwsi/image/1396.jpg
Brittany Wivell reads from "Meet Me at Church Bay" (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P13_02_wivell.rm		Wivell, Brittany	Mervyn Solomon introduces Bermudan writer Brittany Wivell, who reads a monologue from a short story called "Meet Me at Church Bay." The narrator, a teenage girl, talks about her relationship with a no-good boyfriend who cheats on her and impregnates his mistress. When he tires of being a husband and father, he tries to get his first girlfriend back and they have an affair.	Wivell, Brittany; Authors, Bermudian; Caribbean literature; Literature video; Bermudian fiction; Man-woman relationships -- Fiction; Fornication -- Fiction; Teenage parents -- Fiction; Abusive men -- Fiction; Teenage girls -- Fiction; Adultery -- Fiction	University of Miami English Department	1995	16 min 23 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 13. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P13_02_wivell.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-12	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1401	1401	1434.jpg	/cwsi/image/1434.jpg
Lorna Goodison reads "Miss Mirry" and "Sleeping Zemis" (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P04_06_poemset3.rm	Goodison, Lorna		Jamaican writer Lorna Goodison reads a poem from her book Turn Thanks: "Turn Thanks to Miss Mirry" (about a "helper" the family had when she was a child; "she didn’t like the English language and the English language didn’t like her") and "The Sleeping Zemis." (Zemis are amulets representing the Arawak pantheon of gods.) The reading is held at Books and Books bookstore in Miami Beach.	Anger -- Poetry; Nannies -- Poetry; Amulets -- Poetry; Second language acquisition -- Poetry; Women domestics -- Poetry; Dialect poetry; Jamaican poetry; Literature video; Caribbean literature	University of Miami English Department	1996	7 min 52 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 4. Poetry and fiction readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P04_06_poemset3.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-12	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1402	1402	1438.jpg	/cwsi/image/1438.jpg
Ronald Lightbourne reads "Hidden in Music" and "Brimston Hill" (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P10_07_lightbourne.rm	Lightbourne, Ronald; Cortinas, Jorge Ignacio		Musician-writer Ronald Lightbourne of British Guiana, with three other readers (including Jorge Cortinas), performs a funny play-in-progress entitled "Hidden in Music," then reads his poem "Brimston Hill."	Caribbean literature; Literature video; Guyanese drama; Guyanese poetry; Resuscitation -- Drama; Premarital sex -- Drama; Pregnancy -- Drama; Fathers and sons -- Drama	University of Miami English Department	1996	18 min 19 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 10. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P10_07_lightbourne.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-12	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1403	1403	1443.jpg	/cwsi/image/1443.jpg
Islands and mainland (1991)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1991/1991_P07_entire.rm	Kristensen, Randi Gray; Kamau, Kwadwo Agymah, 1948-; Frederick, Rawle	Baugh, Edward	Baugh explains that many Caribbean writers have had the experience of growing up in the islands and then of moving to live on a continent and, occasionally, thereafter back to the islands. He shows where Barbados, Trinidad and Tobago, and Jamaica are on the map and describes those islands briefly. Baugh interviews Barbadian novelist Kwadwo Kamau about his life and work as an immigrant to the United States. Next, Baugh interviews Rawle Frederick, Trinidadian author of poetry and short stories, about his life and work as an immigrant in Montreal, Canada, in Tanzania, and in Bermuda, where Frederick teaches and which Baugh jokingly refers to as "an honorary West Indian island." Baugh then talks with Randi Kristensen, a graduate student at Louisiana State University in sociology, an activist for immigrants whose homelands were affected by U.S. foreign policies, and an aspiring writer. Having spent her life traveling back and forth between Jamaica and America, she is interested in how people cope with differences in gender, culture, and class and argues that the "melting pot" is not the right metaphor for America, which must learn to accept differences. Baugh asks Frederick and Kamau about their experiences attending the CWSI. Kamau talks about his Barbadian grandmother and Baugh notes that grandmothers are often as influential as mothers in the Caribbean. The speakers comment on the influence of their travels on their writings.	Kamau, Kwadwo Agymah, 1948-; Frederick, Rawle; Kristensen, Randi Gray; West Indians -- Cultural assimilation; Emigration and immigration in literature; Travel in literature; Barbadian literature; Bermudian literature; Caribbean literature; Literature video	University of Miami English Department	1991	30 min, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 7. Caribbean writers and their art, 1991		http://merrick.library.miami.edu/digitalprojects/copyright.html	1991_P07_entire.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-12	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1404	1404	1400.jpg	/cwsi/image/1400.jpg
Lorna Goodison introduced by Sandra Paquet (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P10_01_introduction.rm		Solomon, Mervyn; Paquet, Sandra Pouchet	Mervyn Solomon introduces Dr. Sandra Paquet of the University of Miami English Dept., who introduces Jamaican author Lorna Goodison.	Goodison, Lorna; Caribbean literature; Literature video; Authors, Jamaican	University of Miami English Department	1995	7 min 05 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 10. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P10_01_introduction.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-12	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1405	1405	1429.jpg	/cwsi/image/1429.jpg
Two writers' beginnings: Geoffrey Philp and Marina Taitt:Geoffrey Philp and Marina Taitt (1991)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1991/1991_P05_entire.rm	Philp, Geoffrey; Taitt, Marina	Baugh, Edward	Edward Baugh introduces Jamaican novelist, teacher, and poet Geoffrey Philp and Guyanese teacher and writer Marina Taitt, using a map to show the lands they come from. Philp discusses the themes of dislocation and migration in his writing. Taitt talks about the influences on her writing, including the jungle landscape of Guyana and her exposure to the theater. Philp speaks on finding his 'voice' as a writer and Taitt talks about finding a wider audience for her work in America. They discuss forthcoming works.	Philp, Geoffrey; Taitt, Marina; Philp, Geoffrey; Taitt, Marina; Caribbean literature; Literature video; Jungles in literature; Authors, Jamaican; Women authors, Guyanese; Jamaican literature; Guyanese literature; Emigration and immigration in literature	University of Miami English Department	1991	30 min, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 5. Caribbean writers and their art, 1991		http://merrick.library.miami.edu/digitalprojects/copyright.html	1991_P05_entire.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-12	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1406	1406	1399.jpg	/cwsi/image/1399.jpg
Sandra Paquet introduces Antonio Benitez Rojo (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P08_01_introduction.rm		Paquet, Sandra Pouchet; Solomon, Mervyn	Mervyn Solomon introduces Dr. Sandra Paquet of the University of Miami English Dept., who introduces Cuban author and scholar Antonio Benitez Rojo.	Benitez Rojo, Antonio, 1931-; Caribbean literature; Literature video; Authors, Cuban; Cuban literature	University of Miami English Department	1995	26 min 27 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 8. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P08_01_introduction.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-12	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1407	1407	1427.jpg	/cwsi/image/1427.jpg
Zee Edgell interviewed by Michael Anthony (1992)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1992/1992_P09_entire.rm	Edgell, Zee	Anthony, Michael, 1930-	Trinidadian novelist Michael Anthony interviews the internationally famous Belizean novelist, Zee Edgell. He asks about the languages spoken in Belize; Edgell lists the Creole speakers, the three Mayan groups, the Carib Indians, the Mennonites, the Spanish speakers, the Garifuna, and the mestizas. Edgell discusses Belizean literature and oral history, adding that Belizeans are "very aware" of West Indian literature. She says that the multiculturality and traditions of Belize influences her writing and that she desires to be an international, rather than a regional, writer. Describing her themes in her novel Beka Lamb, she says that it was written in Afghanistan, Bangladesh, and the United States. Anthony asks about Belizean culture and about her second novel, In Times Like These, which is also about a historical period (1981) during the riots in Belize. Edgell says she knew she would become a writer in grade school and speaks of her ambition to write a novel for each ethnicity in Belize.	Edgell, Zee; Caribbean literature; Literature video; Ethnicity in literature; Travelers' writings; Women travelers	University of Miami English Department	1992	27 min 59 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 9. Caribbean writers and their art, 1992		http://merrick.library.miami.edu/digitalprojects/copyright.html	1992_P09_entire.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-12	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1408	1408	1409.jpg	/cwsi/image/1409.jpg
