Title	Translated Title	Variant Title	Uniform Title	Creator	Contributor	Summary	Note	Subject	Genre	Publisher	Date	Time Period	Geographic Subject	Geo Point	Geo Box	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	IBISWEB Link	Call No.	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Digital ID	Upload ID	Full Text	Type	Format	Date Digital	Original Source	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Gray Line: finest sightseeing boats in the world						Promotional material for the Gray Line sightseeing boats business, which takes tourists to South Bay, the Seminole Indian Village, Vizcaya, Fort Lauderdale, and other sites.		Gray Line (Firm); Sightseeing business	Advertising fliers	Gray Line (Firm)			Florida; Miami-Dade County (Florida); Miami Beach (Florida)						University of Miami Libraries. Special Collections.	Florida Promotional Materials	ASM0250	Series:  I Unassigned	Box No. 7; Folder Title: Miami Beach (3).									http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0250000073		asm0250_1		Text	image/tiff															2013-08-08	2013-08-08	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/10	10	11.cpd	/pamphlets/supp/10/index.pdf
Page 1																																http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0250000045	asm02500000450001001		RIGHT Oil  THE  OIEHH  HO T E 1  minmiBEniH  ▲tN«L»  QetdiU GUenteU  HO Til  ON THE OCEAN AT 88th STREET  minmiBEntH 		image/tiff						78525285 Bytes	4729	5535	499517384	RGB	8	600	asm02500000450001001.tif		2013-08-08	2013-08-08	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/11	11	12.jp2	/pamphlets/image/12.jp2
Page 2																																http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0250000045	asm02500000450002001		Solatia  QUI,  e  *r&lt;  °ol  ®*  J. Sherwood Schomberg, Mgr.  4,      A       A       A  i , MEANS    APPROVA  LITHOGRAPHED BY THE  MIAMI OFFSET COMPANY  ^ 		image/tiff						77957805 Bytes	4729	5495	668082073	RGB	8	600	asm02500000450002001.tif		2013-08-08	2013-08-08	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/12	12	13.jp2	/pamphlets/image/13.jp2
Hotel Arnold						The Hotel Arnold advertises its "gentile clientele."		Arnold Hotel (Miami Beach, Florida)	Advertising fliers				Florida; Miami-Dade County (Florida); Miami Beach (Florida)			1 folded leaf			University of Miami Libraries. Special Collections.	Florida Promotional Materials	ASM0250	Series:  I Unassigned	Box No. 7; Folder Title: Miami Beach (1).									http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0250000045		asm0250_1		Text	image/tiff															2013-08-08	2013-08-08	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/13	13	14.cpd	/pamphlets/supp/13/index.pdf
Page 1																																http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0250000035	asm02500000350001001		VIZCAfA  Vizcaya Museum and Gardens, 3251 South Miami Avenue, Miami, FL 33129  Just south of the Rickenbacker Causeway entrance.  For ticket prices  or additional information,  call (305) 579-2813.  Directions From the North: Take 1-95 South to Exit 1 and  follow the signs to Vizcaya.  From the South: Take US1 to S.W. 17th Ave., go east and  follow the signs to Vizcaya.  Open every day except Christmas. Ticket booth open  9:30 a.m.-4:30 p.m. daily. Cafe and gift shop open 9:30 a.m-  5 p.m. daily. Group tours maybe arranged by appointment;  call 579-2808. Vizcaya may be rented for private and commercial purposes, including photography sessions and  evening parties. Call 579-4626.  Photos by Steven Brooke  A division of Metro-Dade Park and Recreation Department. This brochure made possible by  the Metropolitan Dade Board of County Commissioners. Vizcaya is also supported by the  Vizcaya Guides and The Vizcayans. a3&gt;  250M  B/i  VIZCAfA  ...  r f  vv  vr-. ■  r  f;  -  •.  Spend A Day In  The XSI Century 		image/tiff						156466836 Bytes	9598	5434	4104300913	RGB	8	600	asm02500000350001001.tif		2013-08-08	2013-08-08	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/14	14	15.jp2	/pamphlets/image/15.jp2
Page 2																																http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0250000035	asm02500000350002001		Vizcaya stands majestically at the edge of Biscayne Bay,  buffered from modem-day Miami by one of the few native  hammock forests left in South Florida.  Vizcaya. The villa. The garden. The forest. The  museum. A "must see" on the list of all who visit Florida.  It began as the winter retreat of industrialist James  Deering, Vice President of International Harvester, and  evolved into his personal celebration of the European  decorative arts.  He roamed Europe, observing the architecture and  collecting paintings, tapestries and furniture. The ancient  country homes of the Italian Veneto appealed to him most,  so his new winter home was fashioned accordingly. And  on the day it was completed in 1916, it looked as if it had stood there for more than four  hundred years.  He named it Vizcaya, a Basque word meaning "elevated place." Today, it is preserved  as an impressive museum representing the Renaissance, Baroque, Rococo and  Neoclassic styles.  A day at Vizcaya is a day of wonderment. The villa's 34 rooms, arranged around a  central courtyard, provide an uncommon glimpse four centuries into the past.  The gardens invite contemplation and reflection. Colorful plant life embellishes the  Renaissance and Baroque designs. Sculptures, balustrades and decorative urns are poised  in silence, while the fountains, pools and cascades collectively add a poetic nuance.  A meandering trail guides you through a natural  hammock forest so dense that even the strong Miami  sun is eclipsed. The exotic and varied plant life gives  visitors a rare look at the terrain in South Florida that  flourished before the area's urbanization.  Considering the diverse and uncanny beauty of this  treasure called Vizcaya, it's no wonder that more than a  quarter-million people come to visit each year. And on  September 10,1987, Vizcaya had two very special visitors  -Pope John Paul II and President Ronald Reagan,  meeting in private on the first afternoon of  the pontiff's historical tour of America. 		image/tiff						156466836 Bytes	9598	5434	2481982261	RGB	8	600	asm02500000350002001.tif		2013-08-08	2013-08-08	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/15	15	16.jp2	/pamphlets/image/16.jp2
Vizcaya: spend a day in the XVI century					Brooke, Stephen<br>Metropolitan Dade County. Board of County Commissioners	Promotional flier advertising the Vizcaya Museum and Gardens.		Vizcaya Museum and Gardens (Miami, Florida); Deering, James, d. 1925 -- Homes and haunts; Tourist attractions	Advertising fliers				Florida; Miami-Dade County (Florida); Miami (Florida)			1 folded leaf			University of Miami Libraries. Special Collections.	Florida Promotional Materials	ASM0250	Series:  I Unassigned	Box No. 7; Folder Title: Miami (10).									http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0250000035		asm0250_1		Text	image/tiff															2013-08-08	2013-08-08	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/16	16	17.cpd	/pamphlets/supp/16/index.pdf
Page 1																																http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0250000056	asm02500000560001001		,   t ,  I  ( GREATER MIAMI'S HISTORIC J  RtSBJ fH  MIAMI  BEACH  ATLANTIC  OCEAN  Art Deco District  Coconut Grove  Coral Gables  Homestead  Latin Quarter  i Little Haiti  i Opa-Locka  i Overtown  Introduction  One of Dade County's greatest assets is the  diversity of its neighborhoods. Everyone who  has settled in the area has come from someplace else. Some of the earliest settlers came  from northern states, and they or their parents  were immigrants. Many of the more recent settlers came from Latin America and the Caribbean. The people who have chosen to settle  here have often brought with them their own  ideas about culture, food, language, architecture and style.  Once here, these new ideas fuse with the  existing culture, creating the truly unique mixture identified with South Florida today. A  broad range of neighborhoods emerges. There  are those with a unique or specific architectural theme, like Coral Gables, Miami Shores  and Morningside, with their Mediterranean  Revival homes; Opa-locka's Moorish fantasies;  Miami Springs' Pueblo Revival visions;  Hialeah's Mission past; Miami Beach's Art  Deco; neighborhoods full of history like the  bay era represented by Coconut Grove and  Lemon City; the Black heritage of Overtown  and Liberty City; the recent history of Little  Havana and Little Haiti; rural areas like South  Dade, Homestead and Florida City; working  areas like Larchmont, Melrose, Carol City and  Little River; and bedroom communities in  northeast Dade County like El Portal, Biscayne  Park, North Miami and North Miami Beach. To  see how really different Dade is we suggest a  visit to one of our many colorful  neighborhoods.  For more information, contact Metro-  Dade Historic Preservation Division, CED at  545-4228; or Dade Heritage Trust, Inc. at 358-  9572; or Historical Association of Southern  Florida at 375-1492.  Tours are offered by many local groups,  including the Art Deco District (call the Miami  Design Preservation League at 672-2014), the  Morningside District (call the Morningside  Civic Association at 758-0940) and Coconut  Grove (call the Villagers at 666-4162).  &lt;3?S&lt;a-&&gt; S^Ovzo^'(,ouo\u»0 		image/tiff						117917445 Bytes	7153	5495	663329554	RGB	8	600	asm02500000560001001.tif		2013-08-08	2013-08-08	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/17	17	18.jp2	/pamphlets/image/18.jp2
Page 2																																http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0250000056	asm02500000560002001		The Latin Quarter  No one group has had a greater impact on the Miami area than the  influx of Cuban immigrants. Since the early 1960s many of them  have settled in the "Little Havana" area of Miami, bringing with  them their own culture.  The heart of Little Havana is reminiscent of the character of  old Havana, Cuba. Gaslight-like streetlights and brick sidewalks  invite visitors for a stroll down tree-lined streets.  New businesses have begun to adopt the  Spanish style of architecture, with new  shopping plazas and even a McDonalds  on Calle Ocho sporting the motif.  The area was first developed in  the 1920s, with Spanish-Mediterranean  apartment houses being built alongside  the popular bungalow-style single-  family homes. Many of these  bungalows, like those  along the  100 and  1200 blocks  of S.W 7th  and 8th Avenues, used  native coral limestone in  the construction of their  chimneys and porch piers.  On the south side of  the Latin Quarter is S.W  8th Street, also known as  "Calle Ocho," the primary  commercial corridor in  Little Havana. Along this  street at 14th Avenue is  Domino Park, where  there is always a crowd  playing or watching the  daily domino games.  It is the most popular  urban park in Dade  County.  A cortadito break at an outdoor  cafe on "Calle Ocho".  "Calle Ocho Openhouse" held in March every year sets a sea of  humanity to the beat of a giant, day-long street fair. Typical Cuban  foods sold on sidewalk stands and top Latin entertainers performing on several stages along the twenty-three-block-long festival  provide the main ingredients to one of Miami's biggest parties.  Jose Marti Park is set right  on the busy Miami River.  Two blocks east of  the park is Cuban Memorial Boulevard, an  avenue dedicated to the  heroes of the Bay of  Pigs Invasion. Here the  flame of freedom burns  brightly, flags wave and stately trees frame the view  On the northern perimeter is Flagler Street, named for railroad magnate Henry M. Flagler, who really put the city on the map  by bringing the Florida East Coast Railroad to town. The street is  the dividing line between Miami's north and south sections.  At Flagler Street and 17th Avenue, the Quarter's northwestern  edge, is the "Plaza de la Cubanidad" which features a water sculpture by local Cuban artist Tony Lopez. The work shows a map of  Cuba featuring the faces of important Cuban Patriots. Six stately  Royal Palm trees reign over the park, one for each of the six provinces of Cuba.  There are many restaurants  in the area which feature Cuban  dishes, providing more than  ample portions of Picadillo,  Ropa Vieja, or Arroz con  Polio and Paella.  Delicious Cuban food draws  visitors to the Latin Quarter.  Not far from the Latin  Quarter, on the edge of Little  Havana on the riverfront, is  one of Miami's newest parks.  Jose Marti Park faces the Miami  River and is one of the most colorful  attractions in the area. It has a waterfall,  a swimming pool, covered picnic benches and a small cafe.  On S.W First Street and 5th Avenue is Warner Place, a 1911  mansion done in Neo-Classic Revival style. A series of frame vernacular buildings currently under rehabilitation line S.W 1 Street  at the intersection with the Miami River, one of the earliest building groups in the City of Miami.  For more information,  contact the Latin Chamber  of Commerce at 642-3870;  or the Little Havana Community Tourist Authority  at 324-7349; or the Miami  Planning Department at  579-6086.  Renovation of historic buildings  is taking place in the area. 		image/tiff						79276605 Bytes	4809	5495	250391261	RGB	8	600	asm02500000560002001.tif		2013-08-08	2013-08-08	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/18	18	19.jp2	/pamphlets/image/19.jp2
Page 3																																http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0250000056	asm02500000560003001		Coconut Grove  This area is a few miles south of the Miami River, where the land  rises up over a scenic limestone bluff. The earliest settlers arrived  before the Civil War, but the area remained a wilderness until the  late 1800s.  Ralph Munroe, a sailing enthusiast, moved permanently to  Coconut Grove in 1888. He convinced Charles and Isabella Peacock  to start a hotel there.  Several black families,  mainly from the Bahamas,  settled in the area. One such  immigrant, E.WE Stirrup,  bought land and built  houses along Charles Avenue, the first black community in the county. The  Charles Avenue settlement  still thrives. Coconut Grove  emerged as a unique village  where rich, poor, black,  Veterans Day Parade  on Main Highway, 1925.  white, intellectual and uneducated people lived and worked  together without the usual geographic and social divisions which  separated other communities.  Munroe's residence on Main Highway, named "The Barnacle"  after its unusual design in 1891, is one of the finest examples of  vernacular architecture to be  found in Dade County. It is  now owned by the State of  Florida which operates it as a  park and museum, offering  tours at regularly scheduled  times.  After the building of  Vizcaya, the palatial estate of  millionaire industrialist James  Deering, the area along the  Bay attracted wealthy winter visitors, including such notables  as William Jennings Bryan and Dr. Leon H. Baekland  (the inventor of "Bakelite" - the predecessor of plastic)  who built many magnificent homes in the area.  The main thoroughfare through the commercial area  called "Main Highway" is lined with sidewalk cafes, specialty  stores and boutiques. The brick sidewalks are usually  brimming with shoppers, strollers, skaters, joggers or  sightseers. Performances at the Coconut Grove Playhouse  Plymouth Congregational Church  looks much the same as it did  when it was built in 1917.  The "Barnacle," built by Commodore Monroe  in 1891, is open to the public.  in the heart of the area  attract even more  culture seeking crowds  to the area.  Every year in February the Coconut Grove  Arts Festival attracts  crowds in the hundreds  of thousands who come  to view the latest works  Outdoor dining is one of the many  attractions of Coconut Grove.  by top local and national artists.  Main Highway joins Grand Avenue at "five corners," where  heading southeast will take you back to the Bay and heading west  along Grand will take you to the commercial area of the Black  Grove. Stores here are painted in vibrant colors and sport decorative wooden signs, all made by local artists.  Other attractions include: the Plymouth Congregational  Church on Devon Road; the Ransom Everglades School (1902); the  Carrollton School (1918, formerly El Jardin); Bryan Memorial  Methodist Church all on Main Highway; Dinner Key Marina; and  the Miami City Hall at the old Pan Am Seaplane terminal.  For more information, contact Miami Planning Department  at 579-6086; or Coconut Grove Chamber of Commerce at 444-7270. 		image/tiff						79276605 Bytes	4809	5495	1528377371	RGB	8	600	asm02500000560003001.tif		2013-08-08	2013-08-08	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/19	19	20.jp2	/pamphlets/image/20.jp2
Page 4																																http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0250000056	asm02500000560004001		Opg-bckg  Pioneer Aviator Glen Curtiss made great contributions to the development of Dade County. He donated large tracts of land to the  county, including the site of today's international airport and the  north campus of Miami-Dade Community College. He was the  developer of many local communities, each of which had its own  special theme architecture. An area of northwest Dade, named  "Opatishawockalocka" by the Indians, became the planned city of  Opa-locka.  With a copy of "The One Thousand and One Tales From the  Arabian Nights" as a guide, architect Bernhardt Muller began  designing buildings with a Moorish motif. The area is one of the  most fascinating architectural exhibits in the county, and even the  homes sport minarets and domes. The main streets were laid out  in the shape of the crescent moon and were named after characters in the "Arabian Nights."  The style works best in  the buildings of larger scale.  In the downtown area,  visitors can see the  administration  building, now the  City Hall along  Sharazad Boulevard.  It has minarets,  a watchtower, domes,  cracked stucco,  quaint balconies,  pointed arches  and crenellated  parapets.  Just down the street is the Hurt Building, later known  as the Opa-locka Hotel, which has many of the same  details.  A minaret is silhouetted against  the sky on Sharazad Boulevard.  Opa-locka's "Arabian Nights"  styled City Hall.  /  A 1920's costume  party on the  steps of City Hall.  Across Ali-Baba Avenue from the Hotel is the Train Station,  whose entranceway features keyhole arches framed by hand-  painted imported tiles. It, too, has domes and a crenellated parapet. Opa-locka was the first stop in Dade County of the "Orange  Blossom Special." The train's arrival was celebrated with a parade  featuring participants dressed in Arabian costumes. Each year in  May the City continues the tradition with an "Arabian Nights  Festival."  For more information, contact City of Opa-locka at 688-4611.  Homestead  When Henry Flagler's railroad company extended the railroad  south from Miami, F.E.C. surveyor J.S. Frederick laid out the town  of Homestead some thirty miles south of Downtown Miami.  The city was planned as the  "home base" for Flagler's railroad  construction crews which would  build the "railroad that went to  sea" - the extension of the line to  Key West.  Most of the buildings in the  downtown area are from the 1950s  when business boomed from the  expansion of the nearby Homestead Air Base. But Homestead's  Krome Avenue is typical of the  earlier small town "Main Street,"  with some of the buildings dating  back to the 1920s as well as old  City Hall which was built in 1917  A few other pioneer buildings still remain in the downtown  area. The WD. Home building at 13 N. Krome Avenue was built in  1912 by the area's first postmaster, real estate agent, and bank  president; Home also opened the first store, built the first house,  the first school, the first tomato farm and the first packing house.  Home opened the first hotel in the area, today known as the  Redland Hotel at 5 South Flagler Avenue. It was built in 1913-  Homestead in the 30's, looking sou  /*/*. 		image/tiff						79276605 Bytes	4809	5495	4044614591	RGB	8	600	asm02500000560004001.tif		2013-08-08	2013-08-08	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/20	20	21.jp2	/pamphlets/image/21.jp2
Page 5																																http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0250000056	asm02500000560005001		Each February the area celebrates "Homestead's Frontier  Days," which include an Art Show and the Homestead Rodeo at  Harris Field.  The City is revitalizing the downtown area with new  landscaping, improved drainage and new paved surfaces. Based  on the same pride, dedication, enthusiasm and foresight set  forth by Homestead's founding fathers, the new downtown revitali-  zation will revive the city's  hometown traditions.  South of Homestead on Krome  Avenue is the  Florida Pioneer  Museum, located  in Florida City.  Built in 1904 it  is among the earliest  remaining buildings in  Dade County associated  with the beginnings of  the railroad.  Vine-ripened tomatoes  are a cash crop in Homestead.  North of the city is the "Redland" farm country, where farmers grow tomatoes, limes, mangos and avocados. Today, 95% of  the limes and mangos, along with 25% of all the avocados produced in the United States, come from Dade County. The area produces much of the nation's winter vegetables, earning it the nick  name of the nation's "Winter Salad Bowl."  For more information, contact City of  Homestead at 247-1801; or South Dade Chamber  of Commerce at 238-7192.  Overtown  )uth on Krome Avenue.  Anderson's Corner has been  restored, and now houses  a restaurant and gallery.  Originally known as Colored Town, this is the first black community in the city of Miami. When Miami was incorporated in 1896, an  area to the northwest of the city limits was set aside for blacks,  who at the time constituted  a significant part of the  work force for the new city.  Construction of the  railroad, hotels, roads and  housing provided a major  source of work, and blacks,  mainly from the South  and the Bahamas, were attracted to and settled in the  area. Colored Town flourished as a strong, self-sufficient community, with its own businesses,  shops, churches, schools and places of entertainment.  Through the 1940s and 1950s Overtown became well known  for its jazz clubs, where nationally prominent black entertainers  performed. Artists such as Billie Holiday, Nat King Cole, Louis  Armstrong and Lena Home frequented hotels and clubs like the  Mary Elizabeth and the Lord Calvert. Northwest Second Avenue  became known as "Little Broadway."  The last three decades have taken their toll on Overtown.  Two major expressways built during the 1960s tore right through  the heart of the community, fragmenting it into small, disjointed  The Carver and Mary Elizabeth Hotels were  among the most popular 40's and 50's nightspots.  pieces. Older buildings decayed and were demolished.  Many residents moved out  to new outlying areas.  Racial tensions gave way  to civil disturbances in 1980,  which deeply scarred what  remained of this once thriving neighborhood.  St. John Baptist Church is  a cornerstone of the  Overtown community.  New plans for redevelopment and revitalization of Overtown  are currently under way. Housing, shops and hotels once again will  bring the area back to its earlier pulse. A proposed Historic  Overtown Folklife Village will reuse existing historic buildings in a  re-creation of earlier times. As the neighborhood changes and  plans for its revitalization evolve, one thing remains - the identity  of local black residents with the spirit and vitality of Overtown in  earlier years.  For more information, contact the Black Archives, History  and Research Foundation of South Florida. 638-6064. 		image/tiff						79606305 Bytes	4829	5495	4027109322	RGB	8	600	asm02500000560005001.tif		2013-08-08	2013-08-08	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/21	21	22.jp2	/pamphlets/image/22.jp2
