Title	Translated Title	Creator	Contributor	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Full Text	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 1																											asm0656000187						asm06560001870001001	image/tiff	24146256 Bytes	2488	3232	1677750336	RGB	8	300	asm06560001870001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1370	1370	1371.jp2	/asm0656/image/1371.jp2
Page 2																											asm0656000187						asm06560001870002001	image/tiff	24173212 Bytes	2481	3245	2664451	RGB	8	300	asm06560001870002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1371	1371	1372.jp2	/asm0656/image/1372.jp2
Calvin Kytle, Ohio insurance executive appointed as Community Relations Service deputy director					Contact: David Pearson, WO 7-4014	Samet, Seymour, 1912-; United States. Community Relations Service; Intergroup relations; Social action -- United States; Human rights -- United States; Civil rights -- United States -- History -- 20th century; United States -- Race relations; Community Relations Service. United States Department of Commerce; Kytle, Calvin	Press releases				Washington (D.C.)	1 press release	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 4; Folder Title: Community Relations Service: Press Releases/Clippings						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000187	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1372	1372	1373.cpd	/asm0656/image/1373.cpd
Page 1																											asm0656000206						asm06560002060001001	image/tiff	26069439 Bytes	2587	3359	2637383879	RGB	8	300	asm06560002060001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1373	1373	1374.jp2	/asm0656/image/1374.jp2
Page 2																											asm0656000206						asm06560002060002001	image/tiff	25529280 Bytes	2544	3345	3566844366	RGB	8	300	asm06560002060002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1374	1374	1375.jp2	/asm0656/image/1375.jp2
Seymour Samet speaks of vital urgency of justice in race relations and importance of community responsibilty				Intergroup Relations Officer, Community Relations Service, United States Department of Commerce, speaks to religious and civil community administrators	Newspaper article appears in The Evangelist, Albany, New York, March 11, 1965	Samet, Seymour, 1912-; United States. Community Relations Service; Intergroup relations; Social action -- United States; Human rights -- United States; Civil rights -- United States -- History -- 20th century; United States -- Race relations; Community Relations Service. United States Department of Commerce; Communities	Clippings		1965-03-11	1960-1970	Albany (New York)	1 newpaper clipping; 2 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 4; Folder Title: Community Relations Service: Press Releases/Clippings						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000206	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1375	1375	1376.cpd	/asm0656/image/1376.cpd
Page 1																											asm0656000152						asm06560001520001001	image/tiff	96592014 Bytes	5000	6438	803835745	RGB	8	600	asm06560001520001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1376	1376	1377.jp2	/asm0656/image/1377.jp2
Page 2																											asm0656000152						asm06560001520002001	image/tiff	96319466 Bytes	4972	6456	518218954	RGB	8	600	asm06560001520002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1377	1377	1378.jp2	/asm0656/image/1378.jp2
Page 3																											asm0656000152						asm06560001520003001	image/tiff	95327394 Bytes	4953	6414	1401609826	RGB	8	600	asm06560001520003001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1378	1378	1379.jp2	/asm0656/image/1379.jp2
Page 4																											asm0656000152						asm06560001520004001	image/tiff	95098406 Bytes	4935	6422	1070319491	RGB	8	600	asm06560001520004001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1379	1379	1380.jp2	/asm0656/image/1380.jp2
Page 5																											asm0656000152						asm06560001520005001	image/tiff	95874006 Bytes	4969	6430	4071365279	RGB	8	600	asm06560001520005001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1380	1380	1381.jp2	/asm0656/image/1381.jp2
Page 6																											asm0656000152						asm06560001520006001	image/tiff	96593990 Bytes	4980	6464	3175364360	RGB	8	600	asm06560001520006001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1381	1381	1382.jp2	/asm0656/image/1382.jp2
Page 7																											asm0656000152						asm06560001520007001	image/tiff	96146522 Bytes	4960	6460	3239705146	RGB	8	600	asm06560001520007001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1382	1382	1383.jp2	/asm0656/image/1383.jp2
Page 8																											asm0656000152						asm06560001520008001	image/tiff	95281098 Bytes	4939	6429	2684435692	RGB	8	600	asm06560001520008001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1383	1383	1384.jp2	/asm0656/image/1384.jp2
Page 9																											asm0656000152						asm06560001520009001	image/tiff	95412502 Bytes	4952	6421	2693554459	RGB	8	600	asm06560001520009001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1384	1384	1385.jp2	/asm0656/image/1385.jp2
Page 10																											asm0656000152						asm06560001520010001	image/tiff	95971034 Bytes	4944	6469	2009076216	RGB	8	600	asm06560001520010001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1385	1385	1386.jp2	/asm0656/image/1386.jp2
Page 11																											asm0656000152						asm06560001520011001	image/tiff	95845402 Bytes	4949	6454	2203476629	RGB	8	600	asm06560001520011001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1386	1386	1387.jp2	/asm0656/image/1387.jp2
Page 12																											asm0656000152						asm06560001520012001	image/tiff	96514078 Bytes	4982	6456	1500966356	RGB	8	600	asm06560001520012001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1387	1387	1388.jp2	/asm0656/image/1388.jp2
Page 13																											asm0656000152						asm06560001520013001	image/tiff	95415362 Bytes	4956	6416	3291862993	RGB	8	600	asm06560001520013001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1388	1388	1389.jp2	/asm0656/image/1389.jp2
James H. Laue "8 C's" concept and outline of the movement and Chicago			Laue, James H.		Movement and Chicago includes an analysis of SCLC's approach to the gangs speech and seminar, June 10, 1966	Samet, Seymour, 1912-; United States. Community Relations Service; Intergroup relations; Social action -- United States; Human rights -- United States; Civil rights -- United States -- History -- 20th century; United States -- Race relations; Laue, James H.	Documents		1966-06-10	1960-1970		2 reports; 13 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 1; Folder Title: Community Relations Service: Reports/Papers; Folder Date: [n.d.]						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000152	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1389	1389	1390.cpd	/asm0656/image/1390.cpd
Page 1																											asm0656000156						asm06560001560001001	image/tiff	24185440 Bytes	2486	3240	2911490842	RGB	8	300	asm06560001560001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1390	1390	1391.jp2	/asm0656/image/1391.jp2
Page 2																											asm0656000156						asm06560001560002001	image/tiff	24046760 Bytes	2484	3224	2245483040	RGB	8	300	asm06560001560002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1391	1391	1392.jp2	/asm0656/image/1392.jp2
Page 3																											asm0656000156						asm06560001560003001	image/tiff	24381816 Bytes	2507	3239	1382817788	RGB	8	300	asm06560001560003001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1392	1392	1393.jp2	/asm0656/image/1393.jp2
Page 4																											asm0656000156						asm06560001560004001	image/tiff	24442580 Bytes	2504	3251	2068091780	RGB	8	300	asm06560001560004001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1393	1393	1394.jp2	/asm0656/image/1394.jp2
Page 5																											asm0656000156						asm06560001560005001	image/tiff	24237704 Bytes	2496	3234	1168044538	RGB	8	300	asm06560001560005001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1394	1394	1395.jp2	/asm0656/image/1395.jp2
Page 6																											asm0656000156						asm06560001560006001	image/tiff	24145540 Bytes	2488	3232	1110844522	RGB	8	300	asm06560001560006001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1395	1395	1396.jp2	/asm0656/image/1396.jp2
Page 7																											asm0656000156						asm06560001560007001	image/tiff	24131096 Bytes	2485	3234	790728743	RGB	8	300	asm06560001560007001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1396	1396	1397.jp2	/asm0656/image/1397.jp2
Page 8																											asm0656000156						asm06560001560008001	image/tiff	24748612 Bytes	2526	3263	1060745930	RGB	8	300	asm06560001560008001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1397	1397	1398.jp2	/asm0656/image/1398.jp2
Page 9																											asm0656000156						asm06560001560009001	image/tiff	24272736 Bytes	2489	3248	2073798919	RGB	8	300	asm06560001560009001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1398	1398	1399.jp2	/asm0656/image/1399.jp2
Draft of memo to deputy director					Draft signed "RWW"	Samet, Seymour, 1912-; United States. Community Relations Service; Intergroup relations; Social action -- United States; Human rights -- United States; Civil rights -- United States -- History -- 20th century; United States -- Race relations	Documents					1 document; 9 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 1; Folder Title: Community Relations Service: Reports/Papers; Folder Date: [n.d.]						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000156	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1399	1399	1400.cpd	/asm0656/image/1400.cpd
Page 1																											asm0656000189						asm06560001890001001	image/tiff	24946296 Bytes	2529	3288	2922470306	RGB	8	300	asm06560001890001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1400	1400	1401.jp2	/asm0656/image/1401.jp2
Page 2																											asm0656000189						asm06560001890002001	image/tiff	25178634 Bytes	2558	3281	298014550	RGB	8	300	asm06560001890002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1401	1401	1402.jp2	/asm0656/image/1402.jp2
Samuel W. Allen, American Negro author and attorney named legal counsel for new Community Relations service					Contact: David Pearson, WO 7-4016	Samet, Seymour, 1912-; United States. Community Relations Service; Intergroup relations; Social action -- United States; Human rights -- United States; Civil rights -- United States -- History -- 20th century; United States -- Race relations; Community Relations Service. United States Department of Commerce; Allen, Samuel W.	Press releases				Washington (D.C.)	1 press release; 2 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 4; Folder Title: Community Relations Service: Press Releases/Clippings						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000189	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1402	1402	1403.cpd	/asm0656/image/1403.cpd
Page 1																											asm0656000150						asm06560001500001001	image/tiff	24656956 Bytes	2537	3237	1992315031	RGB	8	300	asm06560001500001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1403	1403	1404.jp2	/asm0656/image/1404.jp2
Page 2																											asm0656000150						asm06560001500002001	image/tiff	24247640 Bytes	2508	3220	378503543	RGB	8	300	asm06560001500002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1404	1404	1405.jp2	/asm0656/image/1405.jp2
Page 3																											asm0656000150						asm06560001500003001	image/tiff	24657208 Bytes	2537	3237	3225845048	RGB	8	300	asm06560001500003001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1405	1405	1406.jp2	/asm0656/image/1406.jp2
Page 4																											asm0656000150						asm06560001500004001	image/tiff	24383036 Bytes	2508	3238	3752134621	RGB	8	300	asm06560001500004001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1406	1406	1407.jp2	/asm0656/image/1407.jp2
Page 5																											asm0656000150						asm06560001500005001	image/tiff	24384048 Bytes	2495	3255	1998933699	RGB	8	300	asm06560001500005001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1407	1407	1408.jp2	/asm0656/image/1408.jp2
Page 6																											asm0656000150						asm06560001500006001	image/tiff	24694584 Bytes	2526	3256	1725621741	RGB	8	300	asm06560001500006001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1408	1408	1409.jp2	/asm0656/image/1409.jp2
Page 7																											asm0656000150						asm06560001500007001	image/tiff	24294276 Bytes	2495	3243	3534851337	RGB	8	300	asm06560001500007001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1409	1409	1410.jp2	/asm0656/image/1410.jp2
Page 8																											asm0656000150						asm06560001500008001	image/tiff	24616488 Bytes	2532	3238	3453225373	RGB	8	300	asm06560001500008001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1410	1410	1411.jp2	/asm0656/image/1411.jp2
Page 9																											asm0656000150						asm06560001500009001	image/tiff	25197180 Bytes	2568	3268	3406869041	RGB	8	300	asm06560001500009001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1411	1411	1412.jp2	/asm0656/image/1412.jp2
Page 10																											asm0656000150						asm06560001500010001	image/tiff	24454440 Bytes	2520	3232	3361041155	RGB	8	300	asm06560001500010001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1412	1412	1413.jp2	/asm0656/image/1413.jp2
Page 11																											asm0656000150						asm06560001500011001	image/tiff	24670708 Bytes	2529	3249	4174841233	RGB	8	300	asm06560001500011001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1413	1413	1414.jp2	/asm0656/image/1414.jp2
Page 12																											asm0656000150						asm06560001500012001	image/tiff	24970116 Bytes	2555	3255	3503732695	RGB	8	300	asm06560001500012001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1414	1414	1415.jp2	/asm0656/image/1415.jp2
Page 13																											asm0656000150						asm06560001500013001	image/tiff	24438044 Bytes	2509	3244	4011910295	RGB	8	300	asm06560001500013001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1415	1415	1416.jp2	/asm0656/image/1416.jp2
Roger W. Wilkins, U.S. government special service memorandum to Seymour Samet, George Culberson, Bert Levine		Wilkins, Roger W., 1932-			"Administratively Confidential Summer Project" first draft attached	Samet, Seymour, 1912-; United States. Community Relations Service; Intergroup relations; Social action -- United States; Human rights -- United States; Civil rights -- United States -- History -- 20th century; United States -- Race relations; Culberson, George; Levine, Bertram J.	Correspondence; Documents					1 memorandum (1 page); 1 document	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 1; Folder Title: Community Relations Service: Reports/Papers; Folder Date: [n.d.]						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000150	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1416	1416	1417.cpd	/asm0656/image/1417.cpd
Page 1																											asm0656000212						asm06560002120001001	image/tiff	63535900 Bytes	3820	5542	2668705976	RGB	8	600	asm06560002120001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1417	1417	1418.jp2	/asm0656/image/1418.jp2
Page 2																											asm0656000212						asm06560002120002001	image/tiff	63900192 Bytes	3816	5580	2914221386	RGB	8	600	asm06560002120002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1418	1418	1419.jp2	/asm0656/image/1419.jp2
Page 3																											asm0656000212						asm06560002120003001	image/tiff	63349808 Bytes	3820	5526	267390961	RGB	8	600	asm06560002120003001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1419	1419	1420.jp2	/asm0656/image/1420.jp2
Page 4																											asm0656000212						asm06560002120004001	image/tiff	63456836 Bytes	3812	5547	3430704190	RGB	8	600	asm06560002120004001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1420	1420	1421.jp2	/asm0656/image/1421.jp2
Page 5																											asm0656000212						asm06560002120005001	image/tiff	64772736 Bytes	3852	5603	2596417062	RGB	8	600	asm06560002120005001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1421	1421	1422.jp2	/asm0656/image/1422.jp2
Page 6																											asm0656000212						asm06560002120006001	image/tiff	63232036 Bytes	3804	5539	1998970460	RGB	8	600	asm06560002120006001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1422	1422	1423.jp2	/asm0656/image/1423.jp2
Page 7																											asm0656000212						asm06560002120007001	image/tiff	64060832 Bytes	3829	5575	4256930919	RGB	8	600	asm06560002120007001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1423	1423	1424.jp2	/asm0656/image/1424.jp2
Page 8																											asm0656000212						asm06560002120008001	image/tiff	61546712 Bytes	3726	5504	2367498499	RGB	8	600	asm06560002120008001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1424	1424	1425.jp2	/asm0656/image/1425.jp2
Page 9																											asm0656000212						asm06560002120009001	image/tiff	63473760 Bytes	3837	5512	2320404283	RGB	8	600	asm06560002120009001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1425	1425	1426.jp2	/asm0656/image/1426.jp2
Page 10																											asm0656000212						asm06560002120010001	image/tiff	62324884 Bytes	3752	5535	1007648596	RGB	8	600	asm06560002120010001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1426	1426	1427.jp2	/asm0656/image/1427.jp2
Page 11																											asm0656000212						asm06560002120011001	image/tiff	63826472 Bytes	3855	5517	2528746164	RGB	8	600	asm06560002120011001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1427	1427	1428.jp2	/asm0656/image/1428.jp2
Page 12																											asm0656000212						asm06560002120012001	image/tiff	63240188 Bytes	3788	5563	2488912328	RGB	8	600	asm06560002120012001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1428	1428	1429.jp2	/asm0656/image/1429.jp2
Page 13																											asm0656000212						asm06560002120013001	image/tiff	64463392 Bytes	3853	5575	177002783	RGB	8	600	asm06560002120013001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1429	1429	1430.jp2	/asm0656/image/1430.jp2
Page 14																											asm0656000212						asm06560002120014001	image/tiff	62333168 Bytes	3760	5524	3302837054	RGB	8	600	asm06560002120014001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1430	1430	1431.jp2	/asm0656/image/1431.jp2
Page 15																											asm0656000212						asm06560002120015001	image/tiff	64251016 Bytes	3859	5548	1036729599	RGB	8	600	asm06560002120015001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1431	1431	1432.jp2	/asm0656/image/1432.jp2
Page 16																											asm0656000212						asm06560002120016001	image/tiff	62760916 Bytes	3764	5556	3213166737	RGB	8	600	asm06560002120016001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1432	1432	1433.jp2	/asm0656/image/1433.jp2
Page 17																											asm0656000212						asm06560002120017001	image/tiff	63600412 Bytes	3833	5529	2961861331	RGB	8	600	asm06560002120017001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1433	1433	1434.jp2	/asm0656/image/1434.jp2
Page 18																											asm0656000212						asm06560002120018001	image/tiff	62439216 Bytes	3744	5557	1684605331	RGB	8	600	asm06560002120018001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1434	1434	1435.jp2	/asm0656/image/1435.jp2
Page 19																											asm0656000212						asm06560002120019001	image/tiff	64349272 Bytes	3860	5555	1438682350	RGB	8	600	asm06560002120019001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1435	1435	1436.jp2	/asm0656/image/1436.jp2
Page 20																											asm0656000212						asm06560002120020001	image/tiff	62442840 Bytes	3740	5563	1019302978	RGB	8	600	asm06560002120020001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1436	1436	1437.jp2	/asm0656/image/1437.jp2
Page 21																											asm0656000212						asm06560002120021001	image/tiff	64150780 Bytes	3876	5515	1458530590	RGB	8	600	asm06560002120021001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1437	1437	1438.jp2	/asm0656/image/1438.jp2
Page 22																											asm0656000212						asm06560002120022001	image/tiff	63244036 Bytes	3788	5563	2768001227	RGB	8	600	asm06560002120022001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1438	1438	1439.jp2	/asm0656/image/1439.jp2
Page 23																											asm0656000212						asm06560002120023001	image/tiff	64941096 Bytes	3892	5560	4196183338	RGB	8	600	asm06560002120023001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1439	1439	1440.jp2	/asm0656/image/1440.jp2
Page 24																											asm0656000212						asm06560002120024001	image/tiff	63732552 Bytes	3812	5571	1194415290	RGB	8	600	asm06560002120024001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1440	1440	1441.jp2	/asm0656/image/1441.jp2
Page 25																											asm0656000212						asm06560002120025001	image/tiff	64883132 Bytes	3936	5493	303675406	RGB	8	600	asm06560002120025001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1441	1441	1442.jp2	/asm0656/image/1442.jp2
Page 26																											asm0656000212						asm06560002120026001	image/tiff	64078648 Bytes	3808	5607	935383230	RGB	8	600	asm06560002120026001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1442	1442	1443.jp2	/asm0656/image/1443.jp2
Page 27																											asm0656000212						asm06560002120027001	image/tiff	66129504 Bytes	3944	5587	550317145	RGB	8	600	asm06560002120027001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1443	1443	1444.jp2	/asm0656/image/1444.jp2
Page 28																											asm0656000212						asm06560002120028001	image/tiff	62494572 Bytes	3734	5577	1181322433	RGB	8	600	asm06560002120028001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1444	1444	1445.jp2	/asm0656/image/1445.jp2
Page 29																											asm0656000212						asm06560002120029001	image/tiff	65895380 Bytes	3926	5593	747148473	RGB	8	600	asm06560002120029001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1445	1445	1446.jp2	/asm0656/image/1446.jp2
Page 30																											asm0656000212						asm06560002120030001	image/tiff	62129832 Bytes	3716	5571	4074413388	RGB	8	600	asm06560002120030001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1446	1446	1447.jp2	/asm0656/image/1447.jp2
Page 31																											asm0656000212						asm06560002120031001	image/tiff	67034604 Bytes	3955	5648	2388576457	RGB	8	600	asm06560002120031001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1447	1447	1448.jp2	/asm0656/image/1448.jp2
Page 32																											asm0656000212						asm06560002120032001	image/tiff	62524032 Bytes	3758	5544	3858966659	RGB	8	600	asm06560002120032001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1448	1448	1449.jp2	/asm0656/image/1449.jp2
Page 33																											asm0656000212						asm06560002120033001	image/tiff	66696868 Bytes	3961	5611	1410746944	RGB	8	600	asm06560002120033001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1449	1449	1450.jp2	/asm0656/image/1450.jp2
Page 34																											asm0656000212						asm06560002120034001	image/tiff	62426284 Bytes	3765	5525	866184061	RGB	8	600	asm06560002120034001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1450	1450	1451.jp2	/asm0656/image/1451.jp2
Page 35																											asm0656000212						asm06560002120035001	image/tiff	66515076 Bytes	3974	5577	915821861	RGB	8	600	asm06560002120035001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1451	1451	1452.jp2	/asm0656/image/1452.jp2
Page 36																											asm0656000212						asm06560002120036001	image/tiff	63331372 Bytes	3788	5571	80735704	RGB	8	600	asm06560002120036001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1452	1452	1453.jp2	/asm0656/image/1453.jp2
Page 37																											asm0656000212						asm06560002120037001	image/tiff	69024952 Bytes	4076	5643	1219826699	RGB	8	600	asm06560002120037001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1453	1453	1454.jp2	/asm0656/image/1454.jp2
