Title	Photographer	Summary	Note	Subject	Genre	Publisher	Date	Coverage	State	County	City	Place	Physical Description	Repository	Collection Title	Collection No.	Series	Container	Copyright	Digital ID	Type	Format	Width	Height	Checksum	BitDepth	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Vanderbilt Hotel, Miami Beach		"Open all year. Vanderbilt Hotel on the ocean front, Twenty-first Street, Miami Beach, Florida. Private beach - Cabana colony - Outdoor sea-water pool - 200 delightful rooms - Steam heated. Famous Pago Pago Bar & Restaurant." --Caption on verso.	Originally built between 1936 and 1938 as the eight-story Jack Dempsey-Vanderbilt Hotel (Jack Dempsey was a partner in the construction), it was renovated as The Setai Resort and Residences and its original Art Deco exterior was restored. Inscription on verso. Postmark: Aug 6, 1946."14890."	Hotels; Seaside resorts; Seaside architecture; Streets; Art deco (Architecture)	Postcards	Colourpicture Publishers, Inc.		1940s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001560001001	Still Image	image/tiff	1022	681	0x34265152	24bit color	asm02990001560001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/815	815	748.jpg	/asm0299/image/748.jpg
Flamingo Hotel, Miami Beach, Florida		"The Flamingo Hotel is one of Miami Beach's imposing and fashionable resort hotels, overlooking Bay Biscayne on the west shore of Miami Beach."--Caption on verso.	Entrepreneur Carl Fisher built the Flamingo for $2 million at 15th Street and the Bay; it opened on New Year's Eve, 1920. The Flamingo had a colorful past: in January of 1921, President-elect Warren G. Harding spent the winter there, and in February, 1926, rum-runner Duncan "Red" Shannon was killed by the Coast Guard in front of the hotel. The Flagler Memorial Monument on Monument Island in Biscayne Bay stands opposite to Flamingo Hotel. In 1935, the city of Miami Beach purchased the recreation grounds of the Hotel for $300,000 to create a city park called Flamingo Park. 14210N-56.	Flamingo Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Seaside architecture; Shorelines; Color in architecture	Postcards;Aerial views	Pictorial Centre			Florida	Miami-Dade county		Biscayne Bay	1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000730001001	Still Image	image/tiff	1023	692	0x74C3ADB9	24bit color	asm02990000730001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/816	816	666.jpg	/asm0299/image/666.jpg
Venetian Casino, Coral Gables, Florida		Visitors enjoy the Venetian Pool.		Swimming pools; Venetian Pool (Coral Gables, Fla.); Tourist attractions	Postcards	E. C. Kropp Co.			Florida	Miami-Dade county	Coral Gables		1 postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002230001001	Still Image	image/tiff	1023	655	0x5931F4A8	24bit color	asm02990002230001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/817	817	812.jpg	/asm0299/image/812.jpg
Royal Palm Hotel and Brickell Apartments, Eastern section of Miami, Florida,		Postcard of the Miami River and shoreline of Miami showing buildings and boats. The red-roofed building in the upper center is the famous Royal Palm Hotel, opened by Henry Flagler in 1897.	A-99501. C. T. American Art.	Royal Palm Hotel (Miami, Fla.); Seaside resorts; Central business districts; Seaside architecture; Hotels; Shorelines; Marinas; McAllister Hotel (Miami, Fla.); Boats and boating; Skylines	Postcards;Aerial views;Cityscapes	J. N. Chamberlain; Curt Teich and Co.		1920s	Florida	Miami-Dade county	Miami	Biscayne Bay	1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000010001001	Still Image	image/tiff	1022	673	0x1C254EB5	24bit color	asm02990000010001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/818	818	594.jpg	/asm0299/image/594.jpg
Miami's shopping district, East Flagler St., Miami, Florida		This scene features the Burdines store at 22 E. Flagler Street; a McCrory Corporation building; Walgreens; Florsheims Shoes; a Ritz hotel; and the Kress store building (in the distance on the right; built 1938). The City of Miami operated trolley cars from 1921 until November 14, 1940. "Business has shown steady growth and has kept up with the swiftly moving modern times in this city. Bright clean streets make shopping a pleasure in Miami." --Caption on verso.	The Burdines, at 22 E. Flagler Street, was built in 1936 in Streamline Moderne style. The Kress store building, in the distance on the right, went up in 1938. KM364. 25703N.	Flagler Street (Miami, Fla.); Trolley cars; City traffic; Shopping centers; Central business districts; Color in architecture	Postcards	Thomas R. West; E. C. Kropp Co.		1930s	Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001880001001	Still Image	image/tiff	1022	669	0xFEB8FD33	24bit color	asm02990001880001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/819	819	780.jpg	/asm0299/image/780.jpg
Fisher's Casino at Miami Beach, Miami, Florida		Aerial view of Carl Fisher's Roman Pools and Casino and beach, with a windmill to the left.	The Miami Beach Casino was built in 1914 by the Pancoast family, then purchased in 1916 by Carl Fisher and renamed The Roman Pools.	Roman Pools (Miami Beach, Fla.); Casinos; Beaches; Islands; Seaside resorts	Postcards;Aerial views	J. N. Chamberlain			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002530001001	Still Image	image/tiff	1023	672	0xD0500F24	24bit color	asm02990002530001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/820	820	842.jpg	/asm0299/image/842.jpg
Greetings from Coral Gables, Florida			Formed from a rock quarry in 1923, Venetian Pool is included in the National Register of Historic Places. It was designed by Denman Fink and Phineas Paist. Promotional postcard showing visitors enjoying the Venetian Pool. Inscription on verso: 7-7-55.	Venetian Pool (Coral Gables, Fla.); Tourist attractions; Swimming pools; Family recreation	Postcards	Colourpicture Publishers, Inc.		1950s	Florida	Miami-Dade county	Coral Gables		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002840001001	Still Image	image/tiff	1023	640	0xFC4FB2C	24bit color	asm02990002840001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/821	821	871.jpg	/asm0299/image/871.jpg
The Georgian Hotel directly on the Ocean at Lincoln Road : a view of our swimming pool - private beach - cabana club		"All the Traditional Charm and Hospitality of the Old South. Modern Colonial Hotel - Overlooking Ocean - Private Beach - Private Swimming Pool - Cabanas - Solarium - Outdoor Dining Terrace - Recreation Rooms - Open all Year." --Caption on verso.		Georgian Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Swimming pools; Suntan	Postcards	Colourpicture Publishers, Inc.		1940s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000890001001	Still Image	image/tiff	1022	690	0xE4481565	24bit color	asm02990000890001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/822	822	682.jpg	/asm0299/image/682.jpg
The fabulous Sherry Frontenac	Hannau, Hans W., 1904-	The renovated Sherry Frontenac Oceanfront Hotel is at 6565 Collins Avenue in North Bay Village. It was built by Henry Hohauser.	Inscription on verso. Postmark: Jun 18, 1956.	Sherry Frontenac Hotel (Miami Beach, Fla.); Hotels; Seaside resorts	Postcards;Aerial views	U. S. Color Print		1950s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001420001001	Still Image	image/tiff	1023	690	0x1C384015	24bit color	asm02990001420001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/823	823	734.jpg	/asm0299/image/734.jpg
Tea garden at the Breakers, Palm Beach, Florida		The new Breakers Hotel tea garden at Palm Beach, Florida. Here, in society's latest afternoon rendezvous, young and old dance and sip, with the broad Atlantic for an immediate neighbor. Luxurious tropical vegetation lends gay beauty to the scene.	127. 12411. The Breakers was originally called the Palm Beach Inn; it was built by Henry Flagler in 1896. Henry Flagler's Florida East Coast Railway came to a stop right on the hotel grounds. His descendents rebuilt the hotel when it burned down in 1903, and again after a fire in 1925. This time The Breakers was constructed of concrete and designed in an Italianate style.	Breakers Hotel (Palm Beach, Fla.); Hotels; Gardens; Color in architecture	Postcards	E. C. Kropp Co.			Florida	Palm Beach county	Palm Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002040001001	Still Image	image/tiff	1023	669	0x2F31E627	24bit color	asm02990002040001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/824	824	795.jpg	/asm0299/image/795.jpg
Nautillus Hotel and Grounds, Miami Beach, Florida		"In spite of new hotel construction annually, the increasing popularity of Miami makes it difficult to keep pace with demands. The home-like atmosphere of hotels like this explains why so many tourists return each year." --Caption on verso.	The Nautilus was built by Carl Graham Fisher and opened in January of 1924. The property on Collins Avenue became the first location of Mount Sinai Medical Center, which opened in 1949. 29077N-102.	Nautilus Hotel (Miami Beach, Fla.); Hotels; Collins Avenue (Miami Beach, Fla.)	Postcards;Aerial views	Fairchild Aerial Camera Corp.; E. C. Kropp Co.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001100001001	Still Image	image/tiff	1023	684	0xA997FF55	24bit color	asm02990001100001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/825	825	702.jpg	/asm0299/image/702.jpg
Corsair Hotel on the ocean, Miami Beach, Florida		"The Corsair, directly on the Ocean at 1st Street, Miami Beach 39, Florida. New - Elegant - Distinctive - Every Room with private bath and shower - Elevator - Solarium - Spacious Terraces - Walk-in Closets - Snack Bar - Television - Free parking. Own private beach. Moderate rates - A year-round hotel." --Caption on verso.	Inscription on verso: Genuine Curteich-Chicago "C.T. Art-Colortone" post card.	Corsair Hotel (Miami Beach, Fla.); Hotels; Art deco (Architecture); Seaside resorts	Postcards	Curt Teich and Co.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000620001001	Still Image	image/tiff	1023	695	0x9F82FFDD	24bit color	asm02990000620001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/826	826	655.jpg	/asm0299/image/655.jpg
Eden Roc Hotel, Cabana and Yacht Club		"Bright sun colony. The Eden Roc's masterpiece - containing two olympic-size swimming pools, sun deck, promenade, beautiful sandy beaches, ocean dining room and lounge which makes it the finest in the world. Dedicated to the true concept of resort living, the Eden Roc features world acclaimed cuisine in the Mona Lisa Dining Room ... fun and excitement in the Bacchus Bar ... glamorous entertainment in the Café Pompeii, and of course, world renowned Harry's American Showroom, the gathering spot of famous celebrities. On the Ocean at 47th Street, Miami Beach, Florida" --Caption on verso.	Designed by architect Morris Lapidus, the Eden Roc was originally built in 1956 and was renovated in January of 2003.  R23564.	Eden Roc Hotel Cabana And Yacht Club (Miami Beach, Fla.); Hotels; Seaside resorts; Seaside architecture; Swimming pools	Postcards;Aerial views	Dukane Press							1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000710001001	Still Image	image/tiff	491	768	0x6C2CF483	24bit color	asm02990000710001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/827	827	664.jpg	/asm0299/image/664.jpg
Cabannas at Roney Plaza Hotel, Miami Beach, Florida		"As an added attraction the Roney Plaza has for its bathers the twin swimming pools known as the Roman Pools of Salt Water." --Caption on verso.	Postmark: Mar 16, 1932. 14379N-174.	Roney Plaza Hotel (Miami Beach, Fla.); Hotels; Seaside resorts	Postcards	Pictorial Centre		1930s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001280001001	Still Image	image/tiff	1022	681	0x23AB8752	24bit color	asm02990001280001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/828	828	720.jpg	/asm0299/image/720.jpg
Three people in front of a house		Two women and a man stand beneath a coconut palm at the sidewalk adjoining a house in Florida.		Architecture, Domestic	Photographs				Florida				1 b&w photograph	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Florida.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990003010001001	Still Image	image/tiff	490	768	0x3AF42AC6	24bit color	asm02990003010001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/829	829	886.jpg	/asm0299/image/886.jpg
Fleetwood Hotel, Miami Beach, Florida		"The Fleetwood Hotel, fire-proof, 15 stories, accommodating 700 guests. Roof garden seating 800 people, with dance floor 230 feet long, overlooking the Ocean and Bay. Broadcasting Station WMBF, tune in at 330 meters." --Caption on verso.		Fleetwood Hotel (Miami Beach, Fla.); Hotels; Boats and boating; Radio and television towers; Mediterranean Revival	Postcards	E. C. Kropp Co.			Florida	Miami-Dade county		Biscayne Bay	1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000770001001	Still Image	image/tiff	1023	683	0xA4D58972	24bit color	asm02990000770001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/830	830	670.jpg	/asm0299/image/670.jpg
The new Atlantic Towers, Miami Beach, Florida		"The air-conditioned Atlantic Towers Hotel, Apartments and Cabana Club directly on the Ocean at 42nd ST, Miami Beach, Florida. Swimming pool - Private beach - Cocktail lounge - Dining room - Sun decks - Solarium - Free parking on the premises." --Caption on verso.	Inscription on verso. Postmark: Mar 17, 1968.	Atlantic Towers Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Beaches; Art deco (Architecture)	Postcards;Aerial views	Curt Teich and Co.		1960s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000390001001	Still Image	image/tiff	498	768	0x96A923C5	24bit color	asm02990000390001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/831	831	632.jpg	/asm0299/image/632.jpg
Strath Haven Hotel, Miami Beach, Florida		"Strath Haven Hotel on the Ocean, Miami Beach, Florida. The only complete modern Fireproof hotel directly on the beach in the heart of everything." --Caption on verso.	10188.	Strath Haven Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Color in architecture	Postcards;Aerial views	Colourpicture Publishers, Inc.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001500001001	Still Image	image/tiff	1023	679	0x7F3461C7	24bit color	asm02990001500001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/832	832	742.jpg	/asm0299/image/742.jpg
Miami Biltmore Hotel Golf Course, Coral Gables, Florida		Visitors in a line on the golf course looking northeast toward the Biltmore Hotel."	On verso: Genuine Curteich-Chicago  "C. T. Art-Colortone" post card. D. C. 78.	Miami Biltmore Hotel and Country Club; Hotels; Golf; Tourist attractions	Postcards	Dade County Newsdealers Supply Co.; Curt Teich and Co.			Florida	Miami-Dade county	Coral Gables		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002910001001	Still Image	image/tiff	1023	662	0xF1B63FE0	24bit color	asm02990002910001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/833	833	877.jpg	/asm0299/image/877.jpg
Roney Plaza Hotel, Miami Beach, Florida. Roney Plaza gardens		A crowd of dancers and spectators enjoy the Roney Plaza garden.		Roney Plaza Hotel (Miami Beach, Fla.); Hotels; Gardens; Dancers	Postcards				Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001260001001	Still Image	image/tiff	1023	683	0x406C0B48	24bit color	asm02990001260001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/834	834	718.jpg	/asm0299/image/718.jpg
Hotel Royal Palm from a bird's eye view from Miami River		The opulent, five-story Royal Palm Hotel was built by Henry Flagler in 1897.	Inscription on verso. Postmark: Jan 10, 1924.	Royal Palm Hotel (Miami, Fla.); Hotels; Miami River (Fla.); Rivers	Postcards	Hugh C. Leighton Co.		1920s	Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001660001001	Still Image	image/tiff	1023	666	0x7AD7C967	24bit color	asm02990001660001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/835	835	758.jpg	/asm0299/image/758.jpg
The Vanderbilt, Miami Beach, Florida, on the Ocean		"For a delightful vacation. The Vanderbilt on the Ocean 20th to 21st Street at Vanderbilt Square ... Cabana Colony - Swimming pool - Solarium - Private beach - Outdoor dining and dancing in the patio. Daniel Lifter - M. Lansburgh Management." --Caption on verso.	Originally built between 1936 and 1938 as the eight-story Jack Dempsey-Vanderbilt Hotel (Jack Dempsey was a partner in the construction), it was renovated as The Setai Resort and Residences and its original Art Deco exterior was restored. Inscription on verso. Postmark: Jun 7, 1949.	Vanderbilt Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Swimming pools; Art deco (Architecture)	Postcards;Aerial views	Curt Teich and Co.		1940s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001550001001	Still Image	image/tiff	1023	672	0xF6A69F74	24bit color	asm02990001550001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/836	836	747.jpg	/asm0299/image/747.jpg
Miami Biltmore Hotel, southern equistrian headquarters in Coral Gables, Florida		Horses and riders line up on the lawn of the Biltmore.	"C. T. Photo-colorit." --Caption on verso.	Miami Biltmore Hotel and Country Club; Hotels; Horses; Tourist attractions	Postcards	Curt Teich and Co.			Florida	Miami-Dade county	Coral Gables		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002930001001	Still Image	image/tiff	1023	665	0x9FC01798	24bit color	asm02990002930001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/837	837	879.jpg	/asm0299/image/879.jpg
Twenty-pound package of fruit		"This twenty-pound package of assorted Grape Fruit, Oranges, Tangarines and Kumquats will be sent to your address by prepaid express for $[1.56]. All orders shipped same day received. All fruit picked fresh every morning. All orders cash. Hickson & Whitener, Miami, Florida. References: any bank in Miami."	On verso: 79-38.	Fruit	Postcards;Advertising postcards	Hickson & Whitener; Valentine-Souvenir Co.			Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000270001001	Still Image	image/tiff	1022	701	0xB43E1D0A	24bit color	asm02990000270001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/838	838	620.jpg	/asm0299/image/620.jpg
Aerial view of Causeways and harbor, Miami, Florida	Romer, Gleason Waite, 1887-1971	The harbor and islands of Biscayne Bay.	Postmark: Oct 25, 1934. 38156. 17.	Causeways; Marinas; Islands	Postcards;Aerial views	Dade County Newsdealers Supply Co.		1930s	Florida	Miami-Dade county	Miami	Biscayne Bay	1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000180001001	Still Image	image/tiff	1022	669	0x572294C5	24bit color	asm02990000180001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/839	839	611.jpg	/asm0299/image/611.jpg
I'm suntanning in Florida while you’re freezing your _ _ _!		Comical postcard promoting the warm sunny climate of Florida.	Caption on verso: "What’s your choice?" FG 135.	Bathing suits; Humor in advertising; Suntan; Women in advertising; Sex in advertising; Place marketing	Postcards	Koppel Color Cards; Florida Natural Color, Inc.			Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Florida.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002080001001	Still Image	image/tiff	1023	664	0x22BD4E41	24bit color	asm02990002080001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/840	840	799.jpg	/asm0299/image/799.jpg
Coral Gables main entrance		The Main Entrance to Coral Gables at the southwest corner of Douglas Road and SW 8th Street. The entrance is also known as "La Puerta Del Sol."	Inscription on verso."Built of natural rock, this beautiful entrance to Coral Gables is one of the showplaces of Miami, Florida. Covering the area of a half city block, it forms a gateway to the South's most beautiful residential section -- Coral Gables." --Caption on verso.	Douglas Road (Coral Gables, Fla.); Entrances of Coral Gables	Postcards	Pictorial Centre			Florida	Miami-Dade county	Coral Gables		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002820001001	Still Image	image/tiff	1023	665	0x9050A2C1	24bit color	asm02990002820001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/841	841	869.jpg	/asm0299/image/869.jpg
Pan American Airways 32 passenger Flying Clipper Ship [seaplane] off to South America from Miami	Hoit, Richard B.	"A fleet of giant flying boats, weighing 19 tons each and traveling at 150 miles an hour, are operated from Miami by the Pan-American Airways System - world's largest - carrying passengers, mail and express to the West Indies, Central and South America." --Caption on verso.	5A-H743.	Pan American World Airways, Inc.; Airplanes	Postcards	Curt Teich and Co.			Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001750001001	Still Image	image/tiff	1023	679	0x8C651EFE	24bit color	asm02990001750001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/842	842	767.jpg	/asm0299/image/767.jpg
The Shoremede, Miami Beach, on the Ocean		"The Shoremede on the Ocean at 35th Street, Miami Beach. A perfect home for your winter vacation." --Caption on verso.	On verso: Genuine Curteich-Chicago 'C.T. Photo-Platin' post card. D-6309.	Shoremede Hotel (Miami Beach, Fla.); Hotels; Seaside resorts	Postcards	Curt Teich and Co.			Florida	Miami-Dade county	Miami Beach		1 b&w postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001470001001	Still Image	image/tiff	1023	680	0xDC01AF1D	24bit color	asm02990001470001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/843	843	739.jpg	/asm0299/image/739.jpg
Hotels bordering Bayfront Park, Miami, Florida		"The Miami area is a network of beautiful streets and boulevards with palms and flowers of many varieties." --Caption on verso.	D.C. 54.	Hotels; Bayfront Park (Miami, Fla.); Art deco (Architecture)	Postcards	Dade County Newsdealers Supply Co.; Curt Teich and Co.			Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001620001001	Still Image	image/tiff	1023	669	0x5FF25C75	24bit color	asm02990001620001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/844	844	754.jpg	/asm0299/image/754.jpg
