Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Visit to Rio Mula (Mula River) in La Concepción, Panamá					Item No. 1537	Rivers; La Concepción (Chiriquí, Panama)	Photographs				La Concepción (Chiriquí, Panama)	1 b&w photograph; 7 x 11.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013870001001	Image		image/tiff				14008128 Bytes	2766	1686	3021487067	RGB	8	600	chc01260013870001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1477	1477	1537.jp2	/chc0126/image/1537.jp2
View of public well in Santiago, Panamá					Item No. 1584	Water wells; Waterworks; Water carriers (Persons); Water pumps; Santiago (Panama)	Photographs				Santiago (Panama)	1 b&w photograph; 7 x 11.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260014340001001	Image		image/tiff				14022872 Bytes	2764	1689	3234940304	RGB	8	600	chc01260014340001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1478	1478	1633.jp2	/chc0126/image/1633.jp2
Hercules and Ajax cranes in Culebra Cut, Panamá					Item No. 1475; Written on verso: "Hercules and Ajax cranes, 250 tons each"	Floating cranes; Gatun Lake (Panama); Panama Canal (Panama); Gaillard Cut (Panama)	Photographs				Gaillard Cut (Panama)	1 b&w photograph; 6.3 x 9 cm.	eng		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013270001001	Image		image/tiff				9802716 Bytes	2136	1527	2417853957	RGB	8	600	chc01260013270001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1479	1479	1505.jp2	/chc0126/image/1505.jp2
View of houses in San Francisco de la Montaña, Panamá					Item No. 1555; Written on verso: "San Francisco de Veraguas"	Dwellings; Tiles, Roofing; Veraguas (Panama : Province)	Photographs		1928-04-26	1920-1930	Veraguas (Panama : Province)	1 b&w photograph; 7.1 x 11.4 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260014050001001	Image		image/tiff				13918256 Bytes	2724	1701	3320474059	RGB	8	600	chc01260014050001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1480	1480	1613.jp2	/chc0126/image/1613.jp2
View of a swamp near Panama City, Panamá					Item No. 1550	Swamps; Panama City (Panama)	Photographs				Panama City (Panama)	1 b&w photograph; 6.8 x 11 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260014000001001	Image		image/tiff				13180508 Bytes	2664	1647	2440977682	RGB	8	600	chc01260014000001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1481	1481	1496.jp2	/chc0126/image/1496.jp2
Garbage incinerator in Chitré, Panamá					Item No. 1497	Incinerators; Sanitary engineering -- Panama; Public works; Litter (Trash); Chitré (Panama)	Photographs				Chitré (Panama)	1 b&w photograph; 7 x 11.3 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013500001001	Image		image/tiff				13696988 Bytes	2719	1677	1918877572	RGB	8	600	chc01260013500001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1482	1482	1494.jp2	/chc0126/image/1494.jp2
View of Madden Dam, Panamá					Item No. 1463; Written on verso: "Madden Dam, January 25, 1936. Note cooling water running from the division lines; Water is being supplied to joints for cooling the structure"	Dams; Madden Dam (Panama); Waterworks; Chagres River (Panama)	Photographs		1936-01-25	1930-1940	Madden Dam (Panama)	1 b&w photograph; 7 x 11.5 cm.	eng		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013160001001	Image		image/tiff				13946464 Bytes	2762	1681	1802436229	RGB	8	600	chc01260013160001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1483	1483	1456.jp2	/chc0126/image/1456.jp2
Reparation of a drainage system in Chitré, Panamá					Item No. 1514	Ditches; Drainage; Construction projects; Sanitary engineering -- Panama; Public works; Construction workers; Chitré (Panama)	Photographs		1936	1930-1940	Chitré (Panama)	1 b&w photograph; 6.4 x 8.6 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013640001001	Image		image/tiff				9742632 Bytes	2086	1554	3981803917	RGB	8	600	chc01260013640001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1484	1484	1544.jp2	/chc0126/image/1544.jp2
Concrete pipes on a street in Antón, Panamá					Item No. 1435	Sewage; Streets -- Panama; Cement pipe and tile; Coclé (Panama : Province)	Photographs				Coclé (Panama : Province)	1 b&w photograph; 6.3 x 8.8 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place						http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012890001001	Image		image/tiff				9735000 Bytes	2124	1525	3486783179	RGB	8	600	chc01260012890001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1485	1485	1413.jp2	/chc0126/image/1413.jp2
Pipes, welding tools and metal equipment					Item No. 1408	Tools; Welding -- Equipment and supplies; Water-meters; Panama	Photographs				Panama	1 b&w photograph; 7 x 11.2 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Panama by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012620001001	Image		image/tiff				13489604 Bytes	2673	1680	1321700063	RGB	8	600	chc01260012620001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1486	1486	1422.jp2	/chc0126/image/1422.jp2
View of a sewage settling tank in Chitré, Panamá					Item No. 1528	Sewage tanks; Sewage irrigation; Public works; Sanitary engineering -- Panama; Water pumps; Chitré (Panama)	Photographs		1936-03	1930-1940	Chitré (Panama)	1 b&w photograph; 7 x 11.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013780001001	Image		image/tiff				13937316 Bytes	2752	1686	1780474683	RGB	8	600	chc01260013780001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1487	1487	1459.jp2	/chc0126/image/1459.jp2
View of a cistern on construction					Item No. 1389	Cisterns; Waterworks; Panama	Photographs				Panama	1 b&w photograph; 9 x 6.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Panama by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012330001001	Image		image/tiff				9895472 Bytes	1548	2127	3075631154	RGB	8	600	chc01260012330001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1488	1488	1528.jp2	/chc0126/image/1528.jp2
Scene at Real Street in Aguadulce, Panamá					Item No. 1422; Written on verso: "Pocri"	Dwellings; Huts; Horses; Trees; Aguadulce (Panama : District)	Photographs				Aguadulce (Panama : District)	1 b&w photograph; 7 x 11.3 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012720001001	Image		image/tiff				13693464 Bytes	2707	1684	2940787368	RGB	8	600	chc01260012720001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1489	1489	1602.jp2	/chc0126/image/1602.jp2
Ship passing by Pedro Miguel locks in the Panama Canal					Item No. 1478	Boats; Locks (Hydraulic engineering); Railways; Electric motors; Panama Canal (Panama)	Photographs				Panama Canal (Panama)	1 b&w photograph; 7 x 11.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013340001001	Image		image/tiff				13887780 Bytes	2752	1680	3055360153	RGB	8	600	chc01260013340001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1490	1490	1498.jp2	/chc0126/image/1498.jp2
View of a mansion in Panama					Item No. 1394	Dwellings; Architecture -- Panama; Mansions; Panama	Photographs				Panama	1 b&w photograph; 6.7 x 11.2 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Panama by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012380001001	Image		image/tiff				13442084 Bytes	2712	1650	3539877052	RGB	8	600	chc01260012380001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1491	1491	1484.jp2	/chc0126/image/1484.jp2
View of holes for deep sewer line in Chitré, Panamá					Item No. 1527	Construction projects; Sewage irrigation; Public works; Chitré (Panama)	Photographs				Chitré (Panama)	1 b&w photograph; 8.4 x 6.3 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013770001001	Image		image/tiff				9373200 Bytes	1540	2025	622282108	RGB	8	600	chc01260013770001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1492	1492	1425.jp2	/chc0126/image/1425.jp2
Thatched houses in Panama City, Panamá					Item No. 1551; Written on verso: "Thatched houses at port"	Dwellings; Thatched roofs; Huts;  Panama City (Panama)	Photographs		1928-08-26		Panama City (Panama)	1 b&w photograph; 7 x 11.4 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260014010001001	Image		image/tiff				13785076 Bytes	2730	1681	907460059	RGB	8	600	chc01260014010001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1493	1493	1573.jp2	/chc0126/image/1573.jp2
Group of children and houses in Puerto Caimito, Panamá					Item No. 1570; Written on verso: "Puerto Caimito"	Children; Dwellings; Huts; La Chorrera (Panama)	Photographs				La Chorrera (Panama)	1 b&w photograph; 7.2 x 11.7 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260014200001001	Image		image/tiff				14637968 Bytes	2796	1743	1373989248	RGB	8	600	chc01260014200001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1494	1494	1470.jp2	/chc0126/image/1470.jp2
Manhole vent at Nueva Provincia in Chitré, Panamá					Item No. 1500; Written on verso: "Manhole no. 1 at "Nueva Provincia" street vent clearly visible which eventually will discharge overflow sewage to "Rionegro" during construction"	Manholes; Sewage; Drainage; Streets -- Panama; Chitré (Panama)	Photographs				Chitré (Panama)	1 b&w photograph; 4.5 x 7.5 cm.	eng		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013520001001	Image		image/tiff				5751712 Bytes	1793	1066	2511887135	RGB	8	600	chc01260013520001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1495	1495	1483.jp2	/chc0126/image/1483.jp2
Dam near the Panama Canal					Item No. 1476	Dams; Gates; Panama Canal (Panama)	Photographs				Panama Canal (Panama)	1 b&w photograph; 6.5 x 9 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013320001001	Image		image/tiff				9976884 Bytes	2139	1552	3380875118	RGB	8	600	chc01260013320001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1496	1496	1480.jp2	/chc0126/image/1480.jp2
Construction of a drainage system in Antón, Panamá					Item No. 1431; Antón is a town located in the province of Coclé in Panama	Ditches; Drainage; Construction projects; Public works; Sanitary engineering -- Panama; Coclé (Panama : Province)	Photographs				Coclé (Panama : Province)	1 b&w photograph; 7 x 11.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012850001001	Image		image/tiff				14098064 Bytes	2769	1695	1729966101	RGB	8	600	chc01260012850001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1497	1497	1610.jp2	/chc0126/image/1610.jp2
Remains of Spanish ruins in Old Panama City, Panama					Item No. 1396	Ruins; Bricks; Panama City (Panama)	Photographs				Panama City (Panama)	1 b&w photograph; 7 x 11.3 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Panama by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012460001001	Image		image/tiff				13703552 Bytes	2709	1684	4103025293	RGB	8	600	chc01260012460001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1498	1498	1616.jp2	/chc0126/image/1616.jp2
Electric mule or motor used at the Panama Canal in Gatun Locks site					Item No. 1452; Gatun Locks is located on the Atlantic Side of the Panama Canal	Railways; Electric motors; Cargo ships; Panama Canal (Panama); Gatun Locks (Panama)	Photographs				Gatun Locks (Panama)	1 b&w photograph; 7 x 11.3 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013050001001	Image		image/tiff				13732780 Bytes	2731	1674	1066513310	RGB	8	600	chc01260013050001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1499	1499	1555.jp2	/chc0126/image/1555.jp2
View of Los Santos steam boat					Item No. 1377; Written on verso: "Nat. Navegation steamer cattle boat sunk in 1928"	Steamboats; Harbors; Panama	Photographs				Panama	1 b&w photograph; 7 x 11.5 cm.	eng		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Panama by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012210001001	Image		image/tiff				14063476 Bytes	2746	1705	1418130071	RGB	8	600	chc01260012210001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1500	1500	1541.jp2	/chc0126/image/1541.jp2
View of houses in San Carlos, Panamá					Item No. 1578; Written on verso: "San Carlos Republic of Panama, Feb. 1934"; San Carlos is a district located in the province of Panamá	Dwellings; Thatched roofs; Streets -- Panama; Panama (Panama)	Photographs		1934-02	1930-1940	Panama (Panama)	1 b&w photograph; 6.3 x 8.9 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260014280001001	Image		image/tiff				9726596 Bytes	2118	1528	2441593654	RGB	8	600	chc01260014280001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1501	1501	1558.jp2	/chc0126/image/1558.jp2
View of obelisk at Plaza de Francia in Panama City, Panama					Item No. 1385	Plazas; Obelisks; Vaults (Architecture); Panama City (Panama)	Photographs				Panama City (Panama)	1 b&w photograph; 11.4 x 7 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Panama by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012290001001	Image		image/tiff				14039900 Bytes	1688	2769	2548765636	RGB	8	600	chc01260012290001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1502	1502	1431.jp2	/chc0126/image/1431.jp2
Mobilization of cattle in Puerto Obaldía, Panamá					Item No. 1572; Puerto Obaldía is located in San Blas Islands (Comarca de San Blas)	Cattle; Workers; Trucks; San Blas Islands (Panama)	Photographs				San Blas Islands (Panama)	1 b&w photograph; 7.1 x 11.6 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260014220001001	Image		image/tiff				14155544 Bytes	2764	1705	1702253216	RGB	8	600	chc01260014220001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1503	1503	1574.jp2	/chc0126/image/1574.jp2
Cart used to transport pre-cast inverts					Item No. 1486	Concrete blocks; Handcarts; Chitré (Panama)	Photographs				Chitré (Panama)	1 b&w photograph; 6.3 x 8.4 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013400001001	Image		image/tiff				9418056 Bytes	2044	1533	1932713308	RGB	8	600	chc01260013400001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1504	1504	1619.jp2	/chc0126/image/1619.jp2
View of privy in a backyard					Item No. 1393	Toilets; Sheds; Outhouses; Panama	Photographs				Panama	1 b&w photograph; 6.5 x 9 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Panama by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012370001001	Image		image/tiff				9952904 Bytes	2127	1557	2016530972	RGB	8	600	chc01260012370001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1505	1505	1471.jp2	/chc0126/image/1471.jp2
Miraflores Dam, Panamá					Item No. 1469; Written on verso: "Miraflores spillways gates opened to reduce lake level"	Dams; Gates; Waterworks; Miraflores Lake (Panama)	Photographs				Miraflores (Panama, Panama)	1 b&w photograph; 6.4 x 9 cm.	eng		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013220001001	Image		image/tiff				9757680 Bytes	2122	1530	2563840779	RGB	8	600	chc01260013220001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1506	1506	1452.jp2	/chc0126/image/1452.jp2
Copper pipe, welding tools and metal equipment					Item No. 1381	Tools; Welding -- Equipment and supplies; Panama	Photographs				Panama	1 b&w photograph; 6.7 x 11.2 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Panama by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012250001001	Image		image/tiff				13181300 Bytes	2687	1633	1738961518	RGB	8	600	chc01260012250001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1507	1507	1418.jp2	/chc0126/image/1418.jp2
Electric mule or motor used in the Panama Canal					Item No. 1476	Railways; Electric motors; Cargo ships; Panama Canal (Panama)	Photographs				Panama Canal (Panama)	1 b&w photograph; 6.5 x 8.8 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013290001001	Image		image/tiff				9985516 Bytes	2145	1549	2963358319	RGB	8	600	chc01260013290001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1508	1508	1464.jp2	/chc0126/image/1464.jp2
Water plant in Mount Hope, Panamá					Item No. 1473	Water treatment plants; Water filters; Waterworks; Mount Hope (Panama)	Photographs				Mount Hope (Panama)	1 b&w photograph; 7 x 11 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013250001001	Image		image/tiff				13490852 Bytes	2659	1689	1040187824	RGB	8	600	chc01260013250001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1509	1509	1479.jp2	/chc0126/image/1479.jp2
View of a sailboat					Item No. 1398	Sailboats; Panama	Photographs				Panama	1 b&w photograph; 6.7 x 11.4 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Panama by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012520001001	Image		image/tiff				13440944 Bytes	2740	1633	502794615	RGB	8	600	chc01260012520001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1510	1510	1463.jp2	/chc0126/image/1463.jp2
View of drainage system near Rio Negro in Chitré, Panamá					Item No. 1523	Ditches; Drainage; Sanitary engineering -- Panama; Public works; Chitré (Panama)	Photographs		1936-03	1930-1940	Chitré (Panama)	1 b&w photograph; 7 x 11.6 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013730001001	Image		image/tiff				13938764 Bytes	2787	1665	1290611731	RGB	8	600	chc01260013730001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1511	1511	1432.jp2	/chc0126/image/1432.jp2
Paving cover of septic tank in Penonomé, Panamá					Item No. 1556	Septic tanks; Sewers, Concrete; Construction projects; Construction workers; Sanitary engineering -- Panama; Public works; Penonomé (Panama)	Photographs				Penonomé (Panama)	1 b&w photograph; 7 x 11.4 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260014060001001	Image		image/tiff				13831748 Bytes	2736	1683	1359968742	RGB	8	600	chc01260014060001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1512	1512	1623.jp2	/chc0126/image/1623.jp2
View of drainage system near Rio Negro in Chitré, Panamá					Item No. 1516	Ditches; Drainage; Sanitary engineering -- Panama; Public works; Chitré (Panama)	Photographs		1936-03	1930-1940	Chitré (Panama)	1 b&w photograph; 7 x 11.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013660001001	Image		image/tiff				13943704 Bytes	2773	1674	3331534566	RGB	8	600	chc01260013660001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1513	1513	1486.jp2	/chc0126/image/1486.jp2
Scene at Real Street in Aguadulce, Panamá					Item No. 1420	Streets -- Panama; Pedestrians; Dwellings; Horses; Aguadulce (Panama : District)	Photographs				Aguadulce (Panama : District)	1 b&w photograph; 7 x 11.6 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012700001001	Image		image/tiff				14203500 Bytes	2775	1704	1749218623	RGB	8	600	chc01260012700001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1514	1514	1586.jp2	/chc0126/image/1586.jp2
Construction of a drainage system in Antón, Panamá					Item No. 1437	Ditches; Drainage; Public works; Construction projects; Sanitary engineering -- Panama; Culverts; Coclé (Panama : Province)	Photographs				Coclé (Panama : Province)	1 b&w photograph; 6.9 x 11.3 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012910001001	Image		image/tiff				13785088 Bytes	2730	1681	227140827	RGB	8	600	chc01260012910001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1515	1515	1434.jp2	/chc0126/image/1434.jp2
View of a garbage incinerator in Chitré, Panamá					Item No. 1495	Incinerators; Sanitary engineering -- Panama; Public works; Public health -- Venezuela; Litter (Trash); Chitré (Panama)	Photographs				Chitré (Panama)	1 b&w photograph; 6.5 x 8.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013490001001	Image		image/tiff				9706904 Bytes	2077	1555	4109388836	RGB	8	600	chc01260013490001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1516	1516	1594.jp2	/chc0126/image/1594.jp2
Girls wearing native costumes for the Carnaval de Chitré (Chitré Carnival), in Chitré, Panamá					Item No. 1482	Carnivals; Costumes; Dwellings; Plants; Chitré (Panama)	Photographs		1935	1930-1940	Chitré (Panama)	1 b&w photograph; 5.8 x 8.2 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: Panama by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260013380001001	Image		image/tiff				8511204 Bytes	1984	1427	199471276	RGB	8	600	chc01260013380001001.tif		2011-06-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/1517	1517	1556.jp2	/chc0126/image/1556.jp2
