Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage-Temporal	Coverage-Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Full Text	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 2																											asm0188000023						asm01880000230002001	Image	17867120 Bytes	1912	3114	1308756231	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230002001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/366	366	367.jp2	/wtswingle/image/367.jp2
Page 3																											asm0188000023						asm01880000230003001	Image	18278736 Bytes	1956	3114	1550973367	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230003001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/367	367	368.jp2	/wtswingle/image/368.jp2
Page 4																											asm0188000023						asm01880000230004001	Image	18598414 Bytes	1990	3114	2579190699	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230004001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/368	368	369.jp2	/wtswingle/image/369.jp2
Page 5																											asm0188000023						asm01880000230005001	Image	18598320 Bytes	1990	3114	1302154304	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230005001.tif		2009-08-25	2009-08-25	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/369	369	370.jp2	/wtswingle/image/370.jp2
Page 6																											asm0188000023						asm01880000230006001	Image	18598190 Bytes	1990	3114	3981686697	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230006001.tif		2009-08-25	2009-08-25	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/370	370	371.jp2	/wtswingle/image/371.jp2
Page 7																											asm0188000023						asm01880000230007001	Image	19569898 Bytes	2094	3114	2844017280	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230007001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/371	371	372.jp2	/wtswingle/image/372.jp2
Page 8																											asm0188000023						asm01880000230008001	Image	19570176 Bytes	2094	3114	1732425093	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230008001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/372	372	373.jp2	/wtswingle/image/373.jp2
Page 9																											asm0188000023						asm01880000230009001	Image	19569622 Bytes	2094	3114	2228231947	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230009001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/373	373	374.jp2	/wtswingle/image/374.jp2
Page 10																											asm0188000023						asm01880000230010001	Image	19570566 Bytes	2094	3114	4662571	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230010001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/374	374	375.jp2	/wtswingle/image/375.jp2
Page 11																											asm0188000023						asm01880000230011001	Image	19570360 Bytes	2094	3114	2954051434	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230011001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/375	375	376.jp2	/wtswingle/image/376.jp2
Page 12																											asm0188000023						asm01880000230012001	Image	19569540 Bytes	2094	3114	2139061164	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230012001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/376	376	377.jp2	/wtswingle/image/377.jp2
Page 13																											asm0188000023						asm01880000230013001	Image	19569612 Bytes	2094	3114	1138061431	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230013001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/377	377	378.jp2	/wtswingle/image/378.jp2
Page 14																											asm0188000023						asm01880000230014001	Image	19570144 Bytes	2094	3114	2194085086	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230014001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/378	378	379.jp2	/wtswingle/image/379.jp2
Page 15																											asm0188000023						asm01880000230015001	Image	19569842 Bytes	2094	3114	3374119799	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230015001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/379	379	380.jp2	/wtswingle/image/380.jp2
Page 16																											asm0188000023						asm01880000230016001	Image	19570564 Bytes	2094	3114	106729152	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230016001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/380	380	381.jp2	/wtswingle/image/381.jp2
Page 17																											asm0188000023						asm01880000230017001	Image	19569830 Bytes	2094	3114	1121439737	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230017001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/381	381	382.jp2	/wtswingle/image/382.jp2
Page 18																											asm0188000023						asm01880000230018001	Image	19569882 Bytes	2094	3114	3799512706	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230018001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/382	382	383.jp2	/wtswingle/image/383.jp2
Page 19																											asm0188000023						asm01880000230019001	Image	19570072 Bytes	2094	3114	653549973	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230019001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/383	383	384.jp2	/wtswingle/image/384.jp2
Page 20																											asm0188000023						asm01880000230020001	Image	19570190 Bytes	2094	3114	2388726566	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230020001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/384	384	385.jp2	/wtswingle/image/385.jp2
Page 21																											asm0188000023						asm01880000230021001	Image	19569956 Bytes	2094	3114	839085093	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230021001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/385	385	386.jp2	/wtswingle/image/386.jp2
Page 22																											asm0188000023						asm01880000230022001	Image	19570618 Bytes	2094	3114	1180969921	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230022001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/386	386	387.jp2	/wtswingle/image/387.jp2
Page 23																											asm0188000023						asm01880000230023001	Image	19570136 Bytes	2094	3114	3906497960	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230023001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/387	387	388.jp2	/wtswingle/image/388.jp2
Page 24																											asm0188000023						asm01880000230024001	Image	19570130 Bytes	2094	3114	3327780184	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230024001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/388	388	389.jp2	/wtswingle/image/389.jp2
Page 25																											asm0188000023						asm01880000230025001	Image	19570176 Bytes	2094	3114	2097498041	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230025001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/389	389	390.jp2	/wtswingle/image/390.jp2
Page 26																											asm0188000023						asm01880000230026001	Image	19570434 Bytes	2094	3114	2657100228	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230026001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/390	390	391.jp2	/wtswingle/image/391.jp2
Page 27																											asm0188000023						asm01880000230027001	Image	19569988 Bytes	2094	3114	2454026523	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230027001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/391	391	392.jp2	/wtswingle/image/392.jp2
Page 28																											asm0188000023						asm01880000230028001	Image	19569972 Bytes	2094	3114	1407657959	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230028001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/392	392	393.jp2	/wtswingle/image/393.jp2
Page 29																											asm0188000023						asm01880000230029001	Image	19570098 Bytes	2094	3114	2352988243	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230029001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/393	393	394.jp2	/wtswingle/image/394.jp2
Page 30																											asm0188000023						asm01880000230030001	Image	19570160 Bytes	2094	3114	1994096384	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230030001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/394	394	395.jp2	/wtswingle/image/395.jp2
Page 31																											asm0188000023						asm01880000230031001	Image	19569972 Bytes	2094	3114	2853713551	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230031001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/395	395	396.jp2	/wtswingle/image/396.jp2
Page 32																											asm0188000023						asm01880000230032001	Image	19569970 Bytes	2094	3114	2432091353	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230032001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/396	396	397.jp2	/wtswingle/image/397.jp2
Page 33																											asm0188000023						asm01880000230033001	Image	19569714 Bytes	2094	3114	1039078279	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230033001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/397	397	398.jp2	/wtswingle/image/398.jp2
Page 34																											asm0188000023						asm01880000230034001	Image	19569816 Bytes	2094	3114	1804605974	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230034001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/398	398	399.jp2	/wtswingle/image/399.jp2
Page 35																											asm0188000023						asm01880000230035001	Image	19569510 Bytes	2094	3114	4056796845	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230035001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/399	399	400.jp2	/wtswingle/image/400.jp2
Page 36																											asm0188000023						asm01880000230036001	Image	19570098 Bytes	2094	3114	1880022595	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230036001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/400	400	401.jp2	/wtswingle/image/401.jp2
Page 37																											asm0188000023						asm01880000230037001	Image	19569692 Bytes	2094	3114	3167884559	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230037001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/401	401	402.jp2	/wtswingle/image/402.jp2
Page 38																											asm0188000023						asm01880000230038001	Image	19570256 Bytes	2094	3114	2544406960	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230038001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/402	402	403.jp2	/wtswingle/image/403.jp2
Page 39																											asm0188000023						asm01880000230039001	Image	19569556 Bytes	2094	3114	2983459508	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230039001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/403	403	404.jp2	/wtswingle/image/404.jp2
Page 40																											asm0188000023						asm01880000230040001	Image	25925842 Bytes	2502	3453	101130314	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230040001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/404	404	405.jp2	/wtswingle/image/405.jp2
Page 41																											asm0188000023						asm01880000230041001	Image	22278746 Bytes	2150	3453	2955162055	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230041001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/405	405	406.jp2	/wtswingle/image/406.jp2
Page 42																											asm0188000023						asm01880000230042001	Image	22278786 Bytes	2150	3453	809038926	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230042001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/406	406	407.jp2	/wtswingle/image/407.jp2
Page 43																											asm0188000023						asm01880000230043001	Image	23459872 Bytes	2264	3453	2238468577	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230043001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/407	407	408.jp2	/wtswingle/image/408.jp2
Page 44																											asm0188000023						asm01880000230044001	Image	23460376 Bytes	2264	3453	1117234229	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230044001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/408	408	409.jp2	/wtswingle/image/409.jp2
Page 45																											asm0188000023						asm01880000230045001	Image	23460356 Bytes	2264	3453	864676510	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230045001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/409	409	410.jp2	/wtswingle/image/410.jp2
Page 46																											asm0188000023						asm01880000230046001	Image	23460108 Bytes	2264	3453	1873370838	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230046001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/410	410	411.jp2	/wtswingle/image/411.jp2
Page 47																											asm0188000023						asm01880000230047001	Image	23459950 Bytes	2264	3453	2833106756	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230047001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/411	411	412.jp2	/wtswingle/image/412.jp2
Page 48																											asm0188000023						asm01880000230048001	Image	23460090 Bytes	2264	3453	3381222853	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230048001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/412	412	413.jp2	/wtswingle/image/413.jp2
Page 49																											asm0188000023						asm01880000230049001	Image	23459696 Bytes	2264	3453	2530619073	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230049001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/413	413	414.jp2	/wtswingle/image/414.jp2
Page 50																											asm0188000023						asm01880000230050001	Image	23460238 Bytes	2264	3453	2025301934	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230050001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/414	414	415.jp2	/wtswingle/image/415.jp2
Page 51																											asm0188000023						asm01880000230051001	Image	23459680 Bytes	2264	3453	3626177177	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230051001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/415	415	416.jp2	/wtswingle/image/416.jp2
Page 52																											asm0188000023						asm01880000230052001	Image	23460118 Bytes	2264	3453	423828504	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230052001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/416	416	417.jp2	/wtswingle/image/417.jp2
Page 53																											asm0188000023						asm01880000230053001	Image	23460404 Bytes	2264	3453	3523355956	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230053001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/417	417	418.jp2	/wtswingle/image/418.jp2
Page 54																											asm0188000023						asm01880000230054001	Image	23459782 Bytes	2264	3453	2128327379	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230054001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/418	418	419.jp2	/wtswingle/image/419.jp2
