Title	Translated Title	Variation of Title	Uniform Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Edition	ISSN	ISBN	Call Number	OCLC No.	Physical Description	Language	Editor	Attention	References	Donor	Provenance	Copyright	Repository	Collection Title	Collection No.	Container	Series	Object ID	Upload ID	Full text	Digital ID	Directory	Original Source	Type	Format	IBISWEB Catalog Link	Date Digital	Hardware	Software	BitDepth	Resolution	File Size	Width	Height	Checksum	Color Space	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 148																																asc9999001017		123  swered, by thh\ he is in hell. She replied, that she denied that ; for if he was killed, she was sure he would go to  Heaven, and wished she was as sure of going to Heaven as  he was. She also told Mr. Dyer, the Scriptures said, he  that would live godly in Christ Jesus, should suffer persecution. He replied that she was blaspheming, and afterwards  remarked that he would put her under arrest, if she did not  hold her tongue. After searching the house, out offices, &c.  they carried away the papers and a box, and left two sentinels  at the door, who stopped half an hour. Miss D. further  states that she went to Dr. Neil-son, a magistrate, (also Major of the Trelawny Regiment) and told him that Parson  Fraser (Rector of Falmouth) had come into Mr. Knibb's  yard to insult them. He replied, he did not care what  Parson Fraser chose to do to her, or Knibb. She then asked  him if they were not to get redress? He said no, not from  him, she might go to any one else ; if he had his will he would  trample Knibb and herself together ; and that she and Knibb  might be d—d. She told him she was obliged to him, and  walked away."  All the missionaries in the disturbed districts, and some,  where no disturbance existed, suffered by the ill-usage of their  horses, which were eagerly sought after during Martial Law,  and for which they never received or sought any remuneration. To lend horses for the general good, they had not the  smallest reluctance ; but Mr. Knibb had nearly lost three al-»  together, two of his own, and one of Mr. Cantlow's, under his  care ; for after Martial Law was discontinued, they were taken  away from Falmouth .to St, Ann's by Major-General Hilton,  who retained possession of them, till repeated applications had  been made to him to deliver them up 1  A horse of Mr. Gardner's, which had been in the King's  service nearly from the commencement to the expiration of  Martial Law, was not returned to him, but detained by an  Overseer in the country for several weeks after, until sending  his Bookkeeper to Montego Bay with the horse, it was recognized as Mr. Gardner's by a gentleman, who was  empowered to seize it. Mr. John Coates, a magistrate, called  on the person who had taken the horse, and asked what business he had with it; remarking, that Mr. Gardner was a  guilty rascal, and would not want it again.  The following statement will give some idea of the amount  of property destroyed, and the situation of the chapels, &c.  The sums opposite each place, are not what the buildings and  o 2 	asc99990010170148001											60296300 Bytes	3704	5424	4233233794	RGB	asc99990010170148001.tif		2013-08-12	2013-08-12	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/5922	5922	5923.jp2	/scbooks/image/5923.jp2
Page 149																																asc9999001017		m  land cost, but for w^at it would be possible, at the lowest rafe^  to rebuild places of worship equally convenient.  Salter s Hill—Burnt by order of the captain of  militia stationed at Latkrm. ,,. .value £.4000    0   0  Falmouth.— -Pulled down .by the St, Ann's militia,  while occupied as barracks. ......   ... ...value      3000    0    (&gt;  Montego Bay,— Pulled down at mid-day by the  inhabitants, headed by several of the mag is-  .  -      trates ., ......   . . valrre     6000-   0   &  Savanna la-B'lar.— Pulled down by the parish--  .. ioners „ value        700   0    0  Jxidgeland, alias Fuller's FieId.—Burnt by two  overseers.    A valuable house  value      1000    0   O  JRio Bveno.—Burnt ... valrre      1000   0    O'  Stewart's Town.—Injured to the amount of.         250    0   0'  Brown's Town,—Pulled down by the inhabitants   .............  .....value        800   0   0  St. Anns Bay.—Pulled down by the inhabitants  of the Parish... * .value     3500    0    0  Ebony Chapel,—Burnt.. ...... »•......... ;value        500   0    0  Total amount of Chapel* destroyed .. 20,750 0 0  Loss in the Destruction of Mission Property,  IN HOUSES HE&TKD :  Gurneys Mount.— Pulpit, benches, &c. ... 300 0 &  Futvey.— Benches burnt. ,.. * ., 50 0 0  Lucea.—Benches and lamps. ,  50 0 0  Ocho Rios,—Pulpit, pews, and benches.-,.. , 100 0 O  £.21,250    0   O  In a Memorial to the Governor, our fosses were  stated in round numbers to be about £20,000. The  foregoing, is a correct statement, of the loss sustained  yn the destruction of chapels, pulpits, pews, benches,.  m\d lamp?. Other losses were suffered to the amount  •f £2000.  The chapel at Luceav belonging to the General  Baptists, but occupied by our Society, pulled  down; offered for sale by the  General Baptist  Society for.. ..............       900   0    €*  Losses ot property, partly belonging- to individual  misssionaries, and-partly to the Society; horses,  furniture, clothes, and books  ,,.#      500    0   O  Extra expences incurred by travelling-,   by ex-  presses,, and in Mr. Knibb's passage to England      600   0   O  £23,250   0   O  We have also to publisFi a manifest piece of unjust treatment  in the stoppage of our letters sent by post.  During Martial Law several letters to and from Mr. Nr-  cboisyof St. Ann's Bay, were detained somewhere, and W4 	asc99990010170149001											62731180 Bytes	3848	5432	3594729570	RGB	asc99990010170149001.tif		2013-08-12	2013-08-12	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/5923	5923	5924.jp2	/scbooks/image/5924.jp2
Page 150																																asc9999001017		123  believe at that office. A letter from Mr. Nichols, dated 3&lt;*&  7th, directed to Mrs. Knibb, Montego Bay ; and another of the  same date to Mr. Tinson, Kingston, never reached them.  —Also a letter from Mr. Knibb, Montego Bay, and a no-*  ther from Mr. Tinson, Kingston, both addressed to Mr.  Nichols, at St. Ann's Bay, were never received.— Early in  Martial Law, a letter addressed by Mr. Tinson to Mr. Burton,  at Mancbioneal, was detained at that place by order of the  Court-lViartial, and opened ; they decided that so far from cri*  ruinating him, it had a contrary tendency ; yet when he sent  for it, the answer returned by the messenger was, that "Mr,  Burton could not have the letter, unless he went to fetch it."  —The following circumstance deserves particular notice.  On Friday, March 2d, a letter from the Rev. John Dyer, our  Secretary in London, addressed to Mr. Nichols, St. Ann's  Bay, was printed in the "Jamaica Courant," which letter had  not reached Mr. Nichols's hands, and, to the present moment,  has never been sent to him. Application being made to the  Editor of that paper, be stated that he had published the letter entire, that the original bore ex facie evidence of transmission through the post-office, and that it was then in the  possession of Mr. Lynch, Member of Assembly, and Chairman of the Rebellion Committee. This statement was made  known at the General Post-Office, when Mr. Anstey informed  Mr. Nichols he could not find that the letter had ever passed  through that office, but enquiry should be made at St. Ann's  Bay. This was done, and Mr. Lemon, Deputy Postmaster  there, returned answer that it never passed through that  office, nor could he give any information respecting it.—  But, notwithstanding this declaration of Mr. Lemon, we have;  the following evidence to support our conviction that this  letter did reach his office. We have ascertained that it was  brought to this country by the Hon. William Miller, Custos  of Trelawny, who arrived in the " Australia" at Falmouth,,  in February, and who assures us that it was put, with other  letters, into the Falmouth post-office. Among these letters  there was one for Mr. Knibb, and one for Mr. Whitehorne*  both of which reached them from that office. What reason  then have we to suppose that Mr. Nichols's letter was not  forwarded as directed, and therefore sent, to St. Ann's Bay?  Our conviction that the fraud originated in Mr. Lemon's  office is strengthened by the fact, that a letter, since addressed  by Mr. Nichols to Mr. William Watkis, St. Ann's Bay, was-  never delivered to that gentleman It was dated April, and  posted in Spanish Town, and we ba*1 no doubt, safely reached 	asc99990010170150001											60816572 Bytes	3736	5424	2782816439	RGB	asc99990010170150001.tif		2013-08-12	2013-08-12	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/5924	5924	5925.jp2	/scbooks/image/5925.jp2
Page 151																																asc9999001017		126  St. Ann's Bay post-office. As one of the chapel-breakers; sf  young man named Valentine Grey, is a clerk in that office, it  is natural to conclude that an accomplice in such fraudulent  transactions would not be wanting.  Mr. Millers letter to Mr. Nichols is as follows:—  Trelawny, 24th April, 1832.  Sir,  I was not in the parish when  your letter of the 7th instant arrived,  and am only now enabled to reply to it.  I brought several letters'out with me in the ship Australia,  amongst which was one addressed to you, and another to Mr. Knibb.  I am quite certain that they were all put into the Post Office at Fair  mouth.  I am, Sir, your most obedient servant,  WILLIAM MILLER.  The Rev. Samuel Nirhola, 	asc99990010170151001											62767110 Bytes	3856	5424	3199105572	RGB	asc99990010170151001.tif		2013-08-12	2013-08-12	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/5925	5925	5926.jp2	/scbooks/image/5926.jp2
Page 152																																asc9999001017		CHAPTER X.  Persecutions against Professors of Religion, instanced in the treatment of Mr,  Thompson, Miss M'Lennan, and Mrs. Case.—Growth and influence of the  Colonial Church Union.—Mr. Abbott proceeds to Montego Bay, butis prevented from preaching.—His appearance before the Magistrates.—Attempts  made to drive him from the town.—Mrs. Renwick is tried and fined for tenting  her hoarse to him.—Mr. Burton is prohibited from preaching at Morant Bay.—  Imprisoned, and released on Bail.—His trial stands over for the Surry Assizes.—  Mr. Taylor is interrupted at Old Harbour.—The Quartet Sessions tefused to administer the oaths to him. — At Montego Bay the Quarter Sessions determine to  sanction no Sectarians.—Mr. Kingdon arrives at Savanna-la-Mai —is threatened  and is prosecuted for a breach of a disallowed law.—Mrs. Robe is fined for allowing a prayer-meeting in her house.—The Quarter Sessions refuse to qualify  Mr. Kingdon.—A deputation of the Colonial Church Union wait on him.—A  meeting of that body held.—They attack Mr. Kingdon's lodgings, and a riot ensues.—Various barbarous outiagesof the Unionists. —Mr. Kingdon's friends are  overpowered, and fly for their lives.—A Union Magistrate commits them togaol.—  Death of a female occasioned by the Unionists.—Mr. Kingdon and his friends  are bound over to appear at the Cornwall Assizes.—Mr. and Mrs.Kingdon leave  Savanna-la-Mar and arrive in Kingston.—•Continued outrages of the Unionists,  —Cornwall Assizes held at Montego Bay.—The partial proceedings thereat.  *Yuk spirit of persecution which has so seriously affected  the missionaries, has operated, as the reader may suppose,  with nearly equal violeoce against the adherents to their  cause. Professors of v religion, whether members of their  churches or not, and whether slaves or persons of free condition, have writhed under the infliction of unmerited punishment, arxl suffered from the iron hand of oppression. Of the  cruellies inflicted on slaves, on mere suspicion of insubordination, and that suspicion having no foundation but their connexion with the missionaries, some cases have come to our  knowledge, supported by credible testimony, notwithstanding  our unfavourable circumstances for obtaining such information. But these cases, from prudential motives, and not from  any doubt of their truth, we shall refrain from publishing, and  shall merely exhibit some instances of oppression practised on  free people, from which the reader may safely inter that the  treatment of slaves was still more inhuman.  During Martial  Law, on Salurd:^ January 7th,   as Mr.  , iil' 	asc99990010170152001											60287672 Bytes	3720	5400	3433818230	RGB	asc99990010170152001.tif		2013-08-12	2013-08-12	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/5926	5926	5927.jp2	/scbooks/image/5927.jp2
Page 153																																asc9999001017		J2S  William Thompson, a person of colour, a member of the church  at Rio Bueno, was going on his duty as a pilot at that place,  he was informed by a trooper that Mr. Cropper, the officer of  the guard, wished to speak to him. Not suspecting the  design, he accompanied the trooper, arid in a few minutes  his arms ivere lied behind him with a rope', he was railed  at as a preacher, and asked if he was a member of the  Baptist church : He replied, that he was, but no preacher  -—that he wished he was capable of being otje. He was  taken to the Long Wharf, and there tied to a negro man.—  They-took his hand kerchief and a note from his pocket, inquired if he had any money, and searched him all over, lie  was much abused by Mr. Taylor, Quartermaster of the St.  Ann's militia, then stationed at Rio Bueno. That day the  guard conducted him to the Spring estate, where he was  confined in the boiling-house, ivith both legs and arms tied,  and the end of the rope carried up aloft. The next morning he was sent to Falmouth, where his feet were put in  irons among upwards of forty rebellious condemned  negroes. In this situation lie was detained four days altogether—allowed only two slices of bread, with water, per  day, and exposed to the taunts of many who railed on him as  a preacher. While in custody he was closely questioned,  " whether he had not heard his ministers say and preach to Ike  •negroes, that the King had given them their freedom, and  they were to set fire to the estates, and fight for it." He answered, u he had heard the ministers preach contrary to that,  namely, that they must be obedient to their earthly master,  whom they saw, otherwise they could not be obedient to their  Heavenly master, whom they could not see." Colonel Hilton,  afterwards Major General, wanted much to have him hung, and  told his wife that if he escaped the gallows, he should be sent  awav to the mad-house, in Kingston, for life; but! Mr. W. Prater,  member of assembly forTrelawny, pleaded hard in his behalf;  "Mr. Herring, overseer of Braco estate, made affidavit that he  once saw him on that property; but when questioned by Mr,  Frater, whether he heard him preaching, he was reduced to (he  necessity of judging, or thinking, that he ilid. It is remat liable, that the very informer, Murray, the constable, was  never in the chapel in the absence of the minister, and men&gt;  tioned to Mr. Edward Dickenson, that he had never heard  Mr. Thompson preach, nor pray, but he only thought so. As no  charge could be substantiated against him, he was released,  and, by order of Colonel Hilton, his wife was appointed his  security, that he would go to no ne^ro house, nor hold ;any 	asc99990010170153001											62823648 Bytes	3848	5440	1262847704	RGB	asc99990010170153001.tif		2013-08-12	2013-08-12	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/5927	5927	5928.jp2	/scbooks/image/5928.jp2
Page 154																																asc9999001017		m  meeting with any congregation, ^gp.eciaB'j negroes* Uttfc mlf  pray as he might think proper with his family and servant*.—  While in confinement he knew several members of both Bap*  tist and Methodist Societies sentenced to three hundred, four  hundred, and even five hundred, lashes, for no other fault  than their being such members ; some of tbera informed hira  that their houses had been pulled down, while others wen?  sentenced to the workhouse for life.*  Early in January M iss Emily M'Lennan, a free coloured person, who resided at Putney, in St. James, was sent for by Mr.  Charles O'Connor, a magistrate of Westmorland, on suspicion  that she had received letters from Mr. Burchell, to go to different properties, particularly Seven Rivers aud Haxlelymph.  She found him with Mr. Robert Watt, a magistrate of S't James,  in the house of the latter; to both of them she denied having received such letters, and informed them that she could not  read. Mr. Watt said, ** we have good proof that you did re~  ceive them. Now you must tell the truth, if you don't, there  is a boat ready to ship you off." On her still denying it, Mr.  Watt took her to the Court-house and put her into a roora  with about one hundred or more negroes in hand-cuffs, say*  ing to the guard '* take care of this prisoner." Immediately  Mr. George Delisser, who kept the list of prisoners, took  down her name in his book, and she remained therefrom two/  o'clock that day till the next morning.—With a view to elicit  the desired confession, terrifying language was employed.  Lieutenant Colonel Morris pointed outthe gallows to bkr ;  others said in her hearing '* her trial will be very hard—it will  go very hard with her, &c. &c." At length Mr. Manderson  went to her, and asked her if she had not been to Hazle-  lymph, to one of the members named Zincke, with a message  from Mr. Burchell, and, on her denying it, she was discharged  by him.f  The last instance we shall here specify is one of dishonesty^  Captain Andrew Drummond, Mr. Scott, and Lieutenant  Fearon, of the Clarendon Regiment, lodged at the house of  Mrs. Case, of Stewart Town, in the parish of Trelawny, during  Martial Law. When they were about to quit, she brought  forward her bill. Adjutant Thompson received it, and said,  " You need not think that I will pay this t&gt;ill.** Mrs. Case  asked the reason; and Mr. Thompson replied, "Because  * We refer mr readers to the Christian Record, No. V. pa«e 123, fer the full  particulars of this raost'atrocious case, afc furnished ia writing by Mr. Thompiot  Mrriself. ^,      &lt; ,   , *' v  f Till care -also *£$taH m tfcf Vt» !ra of tH C%rhtian Hecowj $.a£$ 12S1. 	asc99990010170154001											59657040 Bytes	3694	5381	2444654066	RGB	asc99990010170154001.tif		2013-08-12	2013-08-12	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/5928	5928	5929.jp2	/scbooks/image/5929.jp2
Page 155																																asc9999001017		130  yon are a. Baptist. T would rather give £.10 to any one wfyo  is not praying, than lOd. to oiie that is." She was therefore  not paid, nor are we aware that she has been paid since.  Martial Law having been withdrawn, and the trials at the  Cornwall Assize Court brought to an issue favourable to the  cause of religion, the missionaries soon meditated a return to  some of the Stations from which they had been driven by  persecution. After much consultation and prayer, it was resolved, at the meeting of the missionaries, held in Kingston,  in April, that an attempt should first be made to resume the  work at Montego Bay, as the largest Station which had been  abandoned, and that which.embraced the greatest number of  free persons to attend the means of grace. It was farther  agreed that Messrs. Nichql and Abbott should undertake this  service. But the accomplishment of this object was delayed  nearly two months, owing to the continuance of persecution,  kept aliye throughout the island by the public press, by the  proceedings of the House of Assembly, and especially by the  operations of the Colonial Church Union. For this faction,  formed for the purposes of expelling all Sectarian missionaries from the island, and protecting the destroyers of mission  property, rapidly gathered strength and extended its influence.  13eing headed, by custodes and magistrates, and joined by  some of the most influential men in the respective parishes,  however intolerant or absurd in its nature, its progress was  natural enough. It was not difficult for its promoters, (*' taking advantage of the prevailing excitement," and assisted by  t|ve " false and wicked reports" of the enemies of missions,  " industriously circulated by aid of the press throughout  the island,") to "impose on the disturbed imaginations" of  many, a belief that an enormous evil would be productive of  the highest good, and that the best and only way to recover  the country from the effects of the rebellion, was for all the  free inhabitants to become rebels! Though highly presumptuous and lawless in its design, and, in proportion to its success,  destructive of the peace and the rights of society, yet, being  constantly represented by "crafty and evil disposed persons" as a  public good, and asthe only means which could save the country from utter ruin, its bombastic pretensions prevailed on the  less informed and "more peaceable" inhabitants, to become  " the dupes of the more artful and intelligent, " and to  strengthen their hands in crime. Nearly all the parishes of the  island, or rather some of the leading members of those pa-  ri§hes&gt;,-seton foot a Union of this kind, and passed their re^  spective series of intolerant resolutions, differing but little 	asc99990010170155001											63253564 Bytes	3880	5432	2864743130	RGB	asc99990010170155001.tif		2013-08-12	2013-08-12	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/5929	5929	5930.jp2	/scbooks/image/5930.jp2
Page 156																																asc9999001017		131  from each other, and all avowing jhe^.grand object of getting  rid of "Sectarian Missionaries."    With the view of effecting  this purpose, the Unionists determined to discountenance and  oppress the free people connectedwith the Missionary Societies,  or in any way attached to their interests. Ata general meetingof\  the parochial branches of the Union, held at Falmouth, July  28th, the Chairman, Mr. J. L. Hilton, of St. Ann's, set forth  the following among the objects and duties of the Union, ♦To  expel the Sectarians,  and other incendiaries from the island;  to give no employment to any of their proselytes ; to hold everyr  man an enemy who fosters or encourages them."    And it was  resolved. " because it is necessary that: a stop should be put  to the further propagation of the pernicious doctrines of those  Sectarians, we consider it necessary to withdraw all support,  and intercourse  whatever from any one who may either adopt  the destructive principles of the Baptists or   other .Sectarian",  preachers in this island, or countenance them or'their follow*,  ers in any degree." This unjust resolution, beirig adopted by  magistrates, would   naturally possess,   in the estimation of  many, the force of law ; and indeed an intimation was added*  that in  compliance with the resolutions of the   Union  the  laws might be set aside.    The reader may judge whether this  intimation is not conveyed by the following declaration, subjoined to the resolution we have quoted.    That "thefullest  reliance is entertained that they (the members)  ivill hold the  observance of this and every other obligation of the Union,  under all circumstances, paramount to every other consider a-*  Hon,"    Thus indemnified, even by the administrators of the  laws, against the penalties merited by acts of injustice,   the  LJnionists   immediately   acted   upon  this   resolution,    and  consequently, many respectable, tradesmen and others, than  whom none were more deserving of support, have been deprived of employment, refused payment of their lawful debts,  and exposed with their families to the hazard of poverty and  distress.    We have taken this  notice of the Union, because  of its connexion with the spirit of civil and religious persecution, to which in fact it has mainly contributed.    The prevalence of the Union and that of persecution are commensurate,  the Unionists having solemnly bound themselves to promote  and tolerate none who   support or protect the missionaries ;-  and if the faction were dissolved, as its intention and acts deserve,  opposition,to  religion and justice Would decline, and  tranquillity soon be restored.  At length such a measure of tranquillity as was considered  adequate'to the personaVsjfetv of "a   resident' missionary,  » a 	asc99990010170156001											59504476 Bytes	3688	5376	1922335649	RGB	asc99990010170156001.tif		2013-08-12	2013-08-12	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/5930	5930	5931.jp2	/scbooks/image/5931.jp2
Page 157																																asc9999001017		iss  hating been restored at Montego Bay, Messrs. Nichols and,  Abbott rented a house of Mrs. Margaret Renwick, and had  it registered in the Bishop's office as a place of worship.  Sickness and other circumstances detaining Mr. Nichols id  Kingston longer than was intended, Mr. Abbott went alone. He  arrived at. Montego Bay on Saturday, June 16th ; and the friends  of the cause, having been destitute of the ordinances of religion for six months, were desirous of his commencing public  worship the next day. Having already had the house regis*  tered'in the Bishop's office according to law, he complied with  their desire, and sent word to a few of the free people to that  effect. But Satan was vigilant, and his servants were active ;  this attempt to renew the preaching of that gospel, by which  his kingdom is destined to be overturned, could notbemade  without engaging his prompt opposition. A house full of  people assembled in the forenoon, consisting almost entirely  of free persons, and Mr. Abbott was about to commence a  prayer meeting, when Mr. Popkin, the head constable, made  ids appearance, and enquired for Mrs. Renwick. When she  appeared, he said, M The magistrates have sent me to enquire  if this is your house." She replied, " Yes." Mr. Popkin said,  " because the magistrates wish to know if you are aware o(  the consequences of having an illegal assemblage of persons  in your house." She replied, "This house is mine, Sir, but  it is tenanted by Mr. Abbott, Baptist missionary, who has had  it licensed." Mr. Popkin thensaid to Mr. Abbott, •' [suppose,  Sir, yon know the consequences of collecting an illegal meeting, and disturbing the public peace." Mr. Abbott replied,  ♦VI am far from wishing to disturb the public peace; the persons collected have come to worship God. 1 propose meeting with them for that purpose, which I have authority for  doing, having had the house licensed." Mr. Popkin then  left, observing that he shotdd communicate this information  to the magistrates. In a few minutes he returned, and said  the magistrates requested Mr. Abbott would let them see his  authority for preaching there. The certificate of registry was  then given to Mr. Popkin, with a request that it might be returned as soon as they had seen it. In a short time Mr. Poplin again returned with the certificate, and informed Mr. Abbott that the magistrates said they had nothing to do with the  Bishop's office, that they considered the meeting an illegal  one, and unless it was dispersed, they would issue a warrant  for Mr. Abbott's apprehension. Mr. A. said he considered  the meeting a legal aujj a peaceable one, and should commence service'at: the sppoi sited time.    Mr. Popkin the a l&ft, 	asc99990010170157001											63215958 Bytes	3872	5440	590675542	RGB	asc99990010170157001.tif		2013-08-12	2013-08-12	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/5931	5931	5932.jp2	/scbooks/image/5932.jp2
Page 158																																asc9999001017		hut soon returned, with orders from the magistrates to wait in  the house, and apprehend Mr. Abbott as soon as he began the  service ; and he stated that a warrant was being prepared. After  hearing this, Mr. Abbott requested the people, who had assem-  hled, to go quietly to their homes ; and then said to Mr. Popkifc  that he had dispersed the assembly as the magistrates had  thus officially ordered it, but that he should consider it his  duty to meet, with the people for public worship again in a  few days, if he had not further communication with the magistrates upon the subject ; and that if they wished to give or  receive any explanation, he would be ready to meet theui  whenever they thought proper. In reply, the magistrates  sent word to say that they would meet him the next morning  between ten and eleven o'clock.  At the appointed time Mr. Abbott went to the  Court-house and found about twenty of the magistrates  assembled, with Thomas Jos. Grey, Jtisq. senior magistrate,  presiding. After the head constable had stated what., had  passed on the preceding day, Mr. Grey asked Mr. Abbott to produce his authority for convening the meeting.  Mr. Abbott gave him the certificate, which shewed that the  house had been registered in the Bishop's office. It was  handed round the table, and after it had been examined,  some said it was sufficient, while the majority denounced  if as a gross imposition—a fradulent attempt to impose upon  them and the public. Mr. Abbott said he was prepared to  shew that it was not an imposition, but the kind of certificate required by law ;and m confirmation of this, requested them to reefer to the 1st William and Mary, chap. I8,and LOth Anne, chap 2,  which acts he maintained were in force in this island. They refused to make the reference, saying that hemightput one construction upon the laws, and they another. Mr. Abbott observed that the acts were sufficiently explicit not to be mistaken^—that they required a house to be registered as a  Place of Worship either at the Court, of Quarter Sessions, or  in the Bishop's registry, and as he was proceeding to state  the opinion of the. late Attorney-General, Hugo James,  Esq. as given in the case of Mr. Whitehouse, Wesleyan missionary, Dr. Lawson senior interrupted him by saying, ''The  gentleman may have one case, and I may have another, but  our object is to decide on the present case, and we shall place  our own constructioa upon the law" Mr. Abbott requested  them to refer to the two acts to which he had alluded, but  the British Statutes not being at hand, he pUced before the magistrates a passage from Gilford's Commentaries 	asc99990010170158001											60856760 Bytes	3744	5416	3174543108	RGB	asc99990010170158001.tif		2013-08-12	2013-08-12	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/5932	5932	5933.jp2	/scbooks/image/5933.jp2
Page 159																																asc9999001017		134  on the Toleration Acts, which states that the certificate shall  Be registered in the Bishop's or Archdeacon's court, or at a  Sessions of the Peace. Dr. Longmore then said " But we  claim that prerogative to ourselves." Mr. Alexander Camp-  hell said, " The Baptists have done so much mischief in this  country that we ought to be very cautious how we permit  them to return amongst us." Dr. Lawson, senior, said, he  thought so too—that they ought to use all their influence,  persons, and property, to prevent their re-introduction ; and  afterwards said that Mrs. Renwick ought, io have been present  also, and that she should be tried for allowing an illegal meeting in her house. Mr. Watt added *'yes, and Mr. Abbott  should be indicted as a vagrant."  During the following week, various and violent attempts  were made to compel Mr. Abbott to leave the town ; inflammatory placards were posted up; and even at a public meeting, it was proposed by Mr. John Coates, a magistrate, that  Mr. Abbott should be driven out of the parish. This  proposition was strongly opposed by Mr. Samuel Man*-,  derson, a gentleman of colour, who said " That they  could not, and should not, eject Mr. Abbott." On the  day of that meeting, a muster of .the St. James's militia  took place, when a vigorous effort was made, chiefly by Adjutant  Lawson, to improve so favourable an opportunity for tarring  Mr. Abbot, and drumming him'out of the town ; but perceiving a powerful combination among the coloured inhabitants  for his protection, they desisted from the attempt. The  efforts to expel Mr. Abbott having proved unsuccessful, after a few days Mrs. Renwick was taken before a  bench of magistrates, and told by them that she had no business to hire her house to Mr. Abbott. She was then  hound over for the next Quarter Sessions, to take her trial  for having allowed an unlawful assemblage of slaves in her  house.  At the Quarter Sessions held on the 30th October, Mrs.  Renwick was brought to trial, having traversed the indictment at the July court. At the commencement of the proceedings, it was moved on her behalf that the indictment  should be quashed, on the ground of its not setting forth the  charge as the law directs ; and that as the house was rented  at the time referred to, to Mr. Abbott, the indictment, if sustainable at all, should have been preferred against him.  jri support of this motion, legal authorities were quoted,  hut to no  purpose;  the court negatived the proposal.    Mr.  tifignait  who cotidu'cleJ   the prosecute  -ht forward 	asc99990010170159001											62601198 Bytes	3840	5432	2624511890	RGB	asc99990010170159001.tif		2013-08-12	2013-08-12	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/5933	5933	5934.jp2	/scbooks/image/5934.jp2
Page 160																																asc9999001017		135  three witnesses, 4he principal of whom was Mr. Popkin,  the constable sent by the magistrates, and the only witness who  saw or knew what persons were present at the meeting. Neither of these witnesses could prove that a single slave attended it.  Yet, notwithstanding this failure in the most material part of  the evidence, and the explanation given in the slave law of  the words u unlawful assemblage of slaves ;" and notwithstanding the facts, that the house had, prior to the said meeting,  been registered as a Place of Worship, and was rented and  occupied by Mr. Abbott ; the Jury found Mrs. Renwick  guilty, recommending her to the leniency of the court. She  was fined £.20, in order, as Mr. Coates declared, to deter  others from doing as she had done.  On the same day that Mr. Abbott was prevented from  preaching at Montego Bay, Sunday June 17th, Mr. Burton  was interrupted at Morant Bay, where he had lately recommenced his stated labours, after having voluntarily abstained  from them during Martial Law, and for some weeks after  its termination. On this occasion Mr. Thomas Blakely, a  magistrate, sent a constable with an order to prevent the  preaching, and disperse the people, assigning as his reasons,  that Mr. Burton was not a licensed preacher, (though he  had taken the usual oaths some years before, at Port Maria,)  and that the house was not licensed for a place of worship.  The latter reason was founded in fact, for Mr. Burton had not  registered the house, partly because he did not expect that  the magistrates would interfere in the matter, and partly owing  to the uncertainty which then prevailed as to the requirement  of the law. The same week he addressed a memorial to his  honour President Cuthbert, on the subject, and registered  the house in the Bishop's office. After this registration, and  before receiving a reply to the memorial, the Quarter Sessions  of Morant Bay were held, and Mr. Burton attended. Having  obtained permission to address the court, he stated how long  he had been preaching at Morant Bay without interruption,  and observed that as recent circumstances had led him to  suppose that one or more of the magistrates required him to  take the usual oaths, he had come to express his readiness to  do so. Without regarding this, the presiding magistrate, Mr.  M'Cornock, informed the clerk of the peace that application was made for a license to preach, and wished to know  whether it was in the power of the court to grant or refuse  what was asked for, according to its pleasure. The answer  was that the court had a discretionary power. Mr. Burton  was then asked if he had with him his license for preaching ;  I 	asc99990010170160001											59951638 Bytes	3672	5440	4089438482	RGB	asc99990010170160001.tif		2013-08-12	2013-08-12	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/5934	5934	5935.jp2	/scbooks/image/5935.jp2
